mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,197,199,200,201,202,n_gl
respiratory insufficiency,Drug,fentanyl,2,,,,,,2,,2
respiratory sounds,Drug,beclomethasone,1,,1,,,,2,,2
respiratory sounds,placebo,placebo,1,,1,,,,2,,2
respiratory tract diseases,placebo,placebo,3,,,,,1,2,,3
respiratory tract infections,placebo,placebo,8,,1,,,5,4,,9
respiratory tract infections,Biological,"split-virion, non-adjuvanted h1n1 vaccine of 15 î¼g",2,,,,,,2,,2
respiratory tract infections,Drug,acetaminophen,1,,1,,,1,1,,2
respiratory tract infections,Drug,azithromycin,1,,1,,,2,,,2
respiratory tract infections,Drug,telithromycin,1,,1,,,2,,,2
restless legs syndrome,Drug,pramipexole,6,,,,,5,1,,6
restless legs syndrome,placebo,placebo,5,,,,,2,3,,5
restless legs syndrome,Drug,rotigotine,3,,,,,,3,,3
restless legs syndrome,Drug,gabapentin enacarbil,2,,,,,,2,,2
retinal diseases,Drug,ranibizumab,2,,,,,,2,,2
retinal diseases,placebo,placebo,2,,,,,,2,,2
retinal diseases,Procedure,laser treatment with pascalâ®,2,,,,,,2,,2
retinal vein occlusion,Drug,ranibizumab,3,,1,,,,4,,4
retinal vein occlusion,Biological,ranibizumab,2,,,,,,2,,2
retinal vein occlusion,Drug,dexamethasone implant,2,,,,,,2,,2
rheumatic diseases,Device,depuy asrâ„¢ hip system,,,4,,,,4,,4
rheumatic diseases,Device,pinnacleâ„¢ acetabular system,,,4,,,4,,,4
rheumatic diseases,Device,marathonâ„¢,2,,,,,2,,,2
rheumatic diseases,Device,smartsetâ® ghv bone cement,2,,,,,,2,,2
rheumatic diseases,Device,smartsetâ® hv bone cement,2,,,,,,2,,2
rhinitis,placebo,placebo,48,,2,,1,30,19,,50
rhinitis,Drug,levocetirizine,10,,,,,8,2,,10
rhinitis,Drug,fexofenadine,9,,,,,7,2,,9
rhinitis,Drug,loratadine,8,,,,,4,4,,8
rhinitis,Drug,cetirizine,6,,,,,3,3,,6
rhinitis,Drug,fluticasone propionate,5,,1,,,4,2,,6
rhinitis,Drug,desloratadine,5,,,,,4,1,,5
rhinitis,Drug,montelukast,4,,1,,,4,1,,5
rhinitis,Drug,fluticasone furoate,4,,,,,4,,,4
rhinitis,Drug,levocetirizine dihydrochloride,4,,,,,4,,,4
rhinitis,Drug,mometasone furoate nasal spray,4,,,,,4,,,4
rhinitis,placebo,placebo nasal spray,4,,,,,,4,,4
rhinitis,Drug,budesonide,3,,,,,2,1,,3
rhinitis,Drug,cetirizine (zyrtec),3,,,,,3,,,3
rhinitis,Drug,desloratadine 5 mg,3,,,,,3,,,3
rhinitis,Drug,desloratadine 5 mg (clarinex),3,,,,,3,,,3
rhinitis,Drug,ffns,3,,,,,2,1,,3
rhinitis,Drug,fluticasone furoate nasal spray,3,,,,,1,2,,3
rhinitis,Drug,fpns,3,,,,,2,1,,3
rhinitis,Drug,mometasone,2,,1,,,3,,,3
rhinitis,Drug,azelastine,2,,,,,2,,,2
rhinitis,Drug,bilastine,2,,,,,,2,,2
rhinitis,Drug,capsaicin,2,,,,,,2,,2
rhinitis,Drug,ciclesonide,2,,,,,1,1,,2
rhinitis,Drug,ciclesonide nasal spray,2,,,,,1,1,,2
rhinitis,Drug,claritinâ®,2,,,,,,2,,2
rhinitis,Drug,claritinâ® syrup,2,,,,,,2,,2
rhinitis,Drug,fluticasone nasal spray,2,,,,,2,,,2
rhinitis,Drug,fluticasone propionate (flixonaseâ®),2,,,,,2,,,2
rhinitis,Drug,fluticasone propionate nasal spray,2,,,,,,2,,2
rhinitis,Drug,grastekâ®,2,,,,,,2,,2
rhinitis,Drug,grazax,2,,,,,,2,,2
rhinitis,Drug,montelukast sodium,2,,,,,2,,,2
rhinitis,Drug,"olopatadine hcl nasal spray, 0.6%",2,,,,,2,,,2
rhinitis,Drug,oxymetazoline,2,,,,,1,1,,2
rhinitis,Drug,resveratrol plus carboxymethyl-î²-glucan,2,,,,,,2,,2
rhinitis,Drug,salmeterol,2,,,,,1,1,,2
rhinitis,Drug,"taa-aq, nasacortâ® aq",2,,,,,,2,,2
rhinitis,placebo,placebo ffns,2,,,,,2,,,2
rhinitis,placebo,placebo fpns,2,,,,,2,,,2
rhinitis,placebo,placebos,1,,1,,,,2,,2
"rhinitis, allergic",placebo,placebo,45,,2,,1,29,17,,47
"rhinitis, allergic",Drug,levocetirizine,10,,,,,8,2,,10
"rhinitis, allergic",Drug,fexofenadine,9,,,,,7,2,,9
"rhinitis, allergic",Drug,loratadine,8,,,,,4,4,,8
"rhinitis, allergic",Drug,cetirizine,6,,,,,3,3,,6
"rhinitis, allergic",Drug,fluticasone propionate,5,,1,,,4,2,,6
"rhinitis, allergic",Drug,desloratadine,5,,,,,4,1,,5
"rhinitis, allergic",Drug,montelukast,4,,1,,,4,1,,5
"rhinitis, allergic",Drug,fluticasone furoate,4,,,,,4,,,4
"rhinitis, allergic",Drug,levocetirizine dihydrochloride,4,,,,,4,,,4
"rhinitis, allergic",Drug,mometasone furoate nasal spray,4,,,,,4,,,4
"rhinitis, allergic",Drug,budesonide,3,,,,,1,2,,3
"rhinitis, allergic",Drug,cetirizine (zyrtec),3,,,,,3,,,3
"rhinitis, allergic",Drug,desloratadine 5 mg,3,,,,,3,,,3
"rhinitis, allergic",Drug,desloratadine 5 mg (clarinex),3,,,,,3,,,3
"rhinitis, allergic",Drug,ffns,3,,,,,2,1,,3
"rhinitis, allergic",Drug,fluticasone furoate nasal spray,3,,,,,1,2,,3
"rhinitis, allergic",Drug,fpns,3,,,,,2,1,,3
"rhinitis, allergic",Drug,mometasone,2,,1,,,3,,,3
"rhinitis, allergic",placebo,placebo nasal spray,3,,,,,,3,,3
"rhinitis, allergic",Drug,azelastine,2,,,,,2,,,2
"rhinitis, allergic",Drug,bilastine,2,,,,,,2,,2
"rhinitis, allergic",Drug,ciclesonide,2,,,,,1,1,,2
"rhinitis, allergic",Drug,ciclesonide nasal spray,2,,,,,1,1,,2
"rhinitis, allergic",Drug,claritinâ®,2,,,,,,2,,2
"rhinitis, allergic",Drug,claritinâ® syrup,2,,,,,,2,,2
"rhinitis, allergic",Drug,fluticasone nasal spray,2,,,,,2,,,2
"rhinitis, allergic",Drug,fluticasone propionate (flixonaseâ®),2,,,,,2,,,2
"rhinitis, allergic",Drug,fluticasone propionate nasal spray,2,,,,,,2,,2
"rhinitis, allergic",Drug,grastekâ®,2,,,,,,2,,2
"rhinitis, allergic",Drug,grazax,2,,,,,,2,,2
"rhinitis, allergic",Drug,montelukast sodium,2,,,,,2,,,2
"rhinitis, allergic",Drug,"olopatadine hcl nasal spray, 0.6%",2,,,,,2,,,2
"rhinitis, allergic",Drug,resveratrol plus carboxymethyl-î²-glucan,2,,,,,,2,,2
"rhinitis, allergic",Drug,salmeterol,2,,,,,1,1,,2
"rhinitis, allergic",Drug,"taa-aq, nasacortâ® aq",2,,,,,,2,,2
"rhinitis, allergic",placebo,placebo ffns,2,,,,,2,,,2
"rhinitis, allergic",placebo,placebo fpns,2,,,,,2,,,2
"rhinitis, allergic",placebo,placebos,1,,1,,,,2,,2
"rhinitis, allergic, perennial",placebo,placebo,10,,1,,,8,3,,11
"rhinitis, allergic, perennial",Drug,cetirizine (zyrtec),3,,,,,3,,,3
"rhinitis, allergic, perennial",Drug,desloratadine 5 mg (clarinex),3,,,,,3,,,3
"rhinitis, allergic, perennial",Drug,ffns,3,,,,,2,1,,3
"rhinitis, allergic, perennial",Drug,fluticasone furoate nasal spray,3,,,,,1,2,,3
"rhinitis, allergic, perennial",Drug,fpns,3,,,,,2,1,,3
"rhinitis, allergic, perennial",Drug,levocetirizine,3,,,,,3,,,3
"rhinitis, allergic, perennial",Drug,budesonide,2,,,,,1,1,,2
"rhinitis, allergic, perennial",Drug,ciclesonide nasal spray,2,,,,,1,1,,2
"rhinitis, allergic, perennial",Drug,claritinâ®,2,,,,,,2,,2
"rhinitis, allergic, perennial",Drug,claritinâ® syrup,2,,,,,,2,,2
"rhinitis, allergic, perennial",Drug,fluticasone propionate,1,,1,,,2,,,2
"rhinitis, allergic, perennial",Drug,loratadine,2,,,,,2,,,2
"rhinitis, allergic, perennial",Drug,montelukast,1,,1,,,2,,,2
"rhinitis, allergic, perennial",Drug,"taa-aq, nasacortâ® aq",2,,,,,,2,,2
"rhinitis, allergic, perennial",placebo,placebo ffns,2,,,,,2,,,2
"rhinitis, allergic, perennial",placebo,placebo fpns,2,,,,,2,,,2
"rhinitis, allergic, perennial",placebo,placebo nasal spray,2,,,,,,2,,2
"rhinitis, allergic, seasonal",placebo,placebo,16,,1,,,13,4,,17
"rhinitis, allergic, seasonal",Drug,fexofenadine,7,,,,,6,1,,7
"rhinitis, allergic, seasonal",Drug,desloratadine,4,,,,,4,,,4
"rhinitis, allergic, seasonal",Drug,loratadine,4,,,,,2,2,,4
"rhinitis, allergic, seasonal",Drug,cetirizine,3,,,,,2,1,,3
"rhinitis, allergic, seasonal",Drug,cetirizine (zyrtec),3,,,,,3,,,3
"rhinitis, allergic, seasonal",Drug,desloratadine 5 mg,3,,,,,3,,,3
"rhinitis, allergic, seasonal",Drug,desloratadine 5 mg (clarinex),3,,,,,3,,,3
"rhinitis, allergic, seasonal",Drug,levocetirizine dihydrochloride,3,,,,,3,,,3
"rhinitis, allergic, seasonal",Drug,fluticasone furoate,2,,,,,2,,,2
"rhinitis, allergic, seasonal",Drug,levocetirizine,2,,,,,2,,,2
"rhinitis, allergic, seasonal",Drug,mometasone,1,,1,,,2,,,2
"rhinitis, allergic, seasonal",Drug,"olopatadine hcl nasal spray, 0.6%",2,,,,,2,,,2
rickets,Drug,vitamin d,2,,,,,2,,,2
rosacea,Drug,doxycycline,3,,,,,1,2,,3
rosacea,Drug,doxycycline (oraceaâ®) 40 mg modified release as add-on therapy,2,,,,,2,,,2
rosacea,Drug,doxycycline (oraceaâ®) 40 mg modified release as monotherapy,2,,,,,2,,,2
rosacea,placebo,placebo,2,,,,,,2,,2
rotator cuff injuries,Drug,acetaminophen,1,1,,,,,2,,2
rotator cuff injuries,Drug,celecoxib,2,,,,,,2,,2
rotator cuff injuries,Drug,liposomal bupivacaine,2,,,,,,2,,2
rotator cuff injuries,Procedure,rotator cuff repair,1,1,,,,1,1,,2
rotavirus infections,Biological,rotarix â„¢,2,,,,,,2,,2
rotavirus infections,Biological,rotarixâ®,2,,,,,,2,,2
rotavirus infections,Biological,rotateqâ„¢ (v260),2,,,,,,2,,2
rotavirus infections,Biological,rotateqâ®,2,,,,,,2,,2
rotavirus infections,Drug,"rotarixâ®,",2,,,,,,2,,2
rotavirus infections,Drug,"rotarixâ®, with other routine vaccines",2,,,,,,2,,2
rotavirus infections,Drug,"rotateqâ®,",2,,,,,,2,,2
rotavirus infections,Drug,"rotateqâ®, with other routine vaccines",2,,,,,,2,,2
rubella,Biological,combined measles-mumps-rubella (mmr) vaccine - priorixâ®,2,,,,,,2,,2
rubella,Biological,vaqtaâ®,2,,,,,2,,,2
rubella,Biological,varivaxâ®,2,,,,,2,,,2
rupture,Drug,misoprostol,2,,,,,1,1,,2
rupture,Drug,pge2 gel,2,,,,,1,1,,2
schizophrenia,placebo,placebo,55,,3,,,18,39,1,58
schizophrenia,Drug,risperidone,32,,5,,,19,18,,37
schizophrenia,Drug,aripiprazole,28,,4,,,17,15,,32
schizophrenia,Drug,olanzapine,30,,1,,,16,15,,31
schizophrenia,Drug,quetiapine,15,,1,,,7,9,,16
schizophrenia,Drug,ziprasidone,13,,,,,5,8,,13
schizophrenia,Drug,paliperidone er,10,,1,,,7,4,,11
schizophrenia,Drug,clozapine,9,,1,,,6,4,,10
schizophrenia,Drug,haloperidol,8,,2,,,4,6,,10
schizophrenia,Drug,amisulpride,8,,1,,,3,6,,9
schizophrenia,Drug,paliperidone,8,,,,,,8,,8
schizophrenia,Drug,paliperidone palmitate,7,,1,,,,8,,8
schizophrenia,Drug,metformin,4,,3,,,2,4,1,7
schizophrenia,Drug,oral risperidone,5,,2,,,4,3,,7
schizophrenia,Drug,varenicline,5,,1,,,1,5,,6
schizophrenia,Drug,lurasidone,4,,,,,,4,,4
schizophrenia,Drug,minocycline,4,,,,,,4,,4
schizophrenia,Drug,perphenazine,4,,,,,1,3,,4
schizophrenia,Drug,bupropion,3,,,,,1,2,,3
schizophrenia,Drug,citalopram,3,,,,,1,2,,3
schizophrenia,Drug,d-cycloserine,3,,,,,1,2,,3
schizophrenia,Drug,modafinil,2,,1,,,1,2,,3
schizophrenia,Drug,quetiapine fumarate,3,,,,,3,,,3
schizophrenia,Drug,raloxifene hydrochloride,3,,,,,,3,,3
schizophrenia,Drug,sertindole,2,,1,,,,3,,3
schizophrenia,Behavioral,cognitive behavioral therapy,2,,,,,,2,,2
schizophrenia,Behavioral,individual placement,2,,,,,2,,,2
schizophrenia,Behavioral,psychosocial intervention,2,,,,,1,1,,2
schizophrenia,Drug,atomoxetine,2,,,,,1,1,,2
schizophrenia,Drug,haloperidol decanoate,1,,1,,,1,1,,2
schizophrenia,Drug,iloperidone,1,,1,,,,2,,2
schizophrenia,Drug,long-acting injectable risperidone,1,,1,,,,2,,2
schizophrenia,Drug,naltrexone,2,,,,,1,1,,2
schizophrenia,Drug,nicotine patch,1,,1,,,2,,,2
schizophrenia,Drug,nicotine replacement therapy,2,,,,,1,1,,2
schizophrenia,Drug,paliperidone extended release (er),2,,,,,1,1,,2
schizophrenia,Drug,pimozide,2,,,,,1,1,,2
schizophrenia,Drug,pravastatin,2,,,,,1,1,,2
schizophrenia,Drug,ramelteon,2,,,,,,2,,2
schizophrenia,Drug,risperidone long-acting injection (lai),1,,1,,,2,,,2
schizophrenia,Drug,seroquelâ®,2,,,,,,2,,2
"schizophrenia, childhood",Drug,clozapine,2,,,,,2,,,2
"schizophrenia, childhood",Drug,olanzapine,2,,,,,2,,,2
sciatica,Device,diamâ„¢ spinal stabilization system,2,,,,,,2,,2
"scleroderma, diffuse",Drug,bosentan,2,,,,,,2,,2
"scleroderma, systemic",Drug,bosentan,2,,,,,,2,,2
sclerosis,placebo,placebo,18,1,3,,,2,19,1,22
sclerosis,Drug,fingolimod,11,,4,,,,15,,15
sclerosis,Drug,dimethyl fumarate,5,,3,,,,8,,8
sclerosis,Drug,rebifâ®,6,,2,,,2,6,,8
sclerosis,Drug,natalizumab,4,,2,,,1,5,,6
sclerosis,Drug,copaxoneâ®,4,,,,,2,2,,4
sclerosis,Drug,glatiramer acetate,2,,2,,,3,1,,4
sclerosis,Drug,methylprednisolone,4,,,,,2,2,,4
sclerosis,Drug,rebif,3,,1,,,2,2,,4
sclerosis,Drug,interferon-beta-1a,3,,,,,2,1,,3
sclerosis,Biological,rebifâ® (clone 484-39),2,,,,,2,,,2
sclerosis,Drug,betaseron,1,,1,,,2,,,2
sclerosis,Drug,bg00012 (dmf) (tecfideraâ®.),2,,,,,,2,,2
sclerosis,Drug,cesametâ„¢ (nabilone),2,,,,,2,,,2
sclerosis,Drug,fampridine,2,,,,,,2,,2
sclerosis,Drug,interferon beta-1a,1,,1,,,1,1,,2
sclerosis,Drug,interferon beta-1b,1,,1,,,,2,,2
sclerosis,Drug,methotrexate,2,,,,,2,,,2
sclerosis,Drug,prednisone,,,2,,,1,1,,2
sclerosis,Other,blood sampling,2,,,,,,2,,2
sclerosis,Procedure,shared solutionsâ® plus ms center v. shared solutionsâ®,2,,,,,2,,,2
scoliosis,Drug,normal saline,5,,,,,,4,1,5
scoliosis,Procedure,multilevel spinal fusion with actifuse abxâ®,,,2,,,,2,,2
seasonal affective disorder,placebo,placebo,2,,,,,1,1,,2
seizures,Drug,levetiracetam,3,,1,,,2,2,,4
seizures,Drug,pregabalin,3,,1,,,2,2,,4
seizures,placebo,placebo,2,,2,,,1,2,1,4
seizures,Drug,ezogabine,,,2,,,,2,,2
seizures,Drug,lacosamide,1,,1,,,,2,,2
seizures,Drug,oxcarbazepine,2,,,,,1,1,,2
seizures,Drug,perampanel,2,,,,,,2,,2
seizures,Drug,phenytoin,1,,1,,,1,1,,2
seizures,Drug,sertraline,2,,,,,1,1,,2
seizures,Drug,zonegran,1,,1,,,2,,,2
sepsis,placebo,placebo,4,,,,,2,2,,4
sepsis,Drug,dexmedetomidine,2,,1,,,,3,,3
sepsis,Drug,meropenem,2,,,,,1,1,,2
sepsis,Drug,propofol,1,,1,,,,2,,2
sepsis,Drug,rheosorbilactâ®,2,,,,,,2,,2
sepsis,Drug,smoflipid â®,2,,,,,,2,,2
sepsis,Other,detection of microbial dna in blood by septifastâ®,2,,,,,,2,,2
"sexual dysfunctions, psychological",Drug,tribulus terrestris,2,,,,,,2,,2
"sexual dysfunctions, psychological",placebo,placebo,2,,,,,,2,,2
sezary syndrome,Drug,ontak,2,,,,,2,,,2
shock,Drug,hydrocortisone,2,,2,,,,4,,4
shock,Drug,norepinephrine,2,,1,,,,3,,3
shock,Drug,octaplaslgâ®,,,2,,,,2,,2
shock,Drug,phenylephrine,1,,1,,,1,1,,2
"shock, septic",Drug,hydrocortisone,1,,2,,,,3,,3
"shock, septic",Drug,norepinephrine,2,,1,,,,3,,3
"shock, septic",Drug,octaplaslgâ®,,,2,,,,2,,2
"shock, septic",Drug,phenylephrine,1,,1,,,1,1,,2
shoulder pain,placebo,placebo,3,,,,,1,2,,3
shoulder pain,Device,hä±gh ä°ntensity laser (hilt),2,,,,,,2,,2
shoulder pain,Procedure,"extraplexic catheter location (contiplexâ® c, b. braun melsungen, ag)",2,,,,,,2,,2
shoulder pain,Procedure,"intraplexic catheter location (contiplexâ® c, b. braun melsungen, ag)",2,,,,,,2,,2
signs and symptoms,Drug,ascending doses of hytrinâ® capsules,2,,,,,2,,,2
signs and symptoms,Drug,flomaxâ® capsules,2,,,,,2,,,2
sinusitis,placebo,placebo,5,,1,,,2,4,,6
sinusitis,Drug,amoxicillin,2,,1,,,3,,,3
sinusitis,Drug,clavulanate,2,,1,,,2,1,,3
sinusitis,Device,relieva balloon sinuplastyâ„¢ system,,,2,,,,2,,2
sinusitis,Drug,amoxicillin/clavulanate,1,,1,,,2,,,2
sinusitis,Drug,azithromycin,2,,,,,,2,,2
skin diseases,Drug,loceryl nl,2,,,,,,2,,2
skin diseases,Drug,neutrogena rapid clearâ®,2,,,,,,2,,2
"skin diseases, bacterial",Drug,dalbavancin,2,,,,,,2,,2
"skin diseases, bacterial",Drug,daptomycin,,,2,,,1,1,,2
"skin diseases, bacterial",Drug,oritavancin,2,,,,,,2,,2
"skin diseases, bacterial",Drug,usual care,2,,,,,,2,,2
"skin diseases, infectious",Drug,daptomycin,3,,1,,,1,3,,4
"skin diseases, infectious",Drug,vancomycin,3,,,,,,3,,3
skin manifestations,Drug,azelaic acid 15% gel,2,,,,,,2,,2
skin manifestations,Drug,metronidazole 1% gel,2,,,,,,2,,2
skin neoplasms,Drug,sirolimus,1,,2,,,1,2,,3
skin neoplasms,Drug,tacrolimus,1,,1,,,1,1,,2
skin ulcer,Device,"negative pressure wound therapy (vacuum-assisted closure system [v.a.c.â® therapyâ„¢, kci medical canada inc., mississauga, ontario])",,,2,,,,2,,2
sleep-wake transition disorders,Drug,magnox 520â®,,,2,,,,2,,2
sleep apnea syndromes,placebo,placebo,8,,2,,,4,6,,10
sleep apnea syndromes,Device,cpap,3,,2,,,1,4,,5
sleep apnea syndromes,Device,inspireâ® upper airway stimulation (uas) system,2,,2,,,,4,,4
sleep apnea syndromes,Drug,propofol,2,,1,,,,3,,3
sleep apnea syndromes,Device,continuous positive airway pressure (cpap),1,,1,,,2,,,2
sleep apnea syndromes,Drug,acetazolamide,2,,,,,2,,,2
sleep apnea syndromes,Drug,dexmedetomidine,2,,,,,,2,,2
"sleep apnea, obstructive",placebo,placebo,8,,2,,,4,6,,10
"sleep apnea, obstructive",Device,cpap,3,,2,,,1,4,,5
"sleep apnea, obstructive",Device,inspireâ® upper airway stimulation (uas) system,2,,2,,,,4,,4
"sleep apnea, obstructive",Drug,dexmedetomidine,2,,1,,,,3,,3
"sleep apnea, obstructive",Drug,propofol,3,,,,,,3,,3
"sleep apnea, obstructive",Device,continuous positive airway pressure (cpap),1,,1,,,2,,,2
"sleep apnea, obstructive",Drug,acetazolamide,2,,,,,2,,,2
sleep deprivation,placebo,placebo,3,,,,,1,2,,3
sleep initiation and maintenance disorders,placebo,placebo,23,,3,,,14,12,,26
sleep initiation and maintenance disorders,Drug,eszopiclone,10,,2,,,9,3,,12
sleep initiation and maintenance disorders,Drug,ramelteon,6,,1,,,4,3,,7
sleep initiation and maintenance disorders,Drug,zolpidem,5,,,,,4,1,,5
sleep initiation and maintenance disorders,Drug,escitalopram,2,,,,,2,,,2
sleep initiation and maintenance disorders,Drug,modafinil,1,,1,,,1,1,,2
sleep initiation and maintenance disorders,Drug,suvorexant,1,,1,,,,2,,2
sleep initiation and maintenance disorders,Drug,temazepam,2,,,,,,2,,2
sleep initiation and maintenance disorders,Drug,zolpidem (mysleeâ®),2,,,,,,2,,2
sleep initiation and maintenance disorders,Drug,zolpidem mr,2,,,,,,2,,2
sleep wake disorders,placebo,placebo,12,,,,,7,5,,12
sleep wake disorders,Drug,eszopiclone,3,,,,,3,,,3
sleep wake disorders,Drug,zolpidem,3,,,,,2,1,,3
sleep wake disorders,Drug,ramelteon,1,,1,,,1,1,,2
sleepiness,Drug,armodafinil,3,,,,,2,1,,3
sleepiness,placebo,placebo,2,,,,,2,,,2
slipped capital femoral epiphyses,Device,depuy asrâ„¢ hip system,,,4,,,,4,,4
slipped capital femoral epiphyses,Device,pinnacleâ„¢ acetabular system,,,4,,,4,,,4
slipped capital femoral epiphyses,Device,marathonâ„¢,2,,,,,2,,,2
slipped capital femoral epiphyses,Device,smartsetâ® ghv bone cement,2,,,,,,2,,2
slipped capital femoral epiphyses,Device,smartsetâ® hv bone cement,2,,,,,,2,,2
snake bites,Biological,antivipmyn â®,,,2,,,2,,,2
snake bites,placebo,placebo,1,,1,,,1,1,,2
somatoform disorders,placebo,placebo,,,2,,,,2,,2
spasm,Drug,magnox 520â®,,,2,,,,2,,2
spasm,placebo,placebo,1,,1,,,,2,,2
spinal cord diseases,placebo,placebo,1,,1,,,,2,,2
spinal cord injuries,placebo,placebo,4,,1,,,1,4,,5
spinal diseases,Device,discoverâ„¢ artificial cervical disc,,,2,,,,2,,2
spinal fractures,Device,balloon kyphoplasty,2,,1,,,,3,,3
spinal fractures,Device,"kyphonâ® balloon kyphoplasty (kyphon inc; sunnydale, ca)",2,,,,,,2,,2
spinal stenosis,Drug,pregabalin,3,,,,,,3,,3
spinal stenosis,Device,aperiusâ® percutaneous interspinous spacer,2,,,,,2,,,2
spinal stenosis,Device,mildâ® (minimally invasive lumbar decompression),2,,,,,,2,,2
spinal stenosis,Drug,epidural steroid injection,2,,,,,,2,,2
spinal stenosis,Other,non-surgical treatments,2,,,,,,2,,2
spinal stenosis,Procedure,aperiusâ„¢ perclidâ„¢ system,2,,,,,,2,,2
spinal stenosis,Procedure,decompressive laminectomy,2,,,,,,2,,2
spondylarthritis,placebo,placebo,4,,,,,,4,,4
spondylarthritis,Drug,25mg etanercept,2,,,,,,2,,2
spondylarthritis,Drug,adalimumab,2,,,,,,2,,2
spondylarthritis,Drug,celecoxib,2,,,,,,2,,2
spondylarthropathies,placebo,placebo,2,,,,,1,1,,2
spondylitis,Drug,etanercept,3,,1,,,2,2,,4
spondylitis,Drug,infliximab,3,,1,,,4,,,4
spondylitis,Biological,remicade,2,,,,,2,,,2
spondylitis,Drug,adalimumab,2,,,,,,2,,2
spondylitis,Drug,diclofenac,1,,1,,,1,1,,2
spondylitis,Drug,yisaipuâ®,2,,,,,,2,,2
spondylitis,placebo,placebo,2,,,,,2,,,2
"spondylitis, ankylosing",Drug,etanercept,3,,1,,,2,2,,4
"spondylitis, ankylosing",Drug,infliximab,3,,1,,,4,,,4
"spondylitis, ankylosing",Biological,remicade,2,,,,,2,,,2
"spondylitis, ankylosing",Drug,adalimumab,2,,,,,,2,,2
"spondylitis, ankylosing",Drug,diclofenac,1,,1,,,1,1,,2
"spondylitis, ankylosing",Drug,yisaipuâ®,2,,,,,,2,,2
"spondylitis, ankylosing",placebo,placebo,2,,,,,2,,,2
sprains and strains,Drug,celecoxib,1,,1,,,1,1,,2
sprains and strains,Drug,flectorã‚â® patch (diclofenac epolamine topical patch) 1.3%,2,,,,,,2,,2
sprains and strains,placebo,placebo,2,,,,,,2,,2
st elevation myocardial infarction,Drug,ticagrelor,8,,,,,,8,,8
st elevation myocardial infarction,Drug,cangrelor,3,,1,,,,4,,4
st elevation myocardial infarction,Drug,prasugrel,4,,,,,,4,,4
st elevation myocardial infarction,placebo,placebo,4,,,,,,4,,4
st elevation myocardial infarction,Drug,bivalirudin,2,,,,,,2,,2
st elevation myocardial infarction,Drug,clopidogrel,2,,,,,,2,,2
st elevation myocardial infarction,Drug,methylnaltrexone bromide (relistorâ®).,2,,,,,,2,,2
staphylococcal infections,Drug,vancomycin,2,,1,,,1,2,,3
staphylococcal infections,Drug,linezolid,2,,,,,1,1,,2
staphylococcal infections,Drug,mupirocin,1,,1,,,,2,,2
staphylococcal skin infections,Drug,daptomycin,1,,1,,,1,1,,2
staphylococcal skin infections,Drug,vancomycin,2,,,,,,2,,2
steatorrhea,Drug,"kreonâ® 25,000",2,,,,,,2,,2
steatorrhea,Drug,"panzytratâ® 25,000",2,,,,,,2,,2
stillbirth,Drug,misoprostol,2,,,,,1,1,,2
stomach neoplasms,Dietary Supplement,oncoxinâ®,2,,,,,,2,,2
stomatitis,Combination Product,firstâ® mouthwash blm,,,2,,,,2,,2
strabismus,Drug,dexmedetomidine,3,,,,,,3,,3
"stress disorders, post-traumatic",placebo,placebo,17,,3,,,8,12,,20
"stress disorders, post-traumatic",Drug,sertraline,8,,1,,,3,6,,9
"stress disorders, post-traumatic",Drug,paroxetine,5,,1,,,2,4,,6
"stress disorders, post-traumatic",Drug,propranolol,3,,1,,,1,3,,4
"stress disorders, post-traumatic",Drug,topiramate,4,,,,,2,2,,4
"stress disorders, post-traumatic",Behavioral,cognitive-behavioral therapy,2,,,,,1,1,,2
"stress disorders, post-traumatic",Behavioral,prolonged exposure therapy,2,,,,,,2,,2
"stress disorders, post-traumatic",Drug,d-cycloserine,2,,,,,,2,,2
"stress disorders, post-traumatic",Drug,eszopiclone,2,,,,,1,1,,2
"stress disorders, post-traumatic",Drug,hydrocortisone,2,,,,,1,1,,2
"stress disorders, post-traumatic",Drug,mifepristone,2,,,,,,2,,2
"stress disorders, post-traumatic",Drug,mirtazapine,2,,,,,,2,,2
"stress disorders, traumatic",placebo,placebo,14,,3,,,8,9,,17
"stress disorders, traumatic",Drug,sertraline,7,,1,,,3,5,,8
"stress disorders, traumatic",Drug,paroxetine,4,,1,,,2,3,,5
"stress disorders, traumatic",Drug,propranolol,3,,,,,1,2,,3
"stress disorders, traumatic",Drug,topiramate,3,,,,,2,1,,3
"stress disorders, traumatic",Behavioral,cognitive-behavioral therapy,2,,,,,1,1,,2
"stress disorders, traumatic",Behavioral,prolonged exposure therapy,2,,,,,,2,,2
"stress disorders, traumatic",Drug,d-cycloserine,2,,,,,,2,,2
"stress disorders, traumatic",Drug,eszopiclone,2,,,,,1,1,,2
"stress disorders, traumatic",Drug,mifepristone,2,,,,,,2,,2
"stress disorders, traumatic, acute",Drug,dexmedetomidine 0.5î¼gï¼kg,2,,,,,,2,,2
"stress disorders, traumatic, acute",Drug,dexmedetomidine 1î¼gï¼kg,2,,,,,,2,,2
"stress, psychological",Drug,corticoid (altimâ® 1.5 ml),,,2,,,,2,,2
"stress, psychological",placebo,placebo,2,,,,,,2,,2
striae distensae,Device,stratamarkâ®,2,,,,,,2,,2
stroke,placebo,placebo,11,,3,,,5,9,,14
