mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,198,199,200,201,202,203,n_gl
neoplasms,Radiation,radiation therapy,2,,,,,2,,,,2
neoplasms,Radiation,total-body irradiation,2,,,,,,2,,,2
neoplasms by site,Drug,bacillus calmette-guã©rin,,,2,,,,2,,,2
"neoplasms, germ cell and embryonal",Drug,cisplatin,1,,1,,,2,,,,2
"neoplasms, germ cell and embryonal",Drug,ifosfamide,1,,1,,,2,,,,2
"neoplasms, germ cell and embryonal",placebo,placebo,1,,1,,,1,1,,,2
"neoplasms, glandular and epithelial",Biological,comparator: adacelâ„¢,2,,,,,2,,,,2
"neoplasms, glandular and epithelial",Biological,comparator: adacelâ„¢ (concomitant),2,,,,,2,,,,2
"neoplasms, glandular and epithelial",Biological,comparator: menactraâ„¢ (concomitant),2,,,,,2,,,,2
"neoplasms, glandular and epithelial",Biological,comparator: menactraâ„¢ (non-concomitant),2,,,,,2,,,,2
"neoplasms, glandular and epithelial",Biological,comparator: repevaxâ„¢ (concomitant),2,,,,,2,,,,2
"neoplasms, glandular and epithelial",Biological,comparator: repevaxâ„¢ (non-concomitant),2,,,,,2,,,,2
"neoplasms, plasma cell",Drug,dexamethasone,33,1,6,,,16,23,1,,40
"neoplasms, plasma cell",Drug,bortezomib,19,1,4,,,7,16,1,,24
"neoplasms, plasma cell",Drug,thalidomide,22,,1,,,14,9,,,23
"neoplasms, plasma cell",placebo,placebo,14,1,3,,,10,7,1,,18
"neoplasms, plasma cell",Drug,lenalidomide,14,,2,,,4,12,,,16
"neoplasms, plasma cell",Drug,melphalan,15,,,,,7,8,,,15
"neoplasms, plasma cell",Drug,cyclophosphamide,7,,2,,,3,6,,,9
"neoplasms, plasma cell",Drug,prednisone,8,,,,,5,3,,,8
"neoplasms, plasma cell",Drug,zoledronic acid,5,,1,,,3,3,,,6
"neoplasms, plasma cell",Drug,carfilzomib,5,,,,,,5,,,5
"neoplasms, plasma cell",Biological,filgrastim,2,,2,,,2,2,,,4
"neoplasms, plasma cell",Drug,pomalidomide,3,,1,,,,4,,,4
"neoplasms, plasma cell",Drug,velcade,3,,1,,,3,1,,,4
"neoplasms, plasma cell",Biological,epoetin alfa,3,,,,,3,,,,3
"neoplasms, plasma cell",Drug,cisplatin,2,,1,,,1,2,,,3
"neoplasms, plasma cell",Drug,etoposide,2,,1,,,1,2,,,3
"neoplasms, plasma cell",Drug,vincristine sulfate,3,,,,,3,,,,3
"neoplasms, plasma cell",Procedure,peripheral blood stem cell transplantation,3,,,,,2,1,,,3
"neoplasms, plasma cell",Drug,bortezomib (velcade â®),2,,,,,,2,,,2
"neoplasms, plasma cell",Drug,bortezomib (velcade),2,,,,,,2,,,2
"neoplasms, plasma cell",Drug,busulfan (busilvex â®),2,,,,,,2,,,2
"neoplasms, plasma cell",Drug,carmustine,2,,,,,2,,,,2
"neoplasms, plasma cell",Drug,cc-5013,2,,,,,1,1,,,2
"neoplasms, plasma cell",Drug,dexamã©thasone,2,,,,,,2,,,2
"neoplasms, plasma cell",Drug,doxorubicin hydrochloride,2,,,,,2,,,,2
"neoplasms, plasma cell",Drug,g-csf,2,,,,,,2,,,2
"neoplasms, plasma cell",Drug,lenalidomide (revlimidâ®),2,,,,,,2,,,2
"neoplasms, plasma cell",Drug,"lenalidomide, bortezomib",2,,,,,,2,,,2
"neoplasms, plasma cell",Drug,plerixafor,1,,1,,,,2,,,2
"neoplasms, plasma cell",Drug,prednisolone,2,,,,,1,1,,,2
"neoplasms, plasma cell",Drug,tanespimycin,2,,,,,1,1,,,2
"neoplasms, plasma cell",Drug,thalidomideâ®,2,,,,,,2,,,2
"neoplasms, plasma cell",Drug,velcadeâ®,2,,,,,,2,,,2
"neoplasms, plasma cell",Other,educational intervention,2,,,,,,2,,,2
"neoplasms, plasma cell",Other,questionnaire administration,2,,,,,,2,,,2
"neoplasms, plasma cell",Procedure,allogeneic bone marrow transplantation,2,,,,,2,,,,2
"neoplasms, second primary",Biological,denosumab,3,,,,,3,,,,3
"neoplasms, second primary",Drug,zoledronic acid,3,,,,,3,,,,3
"neoplasms, unknown primary",Radiation,radiation therapy,2,,,,,2,,,,2
"neovascularization, pathologic",Drug,ranibizumab,8,,1,,,5,4,,,9
"neovascularization, pathologic",Drug,verteporfin photodynamic therapy,2,,1,,,3,,,,3
"neovascularization, pathologic",Drug,aflibercept ophthalmic solution,2,,,,,,2,,,2
"neovascularization, pathologic",Drug,brolucizumab ophthalmic solution,2,,,,,,2,,,2
"neovascularization, pathologic",Drug,ranibizumab 0.5mg,2,,,,,,2,,,2
"neovascularization, pathologic",Drug,verteporfin pdt,2,,,,,,2,,,2
nephritis,Drug,mycophenolate mofetil,5,,3,,,4,4,,,8
nephritis,Drug,cyclophosphamide,3,,2,,,4,1,,,5
nephritis,Drug,prednisone,3,,2,,,2,3,,,5
nephritis,placebo,placebo,2,,3,,,4,1,,,5
nephritis,Drug,azathioprine,3,,1,,,3,1,,,4
nephritis,Drug,corticosteroids,1,,2,,,3,,,,3
nephritis,Drug,mycophenolate mofetil (mmf),1,,1,,,2,,,,2
nephritis,Drug,rituximab,1,,1,,,1,1,,,2
nephrosis,Drug,rituximab,3,,1,,,,4,,,4
"nephrosis, lipoid",Drug,rituximab,2,,,,,,2,,,2
nephrotic syndrome,Drug,rituximab,3,,1,,,,4,,,4
nerve compression syndromes,placebo,placebo,3,,,,,,3,,,3
nerve degeneration,Drug,deferiprone oral solution,2,,,,,,2,,,2
nervous system diseases,placebo,placebo,4,,,,,,4,,,4
nervous system diseases,Drug,"gadobutrol (gadavist, gadovist, bay86-4875)",3,,,,,3,,,,3
nervous system diseases,Biological,botulinum toxin type a,2,,,,,,2,,,2
nervous system diseases,Drug,ataluren,2,,,,,,2,,,2
nervous system diseases,Drug,"brexpiprazole, opc-34712",2,,,,,,2,,,2
nervous system diseases,placebo,placebo sl tablet,1,,1,,,,2,,,2
nervous system neoplasms,Radiation,radiation therapy,9,,2,,,8,3,,,11
nervous system neoplasms,Drug,lomustine,5,,,,,5,,,,5
nervous system neoplasms,Drug,procarbazine hydrochloride,5,,,,,5,,,,5
nervous system neoplasms,Drug,vincristine sulfate,5,,,,,5,,,,5
nervous system neoplasms,Drug,temozolomide,4,,,,,1,3,,,4
nervous system neoplasms,Biological,filgrastim,3,,,,,3,,,,3
nervous system neoplasms,Drug,carboplatin,3,,,,,3,,,,3
nervous system neoplasms,Radiation,low-let photon therapy,3,,,,,3,,,,3
nervous system neoplasms,Drug,carmustine,2,,,,,2,,,,2
nervous system neoplasms,Drug,cisplatin,2,,,,,2,,,,2
nervous system neoplasms,Drug,cyclophosphamide,2,,,,,2,,,,2
nervous system neoplasms,Drug,etoposide,2,,,,,2,,,,2
nervous system neoplasms,Other,educational intervention,2,,,,,,2,,,2
nervous system neoplasms,Procedure,adjuvant therapy,1,,1,,,2,,,,2
nervous system neoplasms,Procedure,quality-of-life assessment,1,,1,,,1,1,,,2
nervous system neoplasms,Radiation,stereotactic radiosurgery,1,,1,,,2,,,,2
neuralgia,placebo,placebo,24,,4,,,15,13,,,28
neuralgia,Drug,pregabalin,10,,1,,,3,8,,,11
neuralgia,Drug,sativexâ®,6,,,,,6,,,,6
neuralgia,Drug,sativex,4,,,,,3,1,,,4
neuralgia,Drug,lidocaine,3,,,,,1,2,,,3
neuralgia,Drug,lidocaine 5% medicated plaster,3,,,,,2,1,,,3
neuralgia,Drug,ds-5565,2,,,,,,2,,,2
neuralgia,Drug,eslicarbazepine acetate (bia 2-093),,,2,,,,2,,,2
neuralgia,Drug,lamictalâ®,2,,,,,2,,,,2
neuralgia,Drug,lyrica,1,,1,,,,2,,,2
neuralgia,Drug,memantine ebixaâ®,2,,,,,,2,,,2
neuralgia,Drug,pregabalin (lyrica),1,,1,,,1,1,,,2
neuralgia,Drug,tegretolâ®,2,,,,,2,,,,2
neuralgia,placebo,placebo plaster,2,,,,,1,1,,,2
"neuralgia, postherpetic",placebo,placebo,7,,1,,,4,4,,,8
"neuralgia, postherpetic",Drug,pregabalin,3,,,,,2,1,,,3
"neuralgia, postherpetic",Drug,lidocaine 5% medicated plaster,2,,,,,2,,,,2
neuritis,placebo,placebo,3,,,,,,3,,,3
neuritis,Drug,active comparator receiving extaviaâ®,,,2,,,,2,,,2
neuritis,Drug,verum arm receiving gilenyaâ®,,,2,,,,2,,,2
neuroblastoma,Drug,carboplatin,3,,1,,,3,1,,,4
neuroblastoma,Drug,etoposide,3,,1,,,3,1,,,4
neuroblastoma,Biological,filgrastim,3,,,,,3,,,,3
neuroblastoma,Drug,cyclophosphamide,3,,,,,3,,,,3
neuroblastoma,Drug,doxorubicin hydrochloride,3,,,,,3,,,,3
neuroblastoma,Other,questionnaire administration,3,,,,,,3,,,3
neuroblastoma,Procedure,conventional surgery,3,,,,,3,,,,3
neuroblastoma,Biological,sargramostim,2,,,,,2,,,,2
neuroblastoma,Drug,melphalan,1,,1,,,1,1,,,2
neuroblastoma,Other,internet-based intervention,2,,,,,,2,,,2
neuroblastoma,placebo,placebo,1,,1,,,1,1,,,2
neuroblastoma,Procedure,care,2,,,,,,2,,,2
neuroblastoma,Procedure,psychosocial assessment,2,,,,,,2,,,2
neuroblastoma,Procedure,psychosocial assessment/care,2,,,,,,2,,,2
neuroblastoma,Procedure,quality-of-life assessment,2,,,,,,2,,,2
neuroblastoma,Radiation,radiation therapy,2,,,,,2,,,,2
neurocysticercosis,Drug,albendazole,3,,,,,1,2,,,3
neurocysticercosis,Drug,dexamethasone,1,,1,,,,2,,,2
neurodermatitis,Drug,5mg serlopitant,2,,,,,,,2,,2
neurodermatitis,Drug,5mg serlopitant  ,2,,,,,,,2,,2
neurodermatitis,placebo,placebo,2,,,,,,,2,,2
neurodermatitis,placebo,placebo  ,2,,,,,,,2,,2
neuroectodermal tumors,Drug,cyclophosphamide,2,,,,,2,,,,2
neuroectodermal tumors,Drug,etoposide,2,,,,,2,,,,2
neuroectodermal tumors,Drug,vincristine sulfate,2,,,,,2,,,,2
neuroendocrine tumors,Drug,in111-pentetrã©otide,,,2,,,,2,,,2
neuroendocrine tumors,placebo,placebo,2,,,,,1,,1,,2
neuromuscular diseases,Drug,ataluren,2,,,,,,2,,,2
neuromuscular diseases,Other,physical therapy rehabilitation,2,,,,,,2,,,2
neuromuscular diseases,placebo,placebo sl tablet,1,,1,,,,2,,,2
neuromyelitis optica,Drug,azathioprine,2,,,,,,2,,,2
neurotoxicity syndromes,placebo,placebo,18,,1,,,7,12,,,19
neurotoxicity syndromes,Drug,oxaliplatin,2,,1,,,1,2,,,3
neurotoxicity syndromes,Drug,calcium gluconate,2,,,,,1,1,,,2
neurotoxicity syndromes,Drug,magnesium sulfate,2,,,,,1,1,,,2
neutropenia,Drug,pegfilgrastim,7,,,,,3,4,,,7
neutropenia,Biological,filgrastim,4,,,,,2,2,,,4
neutropenia,Drug,neulastaâ®,4,,,,,,4,,,4
neutropenia,placebo,placebo,3,,,,,,3,,,3
neutropenia,Biological,neugranin,2,,,,,1,1,,,2
neutropenia,Drug,caspofungin acetate,2,,,,,2,,,,2
neutropenia,Drug,chemotherapy,2,,,,,1,1,,,2
neutropenia,Drug,ciprofloxacin,1,,1,,,2,,,,2
neutropenia,Drug,cyclophosphamide,2,,,,,,2,,,2
neutropenia,Drug,docetaxel,2,,,,,,2,,,2
neutropenia,Drug,g-csf,2,,,,,,2,,,2
neutropenia,Drug,la-ep2006,2,,,,,,2,,,2
neutropenia,Drug,spi-2012,2,,,,,,2,,,2
neutropenia,placebo,placebo â„–1,2,,,,,,2,,,2
neutropenia,placebo,placebo â„–2,2,,,,,,2,,,2
night blindness,Dietary Supplement,vitamin a,3,,,,,3,,,,3
night blindness,Dietary Supplement,î²-carotene biofortified maize flour,2,,,,,,2,,,2
night blindness,placebo,placebo,2,,,,,1,1,,,2
nociceptive pain,Drug,hzt-501,2,,,,,1,1,,,2
nocturia,placebo,placebo,12,,1,,,1,12,,,13
nocturia,Drug,desmopressin,5,,2,,,,7,,,7
nocturia,Drug,ser120,3,,,,,,3,,,3
nocturia,Drug,desmopressin odt 25 î¼g,2,,,,,,2,,,2
nocturia,Drug,desmopressin odt 50 î¼g,2,,,,,,2,,,2
nocturnal enuresis,Drug,desmopressin,2,,,,,1,1,,,2
nocturnal enuresis,placebo,placebo,2,,,,,1,1,,,2
non-alcoholic fatty liver disease,placebo,placebo,12,1,1,,,3,10,1,,14
non-alcoholic fatty liver disease,Dietary Supplement,resveratrol,2,,,,,,2,,,2
non-alcoholic fatty liver disease,Dietary Supplement,vitamin e,2,,,,,2,,,,2
non-alcoholic fatty liver disease,Drug,rimonabant,,,2,,,2,,,,2
non-alcoholic fatty liver disease,Drug,sel,1,,1,,,,2,,,2
non-alcoholic fatty liver disease,placebo,matching placebo,2,,,,,2,,,,2
non-alcoholic fatty liver disease,placebo,placebo (for rimonabant),,,2,,,2,,,,2
noonan syndrome,Drug,somatropin,3,,,,,2,1,,,3
noonan syndrome,Drug,"maxomat â®, biosynthetic growth hormone",2,,,,,,2,,,2
nutrition disorders,placebo,placebo,8,,,,,,7,1,,8
nutrition disorders,Drug,liraglutide,6,,,,,,6,,,6
nutrition disorders,Drug,semaglutide,2,,,,,,,2,,2
obesity,placebo,placebo,22,,5,,,10,16,1,,27
obesity,Drug,vi-0521,4,,,,,3,1,,,4
obesity,Behavioral,diet,3,,,,,1,2,,,3
obesity,Behavioral,exercise,3,,,,,2,1,,,3
obesity,Drug,liraglutide,3,,,,,,3,,,3
obesity,Drug,rimonabant (sr141716),3,,,,,3,,,,3
obesity,Drug,semaglutide,3,,,,,,,3,,3
obesity,Drug,topiramate,3,,,,,2,1,,,3
obesity,Behavioral,usual care,2,,,,,,2,,,2
obesity,Device,lap-bandâ® adjustable gastric band (lagbâ®),2,,,,,,2,,,2
obesity,Device,swallowable obalonâ® gastric balloon,2,,,,,,2,,,2
obesity,Drug,exenatide,2,,,,,,2,,,2
obesity,Drug,lorcaserin 10 mg bid,1,1,,,,1,,1,,2
obesity,Drug,lorcaserin 10 mg once daily (qd),2,,,,,1,1,,,2
obesity,Drug,lorcaserin 10 mg twice a day (bid),2,,,,,1,1,,,2
obesity,Drug,metformin,2,,,,,,2,,,2
obesity,Drug,rimonabant,,,2,,,2,,,,2
obesity,Drug,taranabant,1,,1,,,2,,,,2
obesity,placebo,matching placebo,2,,,,,1,1,,,2
obesity,placebo,matching placebo bid,1,1,,,,1,,1,,2
obesity,placebo,placebo (semaglutide),2,,,,,,,2,,2
obesity,Procedure,laparoscopic restrictive procedure,2,,,,,2,,,,2
"obesity, morbid",Device,swallowable obalonâ® gastric balloon,2,,,,,,2,,,2
"obesity, morbid",Procedure,laparoscopic restrictive procedure,2,,,,,2,,,,2
obsessive-compulsive disorder,placebo,placebo,2,,1,,,1,2,,,3
obsessive-compulsive disorder,Behavioral,cognitive-behavioral therapy,2,,,,,,2,,,2
"obstetric labor, premature",Drug,nifedipine,2,,1,,,1,2,,,3
"obstetric labor, premature",placebo,placebo,2,,1,,,,3,,,3
"obstetric labor, premature",Drug,atosiban,1,,1,,,,2,,,2
"obstetric labor, premature",Drug,retosiban,1,,1,,,,2,,,2
ocular hypertension,Drug,bimatoprost,8,,,,,4,4,,,8
ocular hypertension,Drug,timolol,8,,,,3,1,4,,,8
ocular hypertension,Drug,timolol 0.5% ophthalmic solution,8,,,,1,6,1,,,8
ocular hypertension,Drug,travoprost 0.004%,7,,,,,6,1,,,7
ocular hypertension,Drug,brinzolamide 1%,5,,,,,,5,,,5
ocular hypertension,Drug,ml,5,,,,,4,1,,,5
ocular hypertension,Drug,timolol fixed combination,5,,,,,5,,,,5
ocular hypertension,Drug,travoprost,3,,2,,,3,2,,,5
ocular hypertension,placebo,placebo,5,,,,,,5,,,5
ocular hypertension,Drug,ar-13324 ophthalmic solution 0.02%,4,,,,,,4,,,4
ocular hypertension,Drug,brinzolamide 1% ophthalmic suspension,4,,,,,,4,,,4
ocular hypertension,Drug,latanoprost 0.005%,4,,,,1,2,1,,,4
ocular hypertension,Drug,latanoprost ophthalmic solution 0.005%,4,,,,,,4,,,4
ocular hypertension,Drug,latanoprost ophthalmic solution 0.005% (xalatanâ®),4,,,,,4,,,,4
ocular hypertension,Drug,tafluprost,4,,,,,1,3,,,4
ocular hypertension,Drug,timolol maleate ophthalmic solution 0.5% bid,4,,,,,,4,,,4
ocular hypertension,Drug,travoprost 0.004%/timolol 0.5% ophthalmic solution,4,,,,,4,,,,4
ocular hypertension,Drug,travoprost ophthalmic solution 0.004% with sofziaâ® preservative system (travatan zâ®),4,,,,,4,,,,4
ocular hypertension,Drug,) timolol maleate,3,,,,,3,,,,3
ocular hypertension,Drug,alcon investigational agent,3,,,,,3,,,,3
ocular hypertension,Drug,bimatoprost/timolol fixed combination,3,,,,,3,,,,3
ocular hypertension,Drug,brimonidine,3,,,,,3,,,,3
ocular hypertension,Drug,brimonidine tartrate,3,,,,,,3,,,3
ocular hypertension,Drug,brimonidine tartrate 0.2% ophthalmic suspension,3,,,,,,3,,,3
ocular hypertension,Drug,brinzolamide 1%/brimonidine tartrate 0.2% ophthalmic suspension,3,,,,,,3,,,3
ocular hypertension,Drug,brinzolamide 10 mg,3,,,,,2,1,,,3
ocular hypertension,Drug,de-111 ophthalmic solution,3,,,,,,3,,,3
ocular hypertension,Drug,"ml eye drops, suspension",3,,,,,2,1,,,3
ocular hypertension,Drug,phxa41,3,,,,3,,,,,3
ocular hypertension,Drug,timolol 0.5%,3,,,,2,,1,,,3
ocular hypertension,Drug,timolol 5 mg,3,,,,,3,,,,3
ocular hypertension,Drug,vehicle,3,,,,,,3,,,3
ocular hypertension,Drug,xalacom,2,,1,,,1,2,,,3
ocular hypertension,Drug,xalatan,3,,,,,2,1,,,3
ocular hypertension,Other,timolol vehicle,3,,,,,3,,,,3
ocular hypertension,Drug,0.005%,2,,,,,,2,,,2
ocular hypertension,Drug,0.5% timolol ophthalmic solution,2,,,,,,2,,,2
ocular hypertension,Drug,ar-13324 ophthalmic solution 0.02% bid,2,,,,,,2,,,2
ocular hypertension,Drug,bimatoprost/brimonidine tartrate/timolol ophthalmic solution (triple combination therapy),2,,,,,,2,,,2
ocular hypertension,Drug,bol-303259-x,2,,,,,,2,,,2
ocular hypertension,Drug,brimonidine tartrate 0.2% ophthalmic solution,2,,,,,,2,,,2
ocular hypertension,Drug,"brimonidine tartrate ophthalmic solution, 0.2%",2,,,,,,2,,,2
ocular hypertension,Drug,brimonidine/timolol fixed combination,2,,,,,2,,,,2
ocular hypertension,Drug,"brinzolamide 10 mg/ml / timolol 5 mg/ml eye drops, suspension",2,,,,,2,,,,2
ocular hypertension,Drug,"brinzolamide ophthalmic suspension, 1%",2,,,,,,2,,,2
ocular hypertension,Drug,comparator: timolol maleate,2,,,,,2,,,,2
ocular hypertension,Drug,concurrent brimonidine 0.2%,2,,,,,2,,,,2
ocular hypertension,Drug,de-117 ophthalmic solution,2,,,,,,2,,,2
ocular hypertension,Drug,dorzolamide 20 mg,2,,,,,2,,,,2
ocular hypertension,Drug,"dorzolamide 20 mg/ml / timolol 5 mg/ml eye drops, solution (cosopt)",2,,,,,2,,,,2
ocular hypertension,Drug,dorzolamide hydrochloride (,2,,,,,2,,,,2
ocular hypertension,Drug,dorzolamide hydrochloride (/) timolol maleate,2,,,,,2,,,,2
ocular hypertension,Drug,fixed combination 0.2% brimonidine tartrate,2,,,,,,2,,,2
ocular hypertension,Drug,fixed combination 0.2% brimonidine tartrate/0.5% timolol ophthalmic solution,2,,,,,,2,,,2
ocular hypertension,Drug,gaap oftenoâ®,,,2,,,,2,,,2
ocular hypertension,Drug,krytantek oftenoâ®,2,,,,,,2,,,2
ocular hypertension,Drug,latanoprost,2,,,,,1,1,,,2
ocular hypertension,Drug,latanoprost (0.005%),2,,,,,2,,,,2
ocular hypertension,Drug,latanoprost 0.005% ophthalmic solution (xalatan),2,,,,,2,,,,2
ocular hypertension,Drug,latanoprost ophthalmic solution,2,,,,,,2,,,2
ocular hypertension,Drug,"ml eye drops, solution",2,,,,,1,1,,,2
ocular hypertension,Drug,"ml eye drops, solution (cosopt)",2,,,,,2,,,,2
ocular hypertension,Drug,netarsudil (ar-13324) ophthalmic solution 0.02%,2,,,,,,2,,,2
ocular hypertension,Drug,opc-1085el ophthalmic solution,2,,,,,,2,,,2
ocular hypertension,Drug,pg324 ophthalmic solution 0.02%,2,,,,,,2,,,2
ocular hypertension,Drug,pg324 ophthalmic solution 0.02%/0.005%,2,,,,,,2,,,2
ocular hypertension,Drug,preservative-free tafluprost,2,,,,,,2,,,2
ocular hypertension,Drug,timolol 0.5% bac-free ophthalmic solution,2,,,,,2,,,,2
ocular hypertension,Drug,timolol fixed combination ophthalmic solution,2,,,,,,2,,,2
ocular hypertension,Drug,timolol ophthalmic solution,2,,,,,1,1,,,2
ocular hypertension,Drug,timolol ophthalmic solution (triple combination therapy),2,,,,,,2,,,2
ocular hypertension,Drug,travatan,1,,1,,,2,,,,2
ocular hypertension,Drug,travoprost (0.004%),2,,,,,2,,,,2
ocular hypertension,Drug,travoprost 0.004%/timolol 0.5% bac-free ophthalmic solution,2,,,,,2,,,,2
ocular hypertension,Drug,"travoprost ophthalmic solution, 0.004%",2,,,,,1,1,,,2
ocular hypertension,placebo,placebo ophthalmic solution,2,,,,,,2,,,2
oligodendroglioma,Drug,lomustine,2,,,,,2,,,,2
oligodendroglioma,Drug,procarbazine hydrochloride,2,,,,,2,,,,2
oligodendroglioma,Drug,vincristine sulfate,2,,,,,2,,,,2
oligodendroglioma,Radiation,radiation therapy,2,,,,,2,,,,2
onchocerciasis,Drug,ivermectin,2,,,,,,2,,,2
onychomycosis,placebo,placebo,3,,,,,3,,,,3
onychomycosis,Drug,"an2690 topical solution, 5%",2,,,,,,2,,,2
onychomycosis,Drug,idp-108,2,,,,,,2,,,2
onychomycosis,Drug,nab001,,,2,,,,2,,,2
onychomycosis,Drug,solution vehicle,2,,,,,,2,,,2
onychomycosis,Drug,terbinafine,2,,,,,2,,,,2
onychomycosis,Drug,vehicle,2,,,,,,2,,,2
opioid-related disorders,Drug,buprenorphine,14,,1,,4,4,7,,,15
opioid-related disorders,placebo,placebo,10,,,,,5,5,,,10
opioid-related disorders,Drug,methadone,7,,,,1,3,3,,,7
opioid-related disorders,Drug,naloxone,5,,1,,1,2,3,,,6
opioid-related disorders,Drug,buprenorphine/naloxone,4,,1,,1,1,3,,,5
opioid-related disorders,Drug,probuphine (buprenorphine implant),3,,2,,,3,2,,,5
opioid-related disorders,Drug,rbp-6000,3,,,,,,3,,,3
opioid-related disorders,Behavioral,behavioral drug,2,,,,,,2,,,2
opioid-related disorders,Behavioral,treatment as usual,2,,,,,,2,,,2
opioid-related disorders,Drug,depot naltrexone,2,,,,,,2,,,2
opioid-related disorders,Drug,lofexidine,2,,,,,2,,,,2
opioid-related disorders,Drug,medisorb naltrexone 380 mg,1,,1,,,1,1,,,2
opioid-related disorders,Drug,memantine,2,,,,,,2,,,2
opioid-related disorders,Drug,oral naltrexone,2,,,,,1,1,,,2
opioid-related disorders,Drug,sublingual buprenorphine,1,,1,,,1,1,,,2
opioid-related disorders,Drug,suboxone,2,,,,,,1,1,,2
opioid-related disorders,Drug,vivitrol,2,,,,,,2,,,2
opioid-related disorders,Drug,vivitrolâ® 380 mg,2,,,,,2,,,,2
opioid-related disorders,placebo,placebo implant,2,,,,,1,1,,,2
optic neuritis,placebo,placebo,3,,,,,,3,,,3
optic neuritis,Drug,active comparator receiving extaviaâ®,,,2,,,,2,,,2
optic neuritis,Drug,verum arm receiving gilenyaâ®,,,2,,,,2,,,2
oropharyngeal neoplasms,Drug,homeodentâ®,,,2,,,,2,,,2
orthomyxoviridae infections,Biological,"inactivated, split-virion influenza vaccine",2,,,,,2,,,,2
osteitis deformans,Drug,risedronate,2,,,,,2,,,,2
osteitis deformans,Drug,zoledronic acid,2,,,,,2,,,,2
osteitis deformans,placebo,placebo to risedronate,2,,,,,2,,,,2
osteitis deformans,placebo,placebo to zoledronic acid,2,,,,,2,,,,2
osteoarthritis,placebo,placebo,76,,4,,,32,48,,,80
osteoarthritis,Biological,tanezumab,2,,6,,,1,7,,,8
osteoarthritis,Drug,lumiracoxib,7,,,,,7,,,,7
osteoarthritis,Drug,"mk0663, etoricoxib",7,,,,,7,,,,7
osteoarthritis,Drug,buprenorphine transdermal patch,3,,3,,,6,,,,6
osteoarthritis,Drug,celecoxib,6,,,,,4,2,,,6
osteoarthritis,Drug,duloxetine,6,,,,,2,4,,,6
osteoarthritis,Drug,isotonic sodium chloride,6,,,,,,6,,,6
osteoarthritis,Drug,methylprednisolone,6,,,,,,6,,,6
osteoarthritis,Drug,naproxen,5,,,,,3,2,,,5
osteoarthritis,Biological,tanezumab 5 mg,3,,1,,,,4,,,4
osteoarthritis,Drug,celebrex,4,,,,,4,,,,4
osteoarthritis,Drug,diclofenac,3,,1,,,,4,,,4
osteoarthritis,Drug,fulranumab 1 mg,4,,,,,,4,,,4
osteoarthritis,Drug,fulranumab 3 mg,4,,,,,,4,,,4
osteoarthritis,Drug,hyaluronic acid,4,,,,,1,3,,,4
osteoarthritis,Drug,ketoprofen in diractinâ®,4,,,,,4,,,,4
osteoarthritis,Drug,tramadol once a day,4,,,,,4,,,,4
osteoarthritis,Biological,ampion,2,,1,,,,3,,,3
osteoarthritis,Biological,tanezumab 10 mg,2,,1,,,,3,,,3
osteoarthritis,Device,monovisc,2,,1,,,,3,,,3
osteoarthritis,Drug,comparator: diclofenac sodium,3,,,,,3,,,,3
osteoarthritis,Drug,diclofenac topical sodium gel 1%,3,,,,,3,,,,3
osteoarthritis,Drug,nsaid,2,,1,,,1,2,,,3
osteoarthritis,Biological,ampionâ„¢,2,,,,,,2,,,2
osteoarthritis,Biological,cartistem,2,,,,,,2,,,2
osteoarthritis,Biological,platelet-rich plasma,2,,,,,,2,,,2
osteoarthritis,Biological,tanezumab 2.5 mg,2,,,,,,2,,,2
osteoarthritis,Device,cartiva,2,,,,,,2,,,2
osteoarthritis,Device,cingalâ®,2,,,,,,2,,,2
osteoarthritis,Device,gel-200,2,,,,,2,,,,2
osteoarthritis,Device,supartz,2,,,,,1,1,,,2
osteoarthritis,Drug,buprenorphine,1,,1,,,2,,,,2
osteoarthritis,Drug,chaddâ„¢ system),1,,1,,,2,,,,2
osteoarthritis,Drug,chondroitin sulfate,2,,,,,,2,,,2
osteoarthritis,Drug,cingal,2,,,,,,2,,,2
osteoarthritis,Drug,comparator: celecoxib,2,,,,,2,,,,2
osteoarthritis,Drug,cosamin dsâ®,2,,,,,,2,,,2
osteoarthritis,Drug,diclofenac sodium gel 1%,2,,,,,,2,,,2
osteoarthritis,Drug,fx006,1,,1,,,,2,,,2
osteoarthritis,Drug,ibuprofen,2,,,,,1,1,,,2
osteoarthritis,Drug,meloxicam test capsules,2,,,,,,2,,,2
osteoarthritis,Drug,"mk0966, rofecoxib",2,,,,,2,,,,2
osteoarthritis,Drug,naprosynâ®,2,,,,,,2,,,2
osteoarthritis,Drug,oxycodone,1,,1,,,1,1,,,2
osteoarthritis,Drug,pn 400 (vimovo),2,,,,,2,,,,2
osteoarthritis,Drug,rescue antacid,2,,,,,2,,,,2
osteoarthritis,Drug,rofecoxib,2,,,,,2,,,,2
osteoarthritis,Drug,tds-943 (topical diclofenac sodium 4% spray),2,,,,,2,,,,2
osteoarthritis,Drug,thermoprofenâ„¢ (matrix transdermal ketoprofen,1,,1,,,2,,,,2
osteoarthritis,Drug,thermoprofenâ„¢ (matrix transdermal ketoprofen/chaddâ„¢ system),1,,1,,,2,,,,2
osteoarthritis,Drug,tramadol hcl contramidâ® once a day,2,,,,,2,,,,2
