pmid,nct_id,Title,ArticleType,Substance,MeSH,PubDate,Journal,pub_source,ctg_links,Abstract
32497809,NCT04568356,Evaluation of a novel antigen-based rapid detection test for the diagnosis of SARS-CoV-2 in respiratory samples.,Evaluation Study|Journal Article, ,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|COVID-19 Testing|COVID-19 Vaccines|Child|Child, Preschool|Clinical Laboratory Techniques|Coronavirus Infections|Female|Humans|Infant|Male|Middle Aged|Nasopharynx|Pandemics|Pneumonia, Viral|SARS-CoV-2|Sensitivity and Specificity|Viral Load|Young Adult|NA",2020-11-02,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32499236,NCT04753762,"COVID-19 pandemic and troponin: indirect myocardial injury, myocardial inflammation or myocarditis?",Journal Article|Review,"Biomarkers|Troponin|Peptidyl-Dipeptidase A|ACE2 protein, human|Angiotensin-Converting Enzyme 2|NA","Angiotensin-Converting Enzyme 2|Betacoronavirus|Biomarkers|COVID-19|Coronavirus Infections|Humans|Inflammation|Myocarditis|Pandemics|Peptidyl-Dipeptidase A|Pneumonia, Viral|Renin-Angiotensin System|SARS-CoV-2|Troponin|NA",2020-08-10,Heart (British Cardiac Society),Registry,https://clinicaltrials.gov/ct2/show/NCT04753762,0
32504944,NCT04568356,Implementation of rapid SARS-CoV-2 antigenic testing in a laboratory without access to molecular methods: Experiences of a general hospital.,Journal Article|Comment, , ,2020-08-04,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32511673,NCT04558996,Association Between Mode of Delivery Among Pregnant Women With COVID-19 and Maternal and Neonatal Outcomes in Spain.,Letter, ,"Betacoronavirus|COVID-19|Cesarean Section|Coronavirus Infections|Delivery, Obstetric|Female|Humans|Pandemics|Pneumonia, Viral|Pregnancy|Pregnancy Complications, Infectious|Pregnancy Outcome|SARS-CoV-2|Spain|NA",2020-09-21,JAMA,Registry,https://clinicaltrials.gov/ct2/show/NCT04558996,1
32512122,NCT04753762,Special Article - Acute myocardial injury in patients hospitalized with COVID-19 infection: A review.,Journal Article|Review, ,"COVID-19|Diagnosis, Differential|Heart|Heart Diseases|Hospitalization|Host-Pathogen Interactions|Humans|Predictive Value of Tests|Prognosis|Risk Factors|SARS-CoV-2|NA",2020-12-04,Progress in cardiovascular diseases,Registry,https://clinicaltrials.gov/ct2/show/NCT04753762,0
32513197,NCT04632615,Eating habits and lifestyle changes during COVID-19 lockdown: an Italian survey.,Journal Article, ,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Child|Coronavirus Infections|Diet, Mediterranean|Drinking|Emergencies|Feeding Behavior|Female|Guideline Adherence|Humans|Italy|Life Style|Male|Middle Aged|Pandemics|Pneumonia, Viral|Quarantine|SARS-CoV-2|Sleep|Smoking|Surveys and Questionnaires|Young Adult|NA",2020-06-23,Journal of translational medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04632615,0
32530491,NCT04840940,Presepsin as a predictive biomarker of severity in COVID-19: AÂ case series.,Letter,"Biomarkers|Lipopolysaccharide Receptors|MUC1 protein, human|Mucin-1|Peptide Fragments|presepsin protein, human|C-Reactive Protein|NA",Biomarkers|C-Reactive Protein|COVID-19|Humans|Lipopolysaccharide Receptors|Mucin-1|Peptide Fragments|Retrospective Studies|SARS-CoV-2|NA,2021-03-09,Journal of medical virology,Registry,https://clinicaltrials.gov/ct2/show/NCT04840940,0
32531892,NCT04449731,Changes in Dietary Behaviours during the COVID-19 Outbreak Confinement in the Spanish COVIDiet Study.,Journal Article, ,"Adult|Betacoronavirus|COVID-19|Coronavirus Infections|Diet Surveys|Diet, Mediterranean|Feeding Behavior|Female|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Quarantine|SARS-CoV-2|Spain|NA",2020-07-02,Nutrients,Registry,https://clinicaltrials.gov/ct2/show/NCT04449731,0
32541583,NCT04627467,"To Protect Health Care Workers Better, To Save More Lives With COVID-19.",Historical Article|Journal Article|Review, ,"COVID-19|China|Coronavirus Infections|Health Personnel|History, 21st Century|Humans|Infectious Disease Transmission, Patient-to-Professional|Pandemics|Pneumonia, Viral|NA",2020-06-25,Anesthesia and analgesia,Registry,https://clinicaltrials.gov/ct2/show/NCT04627467,0
32542934,NCT04568356,"Diagnosing COVID-19 in the Emergency Department: A Scoping Review of Clinical Examinations, Laboratory Tests, Imaging Accuracy, and Biases.","Journal Article|Research Support, Non-U.S. Gov't|Review", ,"Adult|COVID-19|COVID-19 Testing|Diagnostic Tests, Routine|Emergency Service, Hospital|Female|Humans|Pandemics|Physical Examination|SARS-CoV-2|Tomography, X-Ray Computed|NA",2020-12-21,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32557489,NCT04616950,Impact of the COVID-19 pandemic on gastrointestinal endoscopy activity in France.,Journal Article, ,"COVID-19|Endoscopy, Gastrointestinal|Female|France|Gastroenterology|Hospital Departments|Humans|Male|Middle Aged|Occupational Exposure|Pandemics|Personal Protective Equipment|Prevalence|SARS-CoV-2|Surveys and Questionnaires|NA",2020-12-14,Endoscopy,Registry,https://clinicaltrials.gov/ct2/show/NCT04616950,0
32563676,NCT04643522,Pathological Findings in the Testes of COVID-19 Patients: Clinical Implications.,Journal Article,"Peptidyl-Dipeptidase A|ACE2 protein, human|Angiotensin-Converting Enzyme 2|NA","Adult|Aged|Aged, 80 and over|Angiotensin-Converting Enzyme 2|Betacoronavirus|COVID-19|Cell Count|Coronavirus Infections|Humans|Inflammation|Leydig Cells|Male|Microscopy, Electron|Middle Aged|Pandemics|Peptidyl-Dipeptidase A|Pneumonia, Viral|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|Seminiferous Tubules|Sertoli Cells|Spermatogenesis|Testis|NA",2020-08-20,European urology focus,Registry,https://clinicaltrials.gov/ct2/show/NCT04643522,0
32577640,NCT04568356,SARS-CoV2 Testing: The Limit of Detection Matters.,Preprint, , ,2020-09-28,bioRxiv : the preprint server for biology,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32585619,NCT04568356,Evaluation of rapid antigen test for detection of SARS-CoV-2 virus.,Evaluation Study|Journal Article,"Antigens, Viral|NA","Antigens, Viral|Betacoronavirus|COVID-19|COVID-19 Testing|Clinical Laboratory Techniques|Coronavirus Infections|Humans|Immunoassay|Pandemics|Pneumonia, Viral|SARS-CoV-2|Sensitivity and Specificity|NA",2020-08-11,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32595361,NCT04517422,Gut-lung axis and dysbiosis in COVID-19.,Journal Article, , ,2020-09-28,Turkish journal of biology = Turk biyoloji dergisi,Registry,https://clinicaltrials.gov/ct2/show/NCT04517422,0
32602006,NCT04334291,Impact of renal function on admission in COVID-19 patients: an analysis of the international HOPE COVID-19 (Health Outcome Predictive Evaluation for COVID 19) Registry.,"Journal Article|Research Support, Non-U.S. Gov't","Peptidyl-Dipeptidase A|ACE2 protein, human|Angiotensin-Converting Enzyme 2|NA","Acute Kidney Injury|Aged|Aged, 80 and over|Angiotensin-Converting Enzyme 2|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Glomerular Filtration Rate|Humans|Male|Middle Aged|Pandemics|Peptidyl-Dipeptidase A|Pneumonia, Viral|Registries|Risk Assessment|SARS-CoV-2|NA",2020-08-10,Journal of nephrology,Registry,https://clinicaltrials.gov/ct2/show/NCT04334291,6
32609874,NCT04343898,ABO phenotype and death in critically ill patients with COVID-19.,"Clinical Trial|Letter|Multicenter Study|Research Support, N.I.H., Extramural",ABO Blood-Group System|NA,ABO Blood-Group System|Aged|COVID-19|Critical Illness|Female|Follow-Up Studies|Humans|Male|Middle Aged|SARS-CoV-2|NA,2020-12-14,British journal of haematology,Registry,https://clinicaltrials.gov/ct2/show/NCT04343898,0
32613682,NCT04476589,Intact Brain Network Function in an Unresponsive Patient with COVID-19.,"Case Reports|Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|Brain|COVID-19|Coma|Coronavirus Infections|Electroencephalography|Functional Neuroimaging|Humans|Magnetic Resonance Imaging|Male|Middle Aged|Neural Pathways|Pandemics|Persistent Vegetative State|Pneumonia, Viral|Prognosis|Recovery of Function|Renal Insufficiency|Respiration, Artificial|Respiratory Distress Syndrome|SARS-CoV-2|Shock|NA",2020-10-22,Annals of neurology,Registry,https://clinicaltrials.gov/ct2/show/NCT04476589,0
32621617,NCT04643522,Evaluation of sex-related hormones and semen characteristics in reproductive-aged male COVID-19 patients.,"Journal Article|Research Support, Non-U.S. Gov't",Gonadal Steroid Hormones|Testosterone|NA,Adult|COVID-19|Gonadal Steroid Hormones|Humans|Male|Middle Aged|Semen|Semen Analysis|Testosterone|Young Adult|NA,2021-03-02,Journal of medical virology,Registry,https://clinicaltrials.gov/ct2/show/NCT04643522,0
32627443,NCT04631861,The Correlation of Comorbidities on the Mortality in Patients with COVID-19: an Observational Study Based on the Korean National Health Insurance Big Data.,Journal Article|Observational Study, ,"Adult|Aged|Betacoronavirus|Big Data|COVID-19|Chronic Disease|Comorbidity|Coronavirus Infections|Female|Humans|Male|Middle Aged|National Health Programs|Pandemics|Pneumonia, Viral|Republic of Korea|Risk Factors|SARS-CoV-2|Young Adult|NA",2020-07-13,Journal of Korean medical science,Registry,https://clinicaltrials.gov/ct2/show/NCT04631861,0
32628126,NCT04679168,Environment-Wide Association Study of CKD.,"Journal Article|Research Support, Non-U.S. Gov't", , ,2021-02-08,Clinical journal of the American Society of Nephrology : CJASN,Registry,https://clinicaltrials.gov/ct2/show/NCT04679168,0
32636214,NCT04568356,"Clinical Evaluation of Self-Collected Saliva by Quantitative Reverse Transcription-PCR (RT-qPCR), Direct RT-qPCR, Reverse Transcription-Loop-Mediated Isothermal Amplification, and a Rapid Antigen Test To Diagnose COVID-19.","Journal Article|Research Support, Non-U.S. Gov't","Antigens, Viral|RNA, Viral|NA","Adolescent|Adult|Aged|Aged, 80 and over|Antigens, Viral|Betacoronavirus|COVID-19|COVID-19 Testing|Clinical Laboratory Techniques|Coronavirus Infections|Female|Humans|Immunoassay|Male|Middle Aged|Nucleic Acid Amplification Techniques|Pandemics|Pneumonia, Viral|RNA, Viral|SARS-CoV-2|Saliva|Sensitivity and Specificity|Specimen Handling|Young Adult|NA",2020-09-08,Journal of clinical microbiology,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32645713,NCT04517422,"Microbiota and Covid-19. Which came first, the chicken or the egg?",Journal Article, , ,2020-09-01,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Registry,https://clinicaltrials.gov/ct2/show/NCT04517422,0
32646750,NCT04568356,How to perform a nasopharyngeal swab in adults and children in the COVID-19 era.,Journal Article,"RNA, Viral|NA","Adult|Betacoronavirus|COVID-19|COVID-19 Testing|Child|Clinical Laboratory Techniques|Coronavirus Infections|Humans|Nasopharynx|Pandemics|Pneumonia, Viral|RNA, Viral|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|NA",2020-09-10,"European annals of otorhinolaryngology, head and neck diseases",Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32650948,NCT04643522,Assessment of SARS-CoV-2 in human semen-a cohort study.,Journal Article,"RNA, Viral|NA","Adult|Betacoronavirus|COVID-19|Cohort Studies|Coronavirus Infections|Humans|Infertility, Male|Male|Middle Aged|Pandemics|Pilot Projects|Pneumonia, Viral|Prospective Studies|RNA, Viral|SARS-CoV-2|Semen|Young Adult|NA",2020-08-11,Fertility and sterility,Registry,https://clinicaltrials.gov/ct2/show/NCT04643522,0
32667668,NCT04343898,Factors Associated With Death in Critically Ill Patients With Coronavirus Disease 2019 in the US.,"Journal Article|Multicenter Study|Research Support, N.I.H., Extramural", ,"Adult|Age Factors|Aged|Aged, 80 and over|COVID-19|Critical Illness|Female|Hospital Mortality|Humans|Intensive Care Units|Male|Middle Aged|Pandemics|Risk Factors|United States|NA",2021-05-03,JAMA internal medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04343898,0
32670091,NCT04517422,The Modulation of Mucosal Antiviral Immunity by Immunobiotics: Could They Offer Any Benefit in the SARS-CoV-2 Pandemic?,Journal Article|Review, , ,2020-09-28,Frontiers in physiology,Registry,https://clinicaltrials.gov/ct2/show/NCT04517422,0
32673060,NCT04308668,Hydroxychloroquine in Nonhospitalized Adults With Early COVID-19 : A Randomized Trial.,Journal Article|Multicenter Study|Randomized Controlled Trial,Antimalarials|Hydroxychloroquine|NA,"Adult|Antimalarials|Betacoronavirus|COVID-19|Coronavirus Infections|Double-Blind Method|Female|Follow-Up Studies|Humans|Hydroxychloroquine|Male|Middle Aged|Outpatients|Pandemics|Pneumonia, Viral|Retrospective Studies|Risk Factors|SARS-CoV-2|Time Factors|NA",2020-10-27,Annals of internal medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04308668,4
32678530,NCT04381936,Dexamethasone in Hospitalized Patients with Covid-19.,Comparative Study|Journal Article|Multicenter Study|Randomized Controlled Trial,Anti-Infective Agents|Glucocorticoids|Dexamethasone|NA,"Administration, Oral|Aged|Aged, 80 and over|Anti-Infective Agents|COVID-19|Dexamethasone|Drug Therapy, Combination|Female|Glucocorticoids|Hospitalization|Humans|Injections, Intravenous|Kaplan-Meier Estimate|Length of Stay|Male|Odds Ratio|Oxygen Inhalation Therapy|Respiration, Artificial|United Kingdom|NA",2021-03-01,The New England journal of medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04381936,4
32681559,NCT04515108,"Diagnostic value of peripheral hematologic markers for coronavirus disease 2019 (COVID-19): A multicenter, cross-sectional study.",Journal Article|Multicenter Study,Biomarkers|NA,"Adult|Betacoronavirus|Biomarkers|COVID-19|COVID-19 Testing|Clinical Laboratory Techniques|Coronavirus Infections|Cross-Sectional Studies|Female|Humans|Leukocyte Count|Lymphocytes|Male|Middle Aged|Monocytes|Neutrophils|Pandemics|Pneumonia, Viral|Predictive Value of Tests|SARS-CoV-2|NA",2020-11-20,Journal of clinical laboratory analysis,Registry,https://clinicaltrials.gov/ct2/show/NCT04515108,0
32692012,NCT04334291,"The COVID-19 curve, health system overload, and mortality.",Journal Article|Multicenter Study, ,"Adolescent|Adult|Age Distribution|Age Factors|Aged|Betacoronavirus|COVID-19|Cardiovascular Diseases|Child|China|Cohort Studies|Comorbidity|Coronavirus Infections|Female|Health Services Accessibility|Hospital Mortality|Humans|Male|Middle Aged|Pandemics|Patient Discharge|Pneumonia, Viral|SARS-CoV-2|Sex Distribution|Spain|Symptom Assessment|United States|Young Adult|NA",2020-07-29,Emergencias : revista de la Sociedad Espanola de Medicina de Emergencias,Registry,https://clinicaltrials.gov/ct2/show/NCT04334291,6
32692185,NCT04685512,"Nucleotide Analogues as Inhibitors of SARS-CoV-2 Polymerase, a Key Drug Target for COVID-19.","Journal Article|Research Support, N.I.H., Extramural",Antiviral Agents|Dideoxynucleosides|Viral Nonstructural Proteins|RNA-Dependent RNA Polymerase|Sofosbuvir|NA,"Antiviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Dideoxynucleosides|Humans|Pandemics|Pneumonia, Viral|RNA-Dependent RNA Polymerase|SARS-CoV-2|Sofosbuvir|Viral Nonstructural Proteins|NA",2020-11-30,Journal of proteome research,Registry,https://clinicaltrials.gov/ct2/show/NCT04685512,0
32723665,NCT04514705,Recovery after COVID-19: The potential role of pulmonary rehabilitation.,Editorial, ,COVID-19|Humans|Recovery of Function|Respiratory Therapy|SARS-CoV-2|NA,2021-01-13,Brazilian journal of physical therapy,Registry,https://clinicaltrials.gov/ct2/show/NCT04514705,0
32728349,NCT04517422,Nasopharyngeal Microbiota Profiling of SARS-CoV-2 Infected Patients.,Journal Article, , ,2020-09-28,Biological procedures online,Registry,https://clinicaltrials.gov/ct2/show/NCT04517422,0
32728654,NCT04662437,The Impact of SARS-Cov-2 Virus Infection on the Endocrine System.,Journal Article|Review, , ,2020-09-28,Journal of the Endocrine Society,Registry,https://clinicaltrials.gov/ct2/show/NCT04662437,0
32728965,NCT04611269,"Clinical features, ventilatory management, and outcome of ARDS caused by COVID-19 are similar to other causes of ARDS.","Journal Article|Multicenter Study|Observational Study|Research Support, Non-U.S. Gov't", ,"Adult|Analysis of Variance|COVID-19|Correlation of Data|Female|Humans|Male|Middle Aged|Proportional Hazards Models|Prospective Studies|Respiration, Artificial|Respiratory Distress Syndrome|Severity of Illness Index|Spain|Statistics, Nonparametric|NA",2020-12-23,Intensive care medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04611269,0
32732744,NCT04514705,Rehabilitation Therapy for a COVID-19 Patient Who Received Mechanical Ventilation in Japan.,Case Reports|Journal Article, ,"Aged|Betacoronavirus|COVID-19|Coronavirus Infections|Drainage, Postural|Exercise Therapy|Humans|Japan|Male|Pandemics|Pneumonia, Viral|Respiration, Artificial|Respiratory Therapy|SARS-CoV-2|Treatment Outcome|NA",2020-09-29,American journal of physical medicine &amp; rehabilitation,Registry,https://clinicaltrials.gov/ct2/show/NCT04514705,0
32733907,NCT04517422,Challenges in the Management of SARS-CoV2 Infection: The Role of Oral Bacteriotherapy as Complementary Therapeutic Strategy to Avoid the Progression of COVID-19.,Journal Article, , ,2020-09-28,Frontiers in medicine,Registry,https://clinicaltrials.gov/ct2/show/NCT04517422,0
32737507,NCT04514705,Systematic Review of Changes and Recovery in Physical Function and Fitness After Severe Acute Respiratory Syndrome-Related Coronavirus Infection: Implications for COVID-19 Rehabilitation.,"Journal Article|Research Support, Non-U.S. Gov't|Systematic Review", ,"Betacoronavirus|COVID-19|Coronavirus Infections|Exercise|Health Status|Humans|Pandemics|Pneumonia, Viral|Recovery of Function|SARS-CoV-2|NA",2020-10-07,Physical therapy,Registry,https://clinicaltrials.gov/ct2/show/NCT04514705,0
32745548,NCT04578158,Structural stability of SARS-CoV-2 3CLpro and identification of quercetin as an inhibitor by experimental screening.,Journal Article,Antiviral Agents|Protease Inhibitors|Viral Nonstructural Proteins|Quercetin|Cysteine Endopeptidases|Coronavirus 3C Proteases|NA,"Antiviral Agents|Betacoronavirus|COVID-19|Catalytic Domain|Coronavirus 3C Proteases|Coronavirus Infections|Cysteine Endopeptidases|Drug Discovery|Humans|Molecular Docking Simulation|Pandemics|Pneumonia, Viral|Protease Inhibitors|Protein Conformation|Protein Unfolding|Quercetin|SARS-CoV-2|Viral Nonstructural Proteins|NA",2020-11-23,International journal of biological macromolecules,Registry,https://clinicaltrials.gov/ct2/show/NCT04578158,0
32747157,NCT04753476,A cytokine super cyclone in COVID-19 patients with risk factors: the therapeutic potential of BCG immunization.,Journal Article|Review,Antiviral Agents|BCG Vaccine|Cytokines|NA,"Antiviral Agents|BCG Vaccine|Betacoronavirus|COVID-19|Cardiovascular Diseases|Coronavirus Infections|Cytokine Release Syndrome|Cytokines|Diabetes Mellitus|Humans|Hypertension|Middle East Respiratory Syndrome Coronavirus|Mycobacterium bovis|Pandemics|Pneumonia, Viral|Pulmonary Disease, Chronic Obstructive|Risk Factors|SARS-CoV-2|Severe Acute Respiratory Syndrome|Vaccination|NA",2020-09-28,Cytokine &amp; growth factor reviews,Registry,https://clinicaltrials.gov/ct2/show/NCT04753476,0
32759457,NCT04514705,An interdisciplinary approach to the management of critically ill patients during covid-19 pandemic; an experience of a university hospital in England.,Journal Article, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Critical Illness|England|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",2020-08-11,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",Registry,https://clinicaltrials.gov/ct2/show/NCT04514705,0
32760752,NCT04515108,"Clinical Characteristics of Pregnant Women With Coronavirus Disease 2019 in Wuhan, China.",Journal Article, , ,2020-09-28,Open forum infectious diseases,Registry,https://clinicaltrials.gov/ct2/show/NCT04515108,0
32766458,NCT04514705,Occupational therapy: The key to unlocking locked-up occupations during the COVID-19 pandemic.,Journal Article, , ,2020-09-28,Wellcome open research,Registry,https://clinicaltrials.gov/ct2/show/NCT04514705,0
32772205,NCT04841681,A Mindfulness Mobile App for Traumatized COVID-19 Healthcare Workers and Recovered Patients: A Response to &quot;The Use of Digital Applications and COVID-19&quot;.,Journal Article|Comment, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Health Personnel|Humans|Mindfulness|Mobile Applications|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",2020-08-24,Community mental health journal,Registry,https://clinicaltrials.gov/ct2/show/NCT04841681,0
32780788,NCT04517422,Gut microbiota and COVID-19: A superfluous diagnostic biomarker or therapeutic target?,Journal Article, , ,2020-09-01,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Registry,https://clinicaltrials.gov/ct2/show/NCT04517422,0
32787470,NCT04517422,Probiotics and Covid-19.,Journal Article|Review, ,COVID-19|Dysbiosis|Gastrointestinal Microbiome|Humans|Probiotics|NA,2021-04-08,International journal of food sciences and nutrition,Registry,https://clinicaltrials.gov/ct2/show/NCT04517422,0
32794128,NCT04841681,"Effectiveness of mindfulness by smartphone, for patients with chronic migraine and medication overuse during the Covid-19 emergency.",Journal Article, ,"COVID-19|Headache Disorders, Secondary|Humans|Migraine Disorders|Mindfulness|Pilot Projects|SARS-CoV-2|Smartphone|Treatment Outcome|NA",2020-12-09,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Registry,https://clinicaltrials.gov/ct2/show/NCT04841681,0
32798473,NCT04733729,"Clinical characteristics and risk factors associated with COVID-19 severity in patients with haematological malignancies in Italy: a retrospective, multicentre, cohort study.",Journal Article|Multicenter Study|Observational Study, ,"Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Comorbidity|Coronavirus Infections|Female|Follow-Up Studies|Hematologic Neoplasms|Humans|Inpatients|Italy|Leukemia|Lymphoma, Non-Hodgkin|Male|Middle Aged|Myeloproliferative Disorders|Neoplasms, Plasma Cell|Pandemics|Pneumonia, Viral|Retrospective Studies|Risk Factors|SARS-CoV-2|Young Adult|NA",2020-10-02,The Lancet. Haematology,Registry,https://clinicaltrials.gov/ct2/show/NCT04733729,0
32800855,NCT04568356,"Comparison of automated SARS-CoV-2 antigen test for COVID-19 infection with quantitative RT-PCR using 313 nasopharyngeal swabs, including from seven serially followed patients.",Comparative Study|Journal Article|Validation Study, ,"Betacoronavirus|COVID-19|COVID-19 Testing|Clinical Laboratory Techniques|Coronavirus Infections|Humans|Immunoenzyme Techniques|Luminescent Measurements|Nasal Cavity|Pandemics|Pneumonia, Viral|Real-Time Polymerase Chain Reaction|SARS-CoV-2|Sensitivity and Specificity|Viral Load|NA",2020-10-28,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32803989,NCT04604249,<i>Letter to the Editor:</i> Influence of Altitude on the Prevalence and Case Fatality Rate of COVID-19 in Peru.,Letter|Comment, ,Altitude|COVID-19|Humans|Peru|Prevalence|SARS-CoV-2|NA,2021-01-01,High altitude medicine &amp; biology,Registry,https://clinicaltrials.gov/ct2/show/NCT04604249,0
32815745,NCT04604249,Mortality Attributed to COVID-19 in High-Altitude Populations.,Journal Article, ,"Adult|Age Factors|Aged|Altitude|COVID-19|Female|Humans|Intubation, Intratracheal|Male|Mexico|Middle Aged|Prevalence|Retrospective Studies|SARS-CoV-2|Sex Factors|United States|NA",2021-01-11,High altitude medicine &amp; biology,Registry,https://clinicaltrials.gov/ct2/show/NCT04604249,0
32821939,NCT04292730,Effect of Remdesivir vs Standard Care on Clinical Status at 11 Days in Patients With Moderate COVID-19: A Randomized Clinical Trial.,"Clinical Trial, Phase III|Comparative Study|Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",Antiviral Agents|remdesivir|Adenosine Monophosphate|Alanine|NA,"Adenosine Monophosphate|Administration, Intravenous|Aged|Alanine|Antiviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Drug Administration Schedule|Female|Hospitalization|Humans|Male|Middle Aged|Odds Ratio|Pandemics|Patient Acuity|Pneumonia, Viral|SARS-CoV-2|Treatment Outcome|NA",2020-09-29,JAMA,Registry,https://clinicaltrials.gov/ct2/show/NCT04292730,1
32823866,NCT04568356,Proposal of De Novo Antigen Test for COVID-19: Ultrasensitive Detection of Spike Proteins of SARS-CoV-2.,Journal Article, , ,2020-09-28,"Diagnostics (Basel, Switzerland)",Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32844546,NCT04343898,Outcomes of critically ill solid organ transplant patients with COVID-19 in the United States.,Journal Article|Multicenter Study, ,Aged|COVID-19|Comorbidity|Critical Illness|Female|Follow-Up Studies|Hospital Mortality|Hospitalization|Humans|Intensive Care Units|Male|Middle Aged|Organ Transplantation|Pandemics|Risk Factors|SARS-CoV-2|Survival Rate|United States|NA,2020-12-23,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Registry,https://clinicaltrials.gov/ct2/show/NCT04343898,0
32845525,NCT04568356,"Rapid, point-of-care antigen and molecular-based tests for diagnosis of SARS-CoV-2 infection.","Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review","Antigens, Viral|NA","Antigens, Viral|Betacoronavirus|COVID-19|COVID-19 Testing|Clinical Laboratory Techniques|Coronavirus Infections|False Negative Reactions|False Positive Reactions|Humans|Pandemics|Pneumonia, Viral|Point-of-Care Systems|SARS-CoV-2|Sensitivity and Specificity|NA",2020-09-16,The Cochrane database of systematic reviews,Registry,https://clinicaltrials.gov/ct2/show/NCT04568356,0
32880381,NCT04885478,[Descriptive study of the health service workers of a Primary Care Department confined by Covid-19.],Journal Article|Observational Study, ,"Adult|Betacoronavirus|COVID-19|Coronavirus Infections|Cross-Sectional Studies|Female|Health Personnel|Humans|Male|Middle Aged|Occupational Diseases|Pandemics|Pneumonia, Viral|Primary Health Care|Quarantine|SARS-CoV-2|Spain|NA",2020-09-09,Revista espanola de salud publica,Registry,https://clinicaltrials.gov/ct2/show/NCT04885478,0
32883593,NCT04343261,SARS-CoV-2 serology and virology trends in donors and recipients of convalescent plasma.,"Clinical Trial, Phase II|Journal Article","Antibodies, Viral|Immunoglobulin G|Immunoglobulin M|NA","Adult|Aged|Antibodies, Viral|COVID-19|Female|Humans|Immunization, Passive|Immunoglobulin G|Immunoglobulin M|Male|Middle Aged|SARS-CoV-2|NA",2020-12-21,Transfusion and apheresis science : official journal of the World Apheresis Association : official journal of the European Society for Haemapheresis,Registry,https://clinicaltrials.gov/ct2/show/NCT04343261,4
32937978,NCT04632615,Psychological Distress and Problem Gambling in Elite Athletes during COVID-19 Restrictions-A Web Survey in Top Leagues of Three Sports during the Pandemic.,"Journal Article|Research Support, Non-U.S. Gov't", ,"Athletes|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Gambling|Humans|Male|Pandemics|Pneumonia, Viral|Psychological Distress|SARS-CoV-2|Surveys and Questionnaires|Sweden|NA",2020-09-22,International journal of environmental research and public health,Registry,https://clinicaltrials.gov/ct2/show/NCT04632615,0
