nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,ctg_links,Abstract,Registry,Total_pubs,US_site_flag,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04894448,6/10/2021,3/31/2022,Observational,Immunogenicity of COVID-19 Vaccination in PLWH,Recruiting,NA,CIHR Canadian HIV Trials Network,NA,NA,NA,NA,NA,0,Canada,0,1,COVID-19 Vaccine,0
NCT04878809,4/22/2021,6/17/2021,Interventional,"Rapid Screening Circuit of COVID 19 in Schools, Pilot Study",Completed,N/A,"FundaciÃ³n FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la PromociÃ³n de la Salud y la Ciencia",NA,NA,NA,NA,NA,0,Spain,0,1,Escola L'HoritzÃ³|Escola John Talabot,0
NCT04782700,4/1/2021,6/8/2021,Interventional,P-Co-Li (Pulmonary Covid-19 Study),Completed,N/A,Northwell Health,NA,NA,NA,NA,NA,1,United States,0,2,Steroid Taper (Prednisone),0
NCT04425915,6/14/2020,12/15/2020,Interventional,Efficacy of Convalescent Plasma Therapy in Patients With COVID-19,Completed,Phase 3,"Institute of Liver and Biliary Sciences, India",NA,NA,NA,NA,NA,0,India,0,3,Convalescent Plasma|Standard of Care,0
NCT04424797,7/13/2020,7/31/2022,Interventional,Prone Positioning on Admission for Hospitalized COVID-19 Pneumonia Protocol,Recruiting,N/A,Poudre Valley Health System,NA,NA,NA,NA,NA,1,United States,0,2,Prone Positioning|Supine Positioning,0
NCT04932824,1/19/2021,5/31/2023,Interventional,Long-term Follow-up to the Phase 1 Study of Adjuvanted SARS-CoV-2 (SCB 2019) Vaccine for COVID-19.,Recruiting,Phase 1,Clover Biopharmaceuticals AUS Pty Ltd,NA,NA,NA,NA,NA,0,Australia,0,0,SCB-2019,1
NCT04932369,3/1/2020,2/1/2021,Interventional,"The Effect of Emotion Regulation Training on Anxiety, in College Students in Egypt",Completed,N/A,British University In Egypt,NA,NA,NA,NA,NA,0,Egypt,0,0,Emotion Regulation training based on DBT,0
NCT04930055,6/4/2021,8/11/2023,Observational,Immune Responses in Oncology Patients to Novel Coronavirus Vaccines (IROC),Recruiting,NA,Indiana University,NA,NA,NA,NA,NA,1,United States,0,0,COVID-19 Vaccination,0
NCT04927845,5/19/2021,5/31/2022,Interventional,StriveWeekly Trial Post-pandemic,Enrolling by invitation,N/A,Harvard University,NA,NA,NA,NA,NA,1,United States,0,1,StriveWeekly,0
NCT04926428,12/25/2020,3/30/2021,Interventional,In Situ Thrombolysis With tPA and Inflow Perfusion Analysis in Patient With Severe Covid-19 Infection,Completed,N/A,Grupo Mexicano para el Estudio de la Medicina Intensiva,NA,NA,NA,NA,NA,0,Mexico,0,1,tPA,0
NCT04912284,5/5/2021,6/6/2021,Observational,Africa COVID-19 Vaccine Hesitancy,Completed,NA,Bernhard Nocht Institute for Tropical Medicine,NA,NA,NA,NA,NA,0,Burkina Faso|Guinea|Mali|Senegal|Sierra Leone,0,2,NA,0
NCT04888949,6/15/2021,9/30/2022,Interventional,A Study of ADR-001 in Patients With Severe Pneumonia Caused by SARS-CoV-2 Infection (COVID-19),Recruiting,Phase 2,"Rohto Pharmaceutical Co., Ltd.",NA,NA,NA,NA,NA,0,Japan,0,2,Mesenchymal stem cell|Placebo,0
NCT04832932,6/15/2021,6/15/2022,Observational,The COVID-19 Back-to-Normal Study,Recruiting,NA,"Mebo Research, Inc.",NA,NA,NA,NA,NA,1,United States|Kenya|United Kingdom,0,3,COVID-19 vaccine,0
NCT04826588,5/21/2021,4/30/2022,Interventional,Randomised Evaluation of COVID-19 Therapy (RECOVERY) in Children With PIMS-TS in Switzerland (SWISSPED-RECOVERY),Recruiting,Phase 3,University Children's Hospital Basel,NA,NA,NA,NA,NA,0,Switzerland,0,4,Methylprednisolone sodium succinate|Human normal immunoglobulin (IVIg),0
NCT04661839,12/24/2020,7/31/2021,Interventional,A COVID-19 Study to Evaluate Safety and Pharmacokinetics of COVID-HIGIV Administered in Healthy Adults,"Active, not recruiting",Phase 1,Emergent BioSolutions,NA,NA,NA,NA,NA,1,United States,0,2,COVID-HIGIV|Placebo (saline),0
NCT04610515,12/15/2020,11/14/2022,Observational [Patient Registry],Innovative Support for Patients With SARS-COV2 Infections (COVID-19) Registry (INSPIRE),Recruiting,NA,Rush University Medical Center,NA,NA,NA,NA,NA,1,United States,0,3,NA,0
NCT04577534,8/14/2020,6/16/2021,Interventional,COVID-19: Salvage TOcilizumab as a Rescue Measure,Completed,Phase 3,Turku University Hospital,NA,NA,NA,NA,NA,0,Finland,0,2,iv Tocillizumab (TCZ),0
NCT04413864,4/24/2020,10/24/2022,Interventional,Immunomodulatory Profile of Dexmedetomidine Sedation in Patients Recovering After ARDS Covid-19,Recruiting,N/A,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,1,Inflammatory cytokines and chemokines profiles of patients with dexmedetomidine administration,0
NCT04354857,3/27/2020,7/31/2020,Observational,Qualitative and Quantitative Evaluation of Anosmia Over Time in Clinically Symptomatic Patients Tested for COVID-19 Infection,Completed,NA,Centre Hospitalier Universitaire de NÄ«mes,NA,NA,NA,NA,NA,0,France,0,1,olfactory and gustatory tests,0
NCT04933981,10/15/2020,12/15/2020,Observational,Benefit of Expanded Surveillance of Nursing Homes During the COVID-19 Pandemic,"Active, not recruiting",NA,University of Cologne,NA,NA,NA,NA,NA,0,Germany,0,0,Nasopharyngeal swab for SARS-CoV-2,0
NCT04933929,3/5/2021,12/31/2021,Interventional,Personalized Dietary Advice 3 Months After Discharge From Hospitalization in Geriatrics: Effect on Nutritional Status According to Coronavirus Disease 2019 (COVID-19) Status (Positive or Negative) During Hospitalization,Recruiting,N/A,GÃ©rond'if,NA,NA,NA,NA,NA,0,France,0,0,Post-hospitalization nutritional monitoring,0
NCT04881227,5/25/2021,5/31/2023,Interventional,The Impact of a Chatbot on COVID-19 Vaccine Perceptions and Intentions in ESPERES Cohort (ESPERES-COVID-19-CHATBOT),Recruiting,N/A,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,1,Chatbot on COVID-19 vaccine hesitancy|Control intervention,1
NCT04867226,5/8/2021,6/18/2021,Interventional,Effectiveness of Colchicine Among Patients With COVID-19 Infection,Completed,Phase 2,Hawler Medical University,NA,NA,NA,NA,NA,0,Iraq,0,3,Colchicine 0.5 MG|usual care treatment,0
NCT04667780,12/10/2020,6/9/2021,Interventional,Study to Investigate the Treatment Effect of Colchicine in Patients With COVID-19,Completed,Phase 3,Ayub Teaching Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,1,Colchicine|Standard COVID-19 care,0
NCT04480112,6/2/2020,8/31/2021,Interventional,Impact of Covid-19 on Frequent Social Interaction Through Communication Technologies in the Cognitive Status of Socially-isolated Older Adults,Enrolling by invitation,N/A,Boston University,NA,NA,NA,NA,NA,1,United States,0,4,Technology based social interactions|No research related technology based social interactions,0
NCT04476914,6/29/2020,6/15/2021,Observational,Stress Related Disorders in Family Members of COVID-19 Patients Admitted to the ICU,Completed,NA,"University of Colorado, Denver",NA,NA,NA,NA,NA,1,United States,0,4,NA,0
NCT04468971,9/29/2020,9/30/2021,Interventional,REgulatory T Cell infuSion fOr Lung Injury Due to COVID-19 PnEumonia,"Active, not recruiting",Phase 1,"Cellenkos, Inc.",NA,NA,NA,NA,NA,1,United States,0,5,CK0802|Placebo,0
NCT04384055,3/21/2020,12/31/2021,Observational,Predicting Outcomes for Covid-19 Using Sonography,Enrolling by invitation,NA,Stanford University,NA,NA,NA,NA,NA,1,United States,0,5,Lung Ultrasound,0
NCT04944394,6/10/2020,9/22/2020,Observational,Psychological and Ethical Support for Hospital Professionals During the COVID-19 Pandemic: Suitability and Post-crisis Implications for the Experience of All Professionals,Completed,NA,Centre Hospitalier Universitaire Dijon,NA,NA,NA,NA,NA,0,France,0,0,online questionnaire|questionnaire survey,0
NCT04944160,3/15/2021,5/15/2021,Observational,Impact of the Covid-19 on RSV Epidemic,Completed,NA,Hospices Civils de Lyon,NA,NA,NA,NA,NA,0,France,0,0,Medical records analysis|Comparison of cohorts,0
NCT04944121,6/25/2021,1/31/2022,Interventional,Phase 2 Study of RSLV-132 in Subjects With Long COVID,Recruiting,Phase 2,Resolve Therapeutics,NA,NA,NA,NA,NA,1,United States,0,0,RSLV-132|Sodium Chloride 0.9%,0
NCT04844541,6/11/2021,9/30/2022,Observational,Prophylaxis and Treatment of COVID-19,Recruiting,NA,Henry M. Jackson Foundation for the Advancement of Military Medicine,NA,NA,NA,NA,NA,1,United States,0,1,NA,0
NCT04802382,6/11/2021,12/31/2021,Interventional,Clinical Study Designed to Evaluate the Effect of CimetrA in Patients Diagnosed With COVID-19,Recruiting,Phase 3,MGC Pharmaceuticals d.o.o,NA,NA,NA,NA,NA,0,Israel,0,2,Placebo administration|Confirm SARS-CoV-2 infection|Physical Examination|Vital Signs|Hematology blood test|Biochemistry blood test|NEWS score|PK test|blood test for inflammatory markers|D-dimer test|VAS scale|Urine pregnancy test for women of childbearing potential|ECG|COVID-19-Impact on Quality of Life Questionnaire|CimetrA-1|CimetrA-2,0
NCT04798027,3/12/2021,9/30/2022,Interventional,Study of mRNA Vaccine Formulation Against COVID-19 in Healthy Adults 18 Years of Age and Older,Recruiting,Phase 1/Phase 2,Sanofi,NA,NA,NA,NA,NA,1,United States|Honduras,0,7,SARS-CoV-2 mRNA vaccine formulation 1|SARS-CoV-2 mRNA vaccine formulation 2|SARS-CoV-2 mRNA vaccine formulation 3|Placebo (0.9% normal saline),1
NCT04715243,2/2/2021,9/30/2021,Interventional,"Comparison of High Flow Nasal Cannula (HFNC), Face-mask Non-Invasive Ventilation (NIV) & Helmet NIV in COVID-19 ARDS Patients",Recruiting,N/A,Sultan Qaboos University,NA,NA,NA,NA,NA,0,Oman,0,3,High flow nasal cannula (HFNC)|Helmet NIV|Face-mask NIV,0
NCT04536935,11/30/2020,6/20/2021,Interventional,Mobile Mental Health Apps for Suicide Prevention,Completed,N/A,University of Washington,NA,NA,NA,NA,NA,1,United States,0,4,Mobile Mental Health App - 1|Mobile Mental Health App - 2|Mobile Mental Health App - 3|Mobile Mental Health App - 4,0
NCT04480138,8/11/2020,7/31/2021,Interventional,Pegylated Interferon - Î±2b With SARSCoV- 2 (COVID-19),"Active, not recruiting",Phase 2,Cadila Healthcare Limited,NA,NA,NA,NA,NA,0,Mexico,0,5,Pegylated Interferon-Î±2b|Standard of Care,0
NCT04452604,9/11/2020,8/1/2023,Observational,Multicentric Registry of Patients With Acute Leukemia Infected by COVID-19,Recruiting,NA,French Innovative Leukemia Organisation,NA,NA,NA,NA,NA,0,France,0,1,NA,0
NCT04416438,5/18/2020,12/31/2021,Observational,COVID-19 Epidemic and Patients With Myeloproliferative Neoplasias,Recruiting,NA,French Innovative Leukemia Organisation,NA,NA,NA,NA,NA,0,France,0,2,NA,0
NCT04409886,6/1/2020,1/31/2021,Interventional,Hyperbaric Oxygen Therapy in Non-ventilated COVID-19 Patients,Terminated,Phase 4,Maimonides Medical Center,"This study is part of a larger national study. Only 1 patient was enrolled at Maimonides;
    Medical Center. The study was ended by the sponsor because the PI left; funding ended; , and no
    time, or personnel to do the study",NA,NA,NA,NA,1,United States,1,6,Hyperbaric Oxygen Therapy,0
NCT04395859,5/27/2020,12/31/2021,Observational,Collateral Damage From the COVID-19 Pandemic Observed in Patients Treated With Intravitreal Injections (IVT) of Anti-angiogenic Agents,"Active, not recruiting",NA,Fondation Ophtalmologique Adolphe de Rothschild,NA,NA,NA,NA,NA,0,France,0,2,Questionnaire|Data collection up to 1 year,0
NCT04383652,5/6/2020,6/30/2022,Observational,Collection of Coronavirus COVID-19 Outbreak Samples in New South Wales,Recruiting,NA,Kirby Institute,NA,NA,NA,NA,NA,0,Australia,0,1,Biological sample and clinical data collection,0
NCT04382495,6/15/2020,12/1/2021,Observational,The Impact of COVID-19 Pandemic on Cancer Care,"Active, not recruiting",NA,El Zaitoun Specialized Hospital,NA,NA,NA,NA,NA,0,Egypt,0,10,survey,0
NCT04373200,5/25/2020,9/25/2022,Interventional,Human Ab Response & immunoMONItoring of COVID-19 Patients,Recruiting,N/A,Rennes University Hospital,NA,NA,NA,NA,NA,0,France,0,5,Blood samples collection|Saliva collection,0
NCT04953234,2/23/2021,4/26/2021,Interventional,"Effect of Tumor Treating Fields (TTFields, 150 kHz) Concomitant With Best Standard of Care for the Treatment of Hospitalized COVID-19 Patients and Continued Treatment Following Discharge",Completed,N/A,NovoCure Ltd.,NA,NA,NA,NA,NA,0,Israel,0,0,NovoTTF-100L,0
NCT04953039,11/19/2020,9/1/2021,Observational [Patient Registry],Use of Saliva for COVID-19 Diagnosis,Recruiting,NA,University of Milano Bicocca,NA,NA,NA,NA,NA,0,Italy,0,0,NA,0
NCT04952519,3/30/2021,2/28/2022,Interventional,Efficacy of Amantadine Treatment in COVID-19 Patients,Recruiting,Phase 3,Noblewell,NA,NA,NA,NA,NA,0,Poland,0,0,Amantadine,0
NCT04952376,7/2/2021,4/30/2022,Interventional,Equitable Access to COVID-19 Vaccines,Recruiting,N/A,Mayo Clinic,NA,NA,NA,NA,NA,1,United States,0,0,SMS delivery of information|Personalized text message delivery of information|Interactive or 2-way SMS delivery of information,1
NCT04952337,10/1/2020,1/1/2022,Observational,"Clinical, Molecular and Functional Biomarkers for PROgnosis, Pathomechanisms and Treatment Strategies of COVID-19 (PROVID) - (PROVID-CAPNETZ)",Recruiting,NA,Hannover Medical School,NA,NA,NA,NA,NA,0,Germany,0,0,NA,0
NCT04951362,4/20/2021,7/20/2021,Interventional,Role of Ivermectin Nanosuspension as Nasal Spray in Treatment of Persistant Post covid19 Anosmia,Recruiting,Phase 2/Phase 3,South Valley University,NA,NA,NA,NA,NA,0,Egypt,0,0,ivermectin nasal spray,0
NCT04951349,1/21/2021,5/30/2021,Interventional,Safety and Efficacy of Intranasal Application of GX-03 as a Treatment and Prevention for COVID-19.,Completed,Phase 2,Turn Therapeutics,NA,NA,NA,NA,NA,0,Panama,0,0,GX-03|Petrolatum ointment,0
NCT04951336,6/10/2021,12/31/2021,Interventional,RCT of Mushroom Based Natural Product to Enhance Immune Response to COVID-19 Vaccination,Recruiting,Phase 2,"University of California, San Diego",NA,NA,NA,NA,NA,1,United States,0,0,FoTv,1
NCT04951323,3/22/2021,8/1/2021,Interventional,Impact of the Immune System on Response to Anti-Coronavirus Disease 19 (COVID-19) Vaccine in Allogeneic Stem Cell Recipients (Covid Vaccin Allo),Recruiting,Phase 3,University of Liege,NA,NA,NA,NA,NA,0,Belgium,0,0,"anti-COVID19 mRNA-based vaccine (BNT162b2, ComirnatyÂ®, commercialized by Pfizer)",1
NCT04951310,6/7/2021,8/14/2021,Interventional,COVID-19 Vaccinations With a Sweepstakes,"Active, not recruiting",N/A,University of Pennsylvania,NA,NA,NA,NA,NA,1,United States,0,0,Philly Vax Sweepstakes,1
NCT04950803,6/25/2021,5/31/2025,Interventional,A Randomised-controlled Trial of an Oral Microbiome Immunity Formula in Recovered COVID-19 Patients,Recruiting,N/A,Chinese University of Hong Kong,NA,NA,NA,NA,NA,0,Hong Kong,0,0,Microbiome immunity formula|Active placebo,0
NCT04949412,6/11/2021,7/30/2021,Observational [Patient Registry],Assessment of Vitamin D Level in COVID-19,Recruiting,NA,Sohag University,NA,NA,NA,NA,NA,0,Egypt,0,0,Vitamin D,0
NCT04949230,2/19/2021,2/28/2022,Observational,A Retrospective Study of COVID-19 Treatments,Recruiting,NA,ProgenaBiome,NA,NA,NA,NA,NA,1,United States,0,0,No Intervention Used,0
NCT04948515,6/3/2021,8/30/2021,Observational [Patient Registry],Gene Polymorphism of IL17 and IL 23,Recruiting,NA,Sohag University,NA,NA,NA,NA,NA,0,Egypt,0,0,laboratory test|laboratory test,0
NCT04948255,4/1/2019,3/29/2021,Observational,Measuring Work-Related Stress in Primary Care in the Covid-19 Pandemic,Completed,NA,The Gill Medical Centre,NA,NA,NA,NA,NA,0,United Kingdom,0,0,Health and Safety Executive's (HSE) Management Standards Indicator Tool (MSIT) to measure work-related stress,0
NCT04948229,2/10/2021,3/15/2021,Observational,Annexin A1 Levels in SARS-CoV-2 Infection,Completed,NA,Kafkas University,NA,NA,NA,NA,NA,0,Turkey,0,0,Blood serum samples,0
NCT04948216,4/28/2020,5/13/2020,Observational [Patient Registry],Management and Healthcare Utilization of Patients With Chronic Airway Disease During the COVID-19 Epidemic,Completed,NA,Peking University Third Hospital,NA,NA,NA,NA,NA,0,China,0,1,No intervention,0
NCT04947943,6/1/2021,12/1/2021,Observational,Geriatric Care for Older People Hospitalised for COVID-19,Recruiting,NA,"University Hospital, Montpellier",NA,NA,NA,NA,NA,0,France,0,1,NA,0
NCT04947488,6/18/2021,9/18/2021,Interventional,Evaluation of the Effects of Treatment With Bioarginin C in Adult Subjects Belonging to the Post-Covid Day Hospital,Recruiting,N/A,University of Milan,NA,NA,NA,NA,NA,0,Italy,0,1,Bioarginina C,0
NCT04946565,7/3/2021,6/30/2022,Observational,The Impact of Sinopharm COVID-19 Vaccination on Male Fertility,Recruiting,NA,Cairo University,NA,NA,NA,NA,NA,0,Egypt,0,2,Semen analysis,0
NCT04946175,6/25/2021,9/1/2021,Observational,National Survey Among Egyptian Pain Practitioners,Enrolling by invitation,NA,South Valley University,NA,NA,NA,NA,NA,0,Egypt,0,0,NA,0
NCT04945863,3/31/2020,4/18/2021,Observational,COVID-19 in Nursing Homes 2020 and 2021,Completed,NA,"University Hospital, Linkoeping",NA,NA,NA,NA,NA,0,Sweden,0,1,NA,0
NCT04945850,6/16/2021,6/16/2023,Observational [Patient Registry],Can COVID-19 Persist in Intraocular Fluid?,Recruiting,NA,Vanderbilt University Medical Center,NA,NA,NA,NA,NA,1,United States,0,0,NA,0
NCT04945811,4/1/2020,5/15/2021,Interventional,Role of Interleukin-6 and Procalcitonin as Novel Inflammatory Biomarkers in Evaluating COVID 19 Disease Severity - an Experience at CMH Quetta,Completed,N/A,"Combined Military Hospital, Pakistan",NA,NA,NA,NA,NA,0,Pakistan,0,0,Interlukein 6 and procalcitonin serum levels,0
NCT04945577,7/1/2020,8/1/2020,Observational,"The Relationship Between Vitamin D Levels, Inflammatory Parameters and Disease Severity of COVID-19 Infection",Completed,NA,Fatih Sultan Mehmet Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,0,Inflammatory Parameters|25 OH Vitamin D Level,0
NCT04945356,10/28/2020,10/31/2021,Interventional,Telerehabilitation During Pandemic Containment Measures of COVID19,Recruiting,N/A,UniversitÃ© de Sherbrooke,NA,NA,NA,NA,NA,0,Canada,0,0,upper limb training,0
NCT04944329,3/1/2020,12/31/2020,Observational,Hip Fracture and COVID-19,Completed,NA,Centre Hospitalier Universitaire de NÄ«mes,NA,NA,NA,NA,NA,0,France,0,1,Hip fracture surgery,0
NCT04942990,4/1/2021,6/21/2021,Interventional,The Effectiveness of Calistenic Exercise Training in Adolescents,Completed,N/A,Baskent University,NA,NA,NA,NA,NA,0,Turkey,0,1,calisthenic exercises,0
NCT04941703,6/25/2021,6/25/2023,Interventional,"""CHANGE COVID-19 Severity""",Recruiting,Phase 1/Phase 2,Vanderbilt University Medical Center,NA,NA,NA,NA,NA,1,United States,0,1,Magnesium Citrate plus probiotic,0
NCT04941053,6/3/2021,8/30/2021,Observational [Patient Registry],Seroprevalence of COVID-19,Recruiting,NA,Sohag University,NA,NA,NA,NA,NA,0,Egypt,0,1,laboratory test,0
NCT04940182,6/26/2021,12/31/2021,Interventional,A Study to Assess the Efficacy and Safety of XC221 in Patients With Mild COVID-19,Recruiting,Phase 3,RSV Therapeutics LLC,NA,NA,NA,NA,NA,0,Russian Federation,0,1,XC221|Placebo,0
NCT04939155,3/10/2021,10/1/2021,Observational,Methylation Effects of COV-19 Infection and Vaccinations,"Active, not recruiting",NA,TruDiagnostic,NA,NA,NA,NA,NA,1,United States,0,1,SARS-CoV-2 mRNA vaccine,0
NCT04753619,1/3/2021,12/3/2021,Interventional,Effectiveness of Niclosamide as Add-on Therapy to the Standard of Care Measures in COVID-19 Management,Recruiting,Phase 2,University of Baghdad,NA,NA,NA,NA,NA,0,Iraq,0,2,Niclosamide Oral Tablet,0
NCT04751682,3/1/2021,6/25/2021,Interventional,Safety and Immunogenicity of an Intranasal SARS-CoV-2 Vaccine (BBV154) for COVID-19,"Active, not recruiting",Phase 1,Bharat Biotech International Limited,NA,NA,NA,NA,NA,0,India,0,3,BBV154 Vaccine|Placebo,1
NCT04632706,9/22/2020,3/9/2021,Interventional,Exploratory Ph I Trial of the Active IMP in Healthy Volunteers in Relation to COVID-19,Completed,Early Phase 1,MedinCell S.A,NA,NA,NA,NA,NA,0,United Kingdom,0,1,Ivermectin|Placebo,0
NCT04618042,11/13/2020,5/14/2021,Interventional,FX06 to Rescue Acute Respiratory Distress Syndrome During Covid-19 Pneumonia,Completed,Phase 2,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,2,FX06|Placebo of FX06,0
NCT04598594,11/6/2020,4/29/2021,Interventional,Evaluation of the Efficacy of Nicotine Patches in SARS-CoV2 (COVID-19) Infection in Intensive Care Unit Patients,Completed,Phase 3,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,8,"Patch, Nicotine|Patch, Placebo",0
NCT04588363,11/19/2020,11/30/2021,Observational,COVID-19: Pediatric Research Immune Network on SARS-CoV-2 and MIS-C,Recruiting,NA,National Institute of Allergy and Infectious Diseases (NIAID),NA,NA,NA,NA,NA,1,United States,0,25,SARS-CoV-2 and/or MIS-C Exposure,0
NCT04526912,8/28/2020,3/2/2021,Interventional,Treatment and Prevention of Acute Lung Injury (ALI) in Patients With COVID-19 Infection,Terminated,Phase 1,Viela Bio,Study met predefined futility criteria for efficacy endpoints.,NA,NA,NA,NA,1,United States,0,5,VIB7734|Placebo,0
NCT04498273,9/7/2020,9/30/2021,Interventional,COVID-19 Positive Outpatient Thrombosis Prevention in Adults Aged 40-80,"Active, not recruiting",Phase 3,University of Pittsburgh,NA,NA,NA,NA,NA,1,United States,0,5,Apixaban 2.5 MG|Apixaban 5MG|Aspirin|Placebo,0
NCT04433949,6/12/2020,5/30/2022,Interventional,Best Supportive Care With or Without Low Dose Whole Lung Radiation Therapy for the Treatment of COVID-19,Recruiting,Phase 3,Emory University,NA,NA,NA,NA,NA,1,United States,0,1,Best Practice|Low Dose Radiation Therapy,0
NCT04422691,7/1/2020,6/15/2021,Observational,Ultrasonography in Norwegian Emergency Department Patients With Suspected Covid-19 Infection,Terminated,NA,St. Olavs Hospital,lack of Covid-19 patients,NA,NA,NA,NA,0,Norway,0,4,Lung ultrasound,0
NCT04332081,4/6/2020,5/29/2020,Interventional,Hyperbaric Oxygen for COVID-19 Patients,Terminated,N/A,NYU Langone Health,"The IRB has determined that the design of this trial should be changed to a randomized
    controlled trial. A new record will be created for the redesigned study.",NA,NA,NA,NA,1,United States,1,7,hyperbaric oxygen therapy (HBOT),0
NCT04936893,5/19/2020,3/31/2021,Interventional,Effects of Mindfulness Practice on Healthcare Workers,"Active, not recruiting",N/A,Yale-NUS College,NA,NA,NA,NA,NA,0,Singapore,0,0,Mindfulness Practice|Cognitive training,0
NCT04936503,6/18/2020,3/2/2021,Interventional,Support for the Resumption of Training of High-level Athletes Post-epidemic COVID-19,Completed,N/A,"University Hospital, Bordeaux",NA,NA,NA,NA,NA,0,France,0,0,Resting electrocardiogram|Stress test|Cardiac echocardiography|Cardiac rhythm monitoring|Questionnaire|Injected Cardiac MRI|Blood sampling for biobank,0
NCT04935528,6/2/2021,6/2/2022,Interventional,Mechanisms of Anti COVID-19 Humoral and Cellular Immune Response After Vaccination in a Sample of Patients and Salaried Staff From a French Anti-cancer Center,Recruiting,N/A,Centre Georges Francois Leclerc,NA,NA,NA,NA,NA,0,France,0,0,serology and ELISPOT test|serology,1
NCT04935515,4/15/2021,5/9/2021,Interventional,C Reactive Protein in Home Quarantined Coronavirus Disease 2019 (COVID -19) Patients.,Completed,N/A,UR Anoop Research Group,NA,NA,NA,NA,NA,0,India,0,0,"Oral Antibiotic, Antihistamine, Anti-inflammatory, Multivitamins|Oral low dose steroid|Intravenous Antibiotics with Low dose steroid.|Oral anti-coagulant",0
NCT04935502,3/15/2021,6/30/2021,Interventional,Home Based Exercises With and Without Posture and Ergonomics Among Students During COVID-19,Recruiting,N/A,Riphah International University,NA,NA,NA,NA,NA,0,Pakistan,0,0,Home based exercises with postural and ergonomic training|Home based exercises,0
NCT04935463,5/24/2021,6/1/2022,Observational,Mucormycosis in COVID-19,Enrolling by invitation,NA,Montefiore Medical Center,NA,NA,NA,NA,NA,1,United States,0,0,NA,0
NCT04935450,12/12/2020,8/15/2021,Observational,Pulmonary Inflammation in COVID-19 ARDS,Recruiting,NA,Hospital Universitario Ramon y Cajal,NA,NA,NA,NA,NA,0,Spain,0,0,Bronchoalveolar lavage,0
NCT04935437,1/21/2021,9/1/2021,Interventional,Implementing a Rehabilitation Program in Patients Recovering From Covid-19 Infection,Recruiting,N/A,Evangelismos Hospital,NA,NA,NA,NA,NA,0,Greece,0,0,Supervised rehabilitation program.,0
NCT04929691,11/13/2020,12/31/2021,Interventional,The CircumVent Project: A CPAP/O2 Helmet Solution for Non-Invasive Ventilation Among Patients With COVID-19,Recruiting,N/A,New York University,NA,NA,NA,NA,NA,0,Nigeria,0,1,CPAP helmet|Standard of care non-helmet based CPAP ventilation,0
NCT04924673,6/17/2020,3/5/2021,Observational,Impact of the COVID-19 Epidemic on Glycemic Balance and the Level of Stress in Diabetic Patients,Completed,NA,Rennes University Hospital,NA,NA,NA,NA,NA,0,France,0,2,NA,0
NCT04902911,4/13/2021,3/17/2022,Interventional,Point of Care Evaluation of Novir 2019-nCoV Immunoglobulin G/ Immunoglobulin M (IgG/IgM) Antibody Test (Collodial Gold),Recruiting,N/A,Medical College of Wisconsin,NA,NA,NA,NA,NA,1,United States,0,1,COVID-19 SARS-CoV IgG/IgM antibody rapid test,0
NCT04878055,2/14/2021,6/30/2021,Interventional,Study on Efficacy and Safety of Reparixin in the Treatment of Hospitalized Patients With Severe COVID-19 Pneumonia.,Recruiting,Phase 3,DompÃ© Farmaceutici S.p.A,NA,NA,NA,NA,NA,1,United States|Italy,0,2,Reparixin|Placebo,0
NCT04870593,4/17/2021,7/10/2021,Interventional,What Works to Get the Elderly Vaccinated Against COVID-19? Experimental Evidence From India,"Active, not recruiting",N/A,"National Bureau of Economic Research, Inc.",NA,NA,NA,NA,NA,0,India,0,1,Information|Buddy|Gossip intervention|Information assigned in community|Buddy assigned in community,1
NCT04854772,5/15/2021,5/31/2022,Interventional,Mind Body Intervention for COVID-19 Long Haul Syndrome,Recruiting,N/A,Beth Israel Deaconess Medical Center,NA,NA,NA,NA,NA,1,United States,0,1,Mind Body Syndrome Therapy for Long Covid,0
NCT04836806,8/31/2021,7/31/2022,Interventional,Cetirizine and Famotidine for COVID-19,Recruiting,Phase 4,Emory University,NA,NA,NA,NA,NA,1,United States,0,1,Cetirizine and Famotidine|Placebo,0
NCT04818164,9/1/2020,12/31/2020,Observational,Prone Position Improves End-Expiratory Lung Volumes in COVID-19 Acute Respiratory Distress Syndrome,Completed,NA,Istanbul University-Cerrahpasa,NA,NA,NA,NA,NA,0,Turkey,0,3,NA,0
NCT04794946,3/19/2021,3/19/2022,Interventional,"Safety and Efficacy of a Non-replicating ChAdOx1 Vector Vaccine AZD1222 (COVISHIELD), for Prevention of COVID-19 in Patients With Liver Cirrhosis",Recruiting,N/A,"Institute of Liver and Biliary Sciences, India",NA,NA,NA,NA,NA,0,India,0,2,Covishield,1
