nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,pubmed_links,ctg_links,Abstract,Registry,Total_pubs,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04584710,10/13/2020,2/28/2021,Interventional,A Phase 2 Study of RTB101 as COVID-19 Post-Exposure Prophylaxis in Older Adults,"Active, not recruiting",Phase 2,Restorbio Inc.,NA,NA,NA,NA,NA,NA,United States,0,4,RTB101|Placebo,0
NCT04584541,6/11/2020,7/31/2023,Interventional,SarS-Cov-2 Viral Infection (COVID-19) in Patients With Chronic Inflammatory Rheumatism,Recruiting,Not Applicable,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,NA,France,0,1,blood tests|Nasopharyngeal swabs|Stools,0
NCT04583592,11/9/2020,3/31/2021,Interventional,Camostat Efficacy vs. Placebo for Outpatient Treatment of COVID-19 (CAMELOT),Completed,Phase 2,Sagent Pharmaceuticals Inc.,NA,NA,NA,NA,NA,NA,United States,0,18,Camostat Mesilate|Placebo,0
NCT04584580,8/1/2020,10/31/2020,Interventional,D-dimer Adjusted Versus Therapeutic Dose Low-molecular-weight Heparin in Patients With COVID-19 Pneumonia,Recruiting,Phase 4,Ain Shams University,NA,NA,NA,NA,NA,NA,Egypt,0,0,low-molecular-weight heparin,0
NCT04583410,10/22/2020,12/31/2021,Interventional,Efficacy of Nicotine in Preventing COVID-19 Infection,Recruiting,Phase 3,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,NA,France,0,4,Nicotine patch|Placebo patch,0
NCT04583449,8/19/2020,12/1/2020,Interventional,Mental Imagery to Increase Face Covering Use in UK-based Public Places During the COVID-19 Pandemic,Recruiting,Not Applicable,University of East London,NA,NA,NA,NA,NA,NA,United Kingdom,0,0,Mental imagery,0
NCT04582214,9/28/2020,1/1/2021,Interventional,Oscillation and Lung Expansion Therapy in Patients With COVID-19,Recruiting,Not Applicable,Hill-Rom,NA,NA,NA,NA,NA,NA,United States,0,0,MetaNebÂ® System,0
NCT04583189,10/1/2020,11/25/2020,Interventional,Evaluation of the Performance of the Covid-19 Ag BSS Rapid Antigenic Test in Symptomatic Children in a Pediatric Emergency Department,Completed,Not Applicable,Centre Hospitalier Intercommunal Creteil,NA,NA,NA,NA,NA,NA,France,0,2,Performance of the test antigenic and test RT-PCR,0
NCT04582318,11/8/2020,6/30/2021,Interventional,"A Phase 1/2 Study to Assess the Safety, Tolerability and Pharmacokinetics of NGM621 in Healthy Subjects, and to Assess the Safety, PK and Efficacy in Subjects With Moderate to Severe ARDS Caused by COVID-19",Recruiting,Phase 1/Phase 2,"NGM Biopharmaceuticals, Inc",NA,NA,NA,NA,NA,NA,Australia,0,1,NGM621|Placebo,0
NCT04581915,9/8/2020,12/31/2021,Interventional,PHRU CoV01 A Trial of Triazavirin (TZV) for the Treatment of Mild-moderate COVID-19,Recruiting,Phase 2/Phase 3,Wits Health Consortium (Pty) Ltd,NA,NA,NA,NA,NA,NA,South Africa,0,2,Triazavirin (Riamilovir)|Placebo,0
NCT04581811,11/10/2020,3/20/2021,Interventional,Prolonged Prone Positioning for COVID-19-induced Acute Respiratory Distress Syndrome (ARDS),Completed,Not Applicable,University of Alabama at Birmingham,NA,NA,NA,NA,NA,NA,United States,0,2,Prolonged Proned Positioning|Traditional Proning Arm,0
NCT04581746,11/25/2020,12/31/2021,Interventional,Impact of the Epidemic of COVID-19 Infection Among People Living With HIV (SARS-CoV-2),Recruiting,Not Applicable,Tourcoing Hospital,NA,NA,NA,NA,NA,NA,France,0,1,questionnaire,0
NCT04581031,7/11/2020,12/1/2021,Interventional,COntinuous Signs Monitoring In Covid-19 Patients,Recruiting,Not Applicable,The Christie NHS Foundation Trust,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,Continuous vital sign monitoring - Isansys Patient Status Engine|Machine Learning/AI Algorithm,0
NCT04581291,1/1/2020,6/1/2020,Interventional,The Effect of Aerobic Exercise on Immune Biomarkers and Symptoms Severity and Progression in Patients With COVID-19: A Pilot Randomized Control Trial,Completed,Not Applicable,Istanbul Gelisim University,NA,NA,NA,NA,NA,NA,Turkey,0,0,Moderate Intensity Aerobic Exercises,0
NCT04581018,8/13/2020,10/30/2021,Interventional,An Evaluation of a Synbiotic Formula for Patients With COVID-19 Infection,Recruiting,Not Applicable,Chinese University of Hong Kong,NA,NA,NA,NA,NA,NA,Hong Kong,0,1,Health supplements,0
NCT04579549,9/29/2020,3/31/2021,Interventional,Repeat Testing for SARS-CoV-2,Completed,Not Applicable,"University of Wisconsin, Madison",NA,NA,NA,NA,NA,NA,United States,0,4,Saliva Assay,0
NCT04581161,8/28/2020,10/31/2020,Interventional,Proportional Open Ventilation (POV) Device and Its Efficacy in Managing Acute Respiratory Failure in COVID-19 Patients,Recruiting,Not Applicable,Hill-Rom,NA,NA,NA,NA,NA,NA,United States,0,0,Life2000Â® Ventilator,0
NCT04579640,10/27/2020,6/30/2021,Interventional,Trial of Vitamin D to Reduce Risk and Severity of COVID-19 and Other Acute Respiratory Infections,"Active, not recruiting",Phase 3,Queen Mary University of London,NA,NA,NA,NA,NA,NA,United Kingdom,0,3,Vitamin D,0
NCT04575038,11/19/2020,4/28/2021,Interventional,CRISIS2: A Phase 2 Study of the Safety and Antiviral Activity of Brequinar in Non-hospitalized Pts With COVID-19,Completed,Phase 2,"Clear Creek Bio, Inc.",NA,NA,NA,NA,NA,NA,United States,0,10,Brequinar|Placebo,0
NCT04577534,8/14/2020,6/16/2021,Interventional,COVID-19: Salvage TOcilizumab as a Rescue Measure,Completed,Phase 3,Turku University Hospital,NA,NA,NA,NA,NA,NA,Finland,0,2,iv Tocillizumab (TCZ),0
NCT04577235,6/5/2020,8/5/2020,Interventional,Correlation Between Thoracic Ultrasound and Thorax Computed Tomography Scores.,Completed,Not Applicable,Gaziosmanpasa Research and Education Hospital,NA,NA,NA,NA,NA,NA,Turkey,0,0,severity of lung involvement with COVID-19.,0
NCT04575584,10/19/2020,8/11/2021,Interventional,Efficacy and Safety of Molnupiravir (MK-4482) in Hospitalized Adult Participants With COVID-19 (MK-4482-001),Terminated,Phase 2/Phase 3,Merck Sharp & Dohme Corp.,Business reasons,NA,NA,NA,NA,NA,"United States|Brazil|Canada|Chile|Colombia|France|Israel|Italy|Korea, Republic of|Mexico|Philippines|Poland|Russian Federation|South Africa|Spain|Ukraine|United Kingdom",0,30,Molnupiravir|Placebo,0
NCT04576728,10/6/2020,7/31/2021,Interventional,Efficacy and Safety of Trimodulin in Subjects With Severe COVID-19,"Active, not recruiting",Phase 2,Biotest,NA,NA,NA,NA,NA,NA,Brazil|France|Russian Federation|Spain,0,6,Trimodulin|Placebo (human albumin 1%),0
NCT04576312,6/29/2020,12/4/2020,Interventional,Safety of Ascending Doses of Niclosamide (UNI911 INHALATION) in Healthy Volunteers,Completed,Phase 1,UNION therapeutics,NA,NA,NA,NA,NA,NA,Denmark,0,3,Placebo|UNI911 inhalation 1% and intranasal spray 1%,0
NCT04575064,6/29/2020,3/31/2022,Interventional,An International Randomized Trial of Additional Treatments for COVID-19 in Hospitalized Patients Who Are All Receiving the Local Standard of Care - WHO-SOLIDARITY-GERMANY,"Active, not recruiting",Phase 2/Phase 3,"Klinikum Bremen-Mitte, gGmbH",NA,NA,NA,NA,NA,NA,Germany,0,0,Standard of Care (SoC)|Remdesivir,0
NCT04573764,2/1/2021,10/1/2021,Interventional,Acute Effects of Oral Ketone Ester on Cardiac Function in Patients With COVID-19,Recruiting,Not Applicable,Steno Diabetes Center Copenhagen,NA,NA,NA,NA,NA,NA,Denmark,0,3,"D-beta-hydroxybutyrate-(R)-1,3 butanediol monoester|Placebo",0
NCT04574219,11/3/2020,10/31/2022,Interventional,Virtual Parental Presence on Induction,Recruiting,Not Applicable,"Children's Hospital Medical Center, Cincinnati",NA,NA,NA,NA,NA,NA,United States|Canada,0,1,Use of Facetime with child and parents during induction,0
NCT04573361,5/2/2020,5/27/2020,Interventional,Access to Chiropractic Care During the COVID-19 Healthcare Emergency in Spain,Completed,Not Applicable,Real Centro Universitario Maria Cristina,NA,NA,NA,NA,NA,NA,Spain,0,0,Chiropractic care (one visit)|Chiropractic care (more than one visit),0
NCT04573153,9/21/2020,1/31/2021,Interventional,Metabolic Cofactor Supplementation and Hydroxychloroquine Combination in Covid-19 Patients,Recruiting,Phase 2/Phase 3,ScandiBio Therapeutics AB,NA,NA,NA,NA,NA,NA,Turkey,0,1,Hydroxychloroquine + Metabolic cofactor supplementation|Hydroxychloroquine + Sorbitol,0
NCT04573270,4/24/2020,8/20/2020,Interventional,Mesenchymal Stem Cells for the Treatment of COVID-19,Completed,Phase 1,Thomas Advanced Medical LLC,NA,NA,NA,NA,NA,NA,United States,0,0,PrimePro|Placebo,0
NCT04572412,11/25/2020,6/30/2022,Interventional,Low Dose Lung Radiotherapy to Treat COVID-19 Pneumonia,Recruiting,Not Applicable,Lancashire Teaching Hospitals NHS Foundation Trust,NA,NA,NA,NA,NA,NA,United Kingdom,0,3,Low dose Radiotherapy,0
NCT04570488,5/15/2020,12/30/2021,Interventional,Predicting Favorable Outcomes in Hospitalized Covid-19 Patients,Recruiting,Not Applicable,NYU Langone Health,NA,NA,NA,NA,NA,NA,United States,0,2,EPIC risk score display,0
NCT04570384,10/15/2020,8/30/2021,Interventional,Intravenous L-Citrulline to Delay and Potentially Prevent the Need for Invasive Mechanical Ventilation for Acute Hypoxemic Respiratory Failure in Patients With COVID-19 (SARS-CoV-2) Illness,Recruiting,Phase 2,"Asklepion Pharmaceuticals, LLC",NA,NA,NA,NA,NA,NA,United States,0,5,L-Citrulline|Placebo,0
NCT04570397,12/18/2020,5/31/2021,Interventional,Ravulizumab and COVID-19,Recruiting,Phase 3,Brigham and Women's Hospital,NA,NA,NA,NA,NA,NA,United States,0,1,Ravulizumab,0
NCT04570254,8/19/2020,12/1/2020,Interventional,Antioxidants as Adjuvant Therapy to Standard Therapy in Patients With COVID-19,Completed,Not Applicable,Unidad Temporal COVID-19 en Centro Citibanamex,NA,NA,NA,NA,NA,NA,Mexico,0,2,Vitamin C|Vitamin E|Melatonin|N-acetyl cysteine|Pentoxifylline,0
NCT04568811,9/26/2020,10/25/2020,Interventional,The Phase I Clinical Trial of Booster Vaccination of Adenovirus Type-5 Vectored COVID-19 Vaccine,"Active, not recruiting",Phase 1,Jiangsu Province Centers for Disease Control and Prevention,NA,NA,NA,NA,NA,NA,China,0,1,Adenovirus Type-5 Vectored COVID-19 Vaccine,1
NCT04569877,9/24/2020,12/25/2022,Interventional,GM-CSF Inhalation to Prevent ARDS in COVID-19 Pneumonia,Recruiting,Phase 2,University of Giessen,NA,NA,NA,NA,NA,NA,Germany,0,2,Molgramostim nebuliser solution|Placebo nebuliser solution,0
NCT04570202,11/20/2020,2/19/2022,Interventional,Health cAre woRkers exposeD to COVID-19,Recruiting,Not Applicable,"University Hospital, Tours",NA,NA,NA,NA,NA,NA,France,0,4,EMDR,0
NCT04569227,4/30/2021,9/30/2021,Interventional,Prevention of COVID-19 Infection to Severe Pneumonia or ARDS,Recruiting,Phase 2,Enzychem Lifesciences Corporation,NA,NA,NA,NA,NA,NA,United States,0,3,EC-18|Placebo,0
NCT04568889,9/28/2020,8/31/2022,Interventional,Minnesota COVID-19 Testing Project,"Active, not recruiting",Not Applicable,Harvard University,NA,NA,NA,NA,NA,NA,United States,0,2,A $10 Survey Incentive|A $20 Survey Incentive|Emphasis of Government Involvement|Emphasis of Academic Researchers Involvement|Cost-Benefit Frame|Duty Frame|Racial/Ethnic Frame|No Messaging,0
NCT04568863,6/20/2020,11/30/2020,Interventional,Efficacy of Intravenous Melatonin on Mortality in Adult Patients Admitted to the Intensive Care Unit With COVID-19,Completed,Phase 2,Pharmamel S.L.,NA,NA,NA,NA,NA,NA,Spain,0,1,Melatonin intravenous|Placebo intravenous,0
NCT04568876,10/23/2020,2/28/2021,Interventional,Micronized and Ultramicronized Palmitoylethanolamide in COVID-19 Patients,Completed,Phase 4,Epitech Group SpA,NA,NA,NA,NA,NA,NA,Italy,0,3,"Micronized and ultra-micronized Palmitoylethanolamide (mPEA and umPEA, 300mg + 600mg) oral suspension|Standard Therapy",0
NCT04567810,9/18/2020,12/14/2020,Interventional,"Safety, Tolerability, and Pharmacokinetics of Anti-Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Chicken Egg Antibody (IgY) (COVID-19)",Completed,Phase 1,Stanford University,NA,NA,NA,NA,NA,NA,Australia,0,3,anti-SARS-CoV-2 IgY|Placebo,0
NCT04567953,7/28/2020,1/30/2021,Interventional,COVID-19 Tests With Saliva Specimens,"Active, not recruiting",Not Applicable,Paradigm Laboratories LLC,NA,NA,NA,NA,NA,NA,United States,0,0,Saliva collection,0
NCT04566770,9/24/2020,8/21/2021,Interventional,A Clinical Trial of A COVID-19 Vaccine Named Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Recruiting,Phase 2,CanSino Biologics Inc.,NA,NA,NA,NA,NA,NA,China,0,1,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector)|Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) -placebo,1
NCT04567173,9/21/2020,6/30/2021,Interventional,Convalescent Plasma as Adjunctive Therapy for Hospitalized Patients With COVID-19,Recruiting,Phase 2/Phase 3,University of the Philippines,NA,NA,NA,NA,NA,NA,Philippines,0,1,Anti-SARS-CoV-2 convalescent plasma,0
NCT04565379,9/25/2020,4/30/2021,Interventional,Clinical Trial to Investigate the Efficacy and Safety of NuSepinÂ® in COVID-19 Pneumonia Patients,Recruiting,Phase 2,Shaperon,NA,NA,NA,NA,NA,NA,Romania,0,3,NuSepinÂ® 0.1 mg|NuSepinÂ® 0.2 mg|Placebo,0
NCT04563702,9/21/2020,5/10/2021,Interventional,Safety and Immunogenicity Trial of an Oral SARS-CoV-2 Vaccine (VXA-CoV2-1) for Prevention of COVID-19 in Healthy Adults,"Active, not recruiting",Phase 1,Vaxart,NA,NA,NA,NA,NA,NA,United States,0,3,VXA-CoV2-1,1
NCT04564716,9/28/2020,3/28/2021,Interventional,"Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19 in Belarus","Active, not recruiting",Phase 3,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",NA,NA,NA,NA,NA,NA,Belarus,0,3,Gam-COVID-Vac|Placebo,1
NCT04565197,5/1/2020,12/30/2020,Interventional,Convalescent Plasma Therapy for COVID-19 Patients,"Active, not recruiting",Early Phase 1,Lahore General Hospital,NA,NA,NA,NA,NA,NA,Pakistan,0,1,convalescent plasma,0
NCT04563689,6/18/2020,10/22/2020,Interventional,Pilot Study to Evaluate Effect of CHX0.12/CPC 0.05 of SARS-CoV-2 Viral Load in COVID-19 Patients,Completed,Not Applicable,Dentaid SL,NA,NA,NA,NA,NA,NA,Colombia,0,1,CHX0.12+CPC0.05 oral rinse (PerioAidActive Control)|placebo rinse,0
NCT04563208,12/9/2020,2/28/2022,Interventional,Study of Oral Administration of Ribavirin and Nitazoxamide Versus Placebo in COVID-19,Recruiting,Phase 2,"University of Witwatersrand, South Africa",NA,NA,NA,NA,NA,NA,South Africa,0,4,Placebo|DuACT,0
NCT04563676,9/22/2020,12/31/2021,Interventional,Physiopathology and Sequelae of COVID-19 Infection,Recruiting,Not Applicable,"Centre Hospitalier Universitaire, Amiens",NA,NA,NA,NA,NA,NA,France,0,1,blood test,0
NCT04563650,9/18/2020,5/1/2021,Interventional,COVID-19 Serology and Immunosenescence,Recruiting,Not Applicable,"Centre Hospitalier Universitaire, Amiens",NA,NA,NA,NA,NA,NA,France,0,1,blood sample,0
NCT04563065,8/1/2020,11/30/2020,Interventional,Active Pregnancy Against COVID-19,Recruiting,Not Applicable,Universidad Politecnica de Madrid,NA,NA,NA,NA,NA,NA,Spain,0,3,Exercise program|Healthy lifestyle advise,0
NCT04561154,6/11/2020,6/11/2021,Interventional,Identifying Functional and Psycho-social Complaints After Hospitalization for SARS-CoV-2 Infection( COVID 19)- REPERCOV,Recruiting,Not Applicable,Centre Hospitalier le Mans,NA,NA,NA,NA,NA,NA,France,0,0,questionnaire,0
NCT04561219,4/19/2020,10/2/2020,Interventional,Nitazoxanide Therapy for Patients With COVID-19 Pneumonia,Completed,Phase 2,Universidade Federal do Rio de Janeiro,NA,NA,NA,NA,NA,NA,Brazil,0,3,Nitazoxanide|Placebo,0
NCT04560881,9/16/2020,12/1/2021,Interventional,"Clinical Trial to Evaluate the Efficacy, Immunogenicity and Safety of the Inactivated SARS-CoV-2 Vaccine (COVID-19)","Active, not recruiting",Phase 3,Laboratorio Elea Phoenix S.A.,NA,NA,NA,NA,NA,NA,Argentina,0,2,Inactivated SARS-CoV-2 vaccine (Vero cell)|Placebo/Aluminum Adjuvant of Inactivated SARS-CoV-2 vaccine,1
NCT04561063,12/8/2020,2/28/2022,Interventional,COVID-19 Prophylaxis South Africa (COVER HCW),Recruiting,Phase 2,"University of Witwatersrand, South Africa",NA,NA,NA,NA,NA,NA,South Africa,0,3,Nitazoxanide|Sofosbuvir/Daclatasvir,0
NCT04560257,5/1/2020,12/30/2020,Interventional,High Flow Nasal Cannula HFNC In Covid-19 Patients,Recruiting,Not Applicable,Lahore General Hospital,NA,NA,NA,NA,NA,NA,Pakistan,0,3,High flow nasal cannula HFNC,0
NCT04560231,6/1/2020,11/30/2020,Interventional,Remdesivir in COVID-19 Lahore General Hospital,Recruiting,Early Phase 1,Lahore General Hospital,NA,NA,NA,NA,NA,NA,Pakistan,0,1,Remdesivir,0
NCT04560205,5/1/2020,12/30/2020,Interventional,Tocilizumab in COVID-19 Lahore General Hospital,Recruiting,Phase 1,Lahore General Hospital,NA,NA,NA,NA,NA,NA,Pakistan,0,1,Tocilizumab,0
NCT04559113,5/1/2020,12/30/2020,Interventional,Methylprednisolone in COVID-19 Patients (Methyl19LGH),Recruiting,Not Applicable,Lahore General Hospital,NA,NA,NA,NA,NA,NA,Pakistan,0,1,Methylprednisolone Injectable Product,0
NCT04559074,10/23/2020,4/30/2021,Interventional,Personalised Electronic Record Supported Optimisation When Alone for Patients With Hypertension- Pilot Study for Remote Medical Management of Hypertension During the COVID-19 Pandemic,Recruiting,Phase 4,Queen Mary University of London,NA,NA,NA,NA,NA,NA,United Kingdom,0,2,Amlodipine,0
NCT04558463,4/16/2020,9/30/2020,Interventional,The Effectivity and Safety of Favipiravir Compared to Oseltamivir as Adjuvant Therapy for COVID-19,Recruiting,Phase 3,Indonesia University,NA,NA,NA,NA,NA,NA,Indonesia,0,0,Favipiravir|Oseltamivir 75mg,0
NCT04558411,9/12/2020,12/15/2020,Interventional,"Brief, Scaleable Intervention for Coronavirus (COVID-19) Mental Health Sequelae in College Students",Completed,Not Applicable,"Rutgers, The State University of New Jersey",NA,NA,NA,NA,NA,NA,United States,0,2,Dialectical Behavioral Therapy (DBT) Skills,0
NCT04558372,4/1/2020,12/12/2020,Interventional,Genosvid Diagnostic Test for Early Detection of COVID-19,Completed,Not Applicable,Gadjah Mada University,NA,NA,NA,NA,NA,NA,Indonesia,0,3,exhaled breath sampling|exhaled breath sampling|exhaled breath sampling,0
NCT04558021,10/8/2020,1/30/2021,Interventional,A Study To Evaluate The Efficacy And Safety Of a Novel Niclosamide Suspension Formulation For COVID-19,Recruiting,Phase 3,Imuneks Farma ilac San. Tic. A.S.,NA,NA,NA,NA,NA,NA,Turkey,0,1,Niclosamide suspension|Placebo,0
NCT04555213,9/30/2020,8/10/2021,Interventional,A Dose Escalation and Dose Expansion Study of NOX66 in the Treatment of COVID-19,Completed,Phase 1,Noxopharm Limited,NA,NA,NA,NA,NA,NA,"Moldova, Republic of",0,5,NOX66,0
NCT04555148,9/19/2020,1/22/2021,Interventional,COVIDIG (COVID-19 Hyper-ImmunoGlobulin),Completed,Phase 2,Green Cross Corporation,NA,NA,NA,NA,NA,NA,"Korea, Republic of",0,1,GC5131|Placebo,0
NCT04554992,3/20/2020,6/30/2022,Interventional,Convalescent Plasma for the Treatment of COVID-19 (Coronavirus Disease 2019),"Active, not recruiting",Phase 1,The Methodist Hospital Research Institute,NA,NA,NA,NA,NA,NA,United States,0,1,COVID 19 Convalescent Plasma,0
NCT04554264,9/1/2020,9/30/2021,Interventional,Complicated Grief in ICU in the Aftermath of COVID-19,Recruiting,Not Applicable,"Centre Hospitalier Universitaire, Amiens",NA,NA,NA,NA,NA,NA,France,0,0,questionnaire,0
NCT04553705,9/20/2020,11/4/2020,Interventional,"Omega-3, Nigella Sativa, Indian Costus, Quinine, Anise Seed, Deglycyrrhizinated Licorice, Artemisinin, Febrifugine on Immunity of Patients With (COVID-19)",Recruiting,Phase 2/Phase 3,Beni-Suef University,NA,NA,NA,NA,NA,NA,Saudi Arabia,0,1,Omega 3/Nigella Sativa Oil|Omega 3/Nigella Sativa Oil/Indian Costus|Omega 3/Nigella Sativa Oil/Quinine pills|Omega 3/Nigella Sativa Oil/Anise seed capsule|Omega 3/Nigella Sativa Oil/Deglycyrrhizinated Licorice|Active Comparator,0
NCT04552951,4/4/2020,9/14/2020,Interventional,Effect of Vitamin D on Morbidity and Mortality of the COVID-19,Recruiting,Phase 4,FundaciÃ³n para la InvestigaciÃ³n Biosanitaria del Principado de Asturias,NA,NA,NA,NA,NA,NA,Spain,0,0,Cholecalciferol,0
NCT04552483,6/8/2020,8/20/2020,Interventional,Effects of Early Use of Nitazoxanide in Patients With COVID-19,Completed,Phase 2,Universidade Federal do Rio de Janeiro,NA,NA,NA,NA,NA,NA,Brazil,0,2,Nitazoxanide|Placebo,0
NCT04551768,2/10/2021,8/17/2021,Interventional,Study to Evaluate the Safety and Efficacy of VIRAZOLEÂ® in Hospitalized Adult Participants With Respiratory Distress Due to COVID-19,Completed,Phase 1,"Bausch Health Americas, Inc.",NA,NA,NA,NA,NA,NA,Greece|Mexico,0,5,50 mg/mL Virazole|100 mg/mL Virazole,0
NCT04551781,4/1/2020,7/30/2020,Interventional,Short Term Low Dose Corticosteroids for Management of Post covid19 Pulmonary Fibrosis,Completed,Not Applicable,South Valley University,NA,NA,NA,NA,NA,NA,Egypt,0,0,20 Mg Prednisone for 14 days|control,0
NCT04551339,9/28/2020,5/28/2021,Interventional,Zinc Versus Multivitamin Micronutrient Supplementation in the Setting of COVID-19,Completed,Not Applicable,Mayo Clinic,NA,NA,NA,NA,NA,NA,United States,0,4,PreserVision AREDS formulation soft gels or tablets|Multivitamin with 11mg of zinc,0
NCT04536376,1/15/2021,9/2/2021,Interventional,First Responder Resiliency Program During COVID-19,"Active, not recruiting",Not Applicable,Mayo Clinic,NA,NA,NA,NA,NA,NA,United States,0,6,Resilience Program,0
NCT04550325,8/5/2020,11/26/2020,Interventional,"Safety, PK and PD of Kamada Anti-SARS-CoV-2 in COVID-19",Completed,Phase 1/Phase 2,"Kamada, Ltd.",NA,NA,NA,NA,NA,NA,Israel,0,1,Kamada Anti-SARS-CoV-2,0
NCT04550351,8/19/2020,12/18/2020,Interventional,Recombinant New Coronavirus Vaccine (CHO Cells) to Prevent SARS-CoV-2 Phase I Clinical Trial (â‰¥60 Years Old),"Active, not recruiting",Phase 1,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",NA,NA,NA,NA,NA,NA,China,0,3,Biological/Vaccine: Recombinant new coronavirus vaccine (CHO cell) low-dose group|Biological/Vaccine: Recombinant new coronavirus vaccine (CHO cells) high-dose group|Biological/Vaccine: Recombinant new coronavirus vaccine (CHO cells) placebo group,1
NCT04549922,10/22/2020,2/28/2022,Interventional,Antisense Therapy to Block the Kallikrein-kinin Pathway in COVID-19,"Active, not recruiting",Phase 2,Hospital do Coracao,NA,NA,NA,NA,NA,NA,Brazil,0,3,ISIS 721744|Normal Saline,0
NCT04548934,9/13/2020,10/31/2020,Interventional,Effect of Wearing Personal Protective Equipment (PPE) on CPR Quality in Times of the COVID-19-pandemic,Completed,Not Applicable,Institute of Mountain Emergency Medicine,NA,NA,NA,NA,NA,NA,Italy,0,1,Personal protective equipment (PPE)|No Personal protective equipment (PPE),0
NCT04548531,9/10/2020,4/30/2021,Interventional,Engaging Patients in Colon Cancer Screening Decisions During COVID-19,Completed,Not Applicable,Massachusetts General Hospital,NA,NA,NA,NA,NA,NA,United States,0,2,Shared Decision Making,0
NCT04548544,10/18/2019,5/20/2020,Interventional,A Randomized Controlled Feasibility Study of Emotional Well-being of Adolescents Undergoing a Mindfulness Training During COVID-19,Completed,Not Applicable,"University of California, San Francisco",NA,NA,NA,NA,NA,NA,United States,0,0,"Training for Awareness, Resilience, and Action (TARA)",0
NCT04547660,7/16/2020,1/7/2021,Interventional,Convalescent Plasma for Severe COVID-19 Patients,Completed,Phase 3,Hospital de Clinicas de Porto Alegre,NA,NA,NA,NA,NA,NA,Brazil,0,1,Convalescent Plasma|Best Supportive Care,0
NCT04547283,6/14/2020,9/20/2020,Interventional,Awake-Prone Positioning Strategy for Hypoxic Patients With COVID-19,Completed,Not Applicable,Atrium Health,NA,NA,NA,NA,NA,NA,United States,0,1,Usual Care|APPS,0
NCT04547634,7/1/2020,11/30/2020,Interventional,Telerehabilitation in Oncology Patients,Enrolling by invitation,Not Applicable,University of Malaga,NA,NA,NA,NA,NA,NA,Spain,0,0,Therapeutic Exercise and Education,0
NCT04547257,5/4/2021,8/15/2021,Interventional,Safety & Effectiveness Evaluation of Seraph 100 in Treatment of Pts With COVID-19,Recruiting,Not Applicable,ExThera Medical Europe BV,NA,NA,NA,NA,NA,NA,Germany|Spain,0,3,Seraph 100,0
NCT04547127,4/29/2020,2/4/2021,Interventional,A Study to Evaluate Safety and Efficacy of Convalescent Methylene Blue Treated (MBT) Plasma From Donors Recovered From Coronavirus Disease 2019 (COVID-19),Completed,Phase 2,Grifols Therapeutics LLC,NA,NA,NA,NA,NA,NA,Spain,0,3,Convalescent anti-SARS-CoV-2 MBT Plasma|Standard Medical Treatment,0
NCT04546841,11/27/2020,9/30/2021,Interventional,Safety and Immunogenicity Trial of Multi-peptide Vaccination to Prevent COVID-19 Infection in Adults,"Active, not recruiting",Phase 1,University Hospital Tuebingen,NA,NA,NA,NA,NA,NA,Germany,0,2,multipeptide cocktail,1
NCT04545541,11/1/2020,4/30/2022,Interventional,Nebulised Heparin in Patients With Severe COVID-19,Recruiting,Phase 2/Phase 3,Australian National University,NA,NA,NA,NA,NA,NA,United States,0,2,Nebulised unfractionated heparin (UFH),0
NCT04545749,9/25/2020,1/18/2021,Interventional,"A Study to Evaluate the Safety, Tolerability, and Immunogenicity of UB-612 COVID-19 Vaccine",Completed,Phase 1,"United Biomedical Inc., Asia",NA,NA,NA,NA,NA,NA,Taiwan,0,4,UB-612,1
NCT04543760,10/1/2020,1/15/2021,Interventional,Effect of Prone Positioning Combined With High Flow Oxygen Therapy on Oxygenation During Acute Respiratory Failure Due to COVID-19,Completed,Not Applicable,"Hospital St. Joseph, Marseille, France",NA,NA,NA,NA,NA,NA,France,0,3,Prone position|Supine position,0
NCT04542694,5/21/2020,8/10/2020,Interventional,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Completed,Phase 3,"Promomed, LLC",NA,NA,NA,NA,NA,NA,Russian Federation,1,3,Favipiravir|Standard of care,0
NCT04542967,6/23/2020,9/2/2020,Interventional,Study on the Safety and Efficacy of Convalescent Plasma in Patients With Severe COVID-19 Disease,Completed,Phase 2,Hospital Central Militar,NA,NA,NA,NA,NA,NA,Mexico,0,2,Biological,0
