pmid,nct_id,pub_source,ArticleType,Substance,MeSH,Title,PubDate,Journal,pubmed_links,ctg_links
32234250,NCT04392323,Registry,"Journal Article|Observational Study|Research Support, Non-U.S. Gov't", ,"Adult|Anesthesia, Spinal|Anesthesiologists|Anesthetists|Betacoronavirus|COVID-19|China|Coronavirus Infections|Female|Humans|Male|Pandemics|Personal Protective Equipment|Pneumonia, Viral|Retrospective Studies|Risk|SARS-CoV-2|NA","Spinal anaesthesia for patients with coronavirus disease 2019 and possible transmission rates in anaesthetists: retrospective, single-centre, observational cohort study.",2020-05-20,British journal of anaesthesia,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04392323
32234312,NCT04374123,Registry,Letter|Comment, ,"Betacoronavirus|COVID-19|Coronavirus|Coronavirus Infections|Endoscopy|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",COVID-19 in endoscopy: Time to do more?,2020-07-29,Gastrointestinal endoscopy,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04374123
32236089,NCT04459819,Registry,Journal Article|Practice Guideline, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Critical Care|Dyspnea|Humans|Hypoxia|Infection Control|Infectious Disease Transmission, Patient-to-Professional|Italy|Noninvasive Ventilation|Pandemics|Physical Therapy Modalities|Pneumonia, Viral|Pronation|Respiration, Artificial|Respiratory Distress Syndrome|Respiratory Insufficiency|Respiratory Protective Devices|Respiratory Therapy|SARS-CoV-2|NA",Respiratory physiotherapy in patients with COVID-19 infection in acute setting: a Position Paper of the Italian Association of Respiratory Physiotherapists (ARIR).,2020-04-02,Monaldi archives for chest disease = Archivio Monaldi per le malattie del torace,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04459819
32237190,NCT04368897,Registry,Letter,"Receptors, Androgen|NA","Adult|Alopecia|Animals|COVID-19|Coronavirus Infections|Female|Humans|Male|Pandemics|Pneumonia, Viral|Receptors, Androgen|Risk Factors|Sex Factors|NA",What does androgenetic alopecia have to do with COVID-19? An insight into a potential new therapy.,2020-11-30,Dermatologic therapy,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368897
32238084,NCT04401540,Registry,Journal Article|Review, ,"Betacoronavirus|COVID-19|Canada|China|Coronavirus Infections|Female|Hong Kong|Humans|Infant, Newborn|Infectious Disease Transmission, Vertical|Iran|Maternal Mortality|Pandemics|Pneumonia, Viral|Pregnancy|Pregnancy Complications, Infectious|Respiration Disorders|Risk|SARS-CoV-2|United States|NA",Vertical Transmission of Coronavirus Disease 19 (COVID-19) from Infected Pregnant Mothers to Neonates: A Review.,2020-06-22,Fetal and pediatric pathology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04401540
32240634,NCT04369807,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Child|Child, Preschool|China|Coronavirus Infections|Hospitalization|Humans|Incidence|Infant|Infant, Newborn|Middle Aged|Models, Statistical|Pandemics|Pneumonia, Viral|SARS-CoV-2|Young Adult|NA",Estimates of the severity of coronavirus disease 2019: a model-based analysis.,2020-06-03,The Lancet. Infectious diseases,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04369807
32241022,NCT04437940,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Betacoronavirus|Bodily Secretions|Body Fluids|COVID-19|Coronavirus Infections|Female|Humans|Pandemics|Pneumonia, Viral|Retrospective Studies|SARS-CoV-2|Severe Acute Respiratory Syndrome|Vagina|NA",SARS-CoV-2 Is Not Detectable in the Vaginal Fluid of Women With Severe COVID-19 Infection.,2020-08-10,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04437940
32241897,NCT04342637,Registry,Journal Article, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Endoscopy, Gastrointestinal|Equipment Contamination|Humans|Infectious Disease Transmission, Patient-to-Professional|Pandemics|Pneumonia, Viral|Practice Guidelines as Topic|Risk Assessment|SARS-CoV-2|NA",Practice of endoscopy during COVID-19 pandemic: position statements of the Asian Pacific Society for Digestive Endoscopy (APSDE-COVID statements).,2020-05-13,Gut,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04342637
32242947,NCT04661631,Registry,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't|Systematic Review", ,"Adult|COVID-19|Female|Humans|Lung|Male|Middle Aged|Respiratory Insufficiency|Tomography, X-Ray Computed|NA",Imaging and clinical features of patients with 2019 novel coronavirus SARS-CoV-2: A systematic review and meta-analysis.,2020-12-16,Journal of medical virology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32247018,NCT04342637,Registry,Journal Article|Review, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Endoscopy, Gastrointestinal|Gastroenterology|Humans|Infectious Disease Transmission, Patient-to-Professional|Pandemics|Pneumonia, Viral|Practice Guidelines as Topic|SARS-CoV-2|United States|NA",AGA Rapid Recommendations for Gastrointestinal Procedures During the COVID-19 Pandemic.,2020-09-08,Gastroenterology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04342637
32247631,NCT04369807,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Acute Kidney Injury|Betacoronavirus|COVID-19|China|Comorbidity|Coronavirus Infections|Female|Hospital Mortality|Hospitalization|Humans|Male|Middle Aged|Pandemics|Pneumonia, Viral|Proportional Hazards Models|Prospective Studies|Proteinuria|Risk Factors|SARS-CoV-2|NA",Kidney disease is associated with in-hospital death of patients with COVID-19.,2020-04-29,Kidney international,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04369807
32250280,NCT04378738,Registry,"Journal Article|Research Support, N.I.H., Extramural", ,Adult|Aged|Cohort Studies|Communication|Cross-Sectional Studies|Female|Health Literacy|Humans|Information Seeking Behavior|Male|Middle Aged|Multilingualism|Surveys and Questionnaires|Urban Health|NA,The Use of Technology for Communicating With Clinicians or Seeking Health Information in a Multilingual Urban Cohort: Cross-Sectional Survey.,2020-11-05,Journal of medical Internet research,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04378738
32250385,NCT04424836,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Age Distribution|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Comorbidity|Coronavirus Infections|Critical Care|Critical Illness|Female|Hospital Mortality|Hospitalization|Humans|Intensive Care Units|Italy|Male|Middle Aged|Pandemics|Pneumonia, Viral|Positive-Pressure Respiration|Respiration, Artificial|Retrospective Studies|SARS-CoV-2|Sex Distribution|Young Adult|NA","Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy.",2020-09-23,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04424836
32250385,NCT04411459,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Age Distribution|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Comorbidity|Coronavirus Infections|Critical Care|Critical Illness|Female|Hospital Mortality|Hospitalization|Humans|Intensive Care Units|Italy|Male|Middle Aged|Pandemics|Pneumonia, Viral|Positive-Pressure Respiration|Respiration, Artificial|Retrospective Studies|SARS-CoV-2|Sex Distribution|Young Adult|NA","Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy.",2020-09-23,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04411459
32250385,NCT04567927,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Age Distribution|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Comorbidity|Coronavirus Infections|Critical Care|Critical Illness|Female|Hospital Mortality|Hospitalization|Humans|Intensive Care Units|Italy|Male|Middle Aged|Pandemics|Pneumonia, Viral|Positive-Pressure Respiration|Respiration, Artificial|Retrospective Studies|SARS-CoV-2|Sex Distribution|Young Adult|NA","Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy.",2020-09-23,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04567927
32250385,NCT04360837,Registry,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adolescent|Adult|Age Distribution|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Comorbidity|Coronavirus Infections|Critical Care|Critical Illness|Female|Hospital Mortality|Hospitalization|Humans|Intensive Care Units|Italy|Male|Middle Aged|Pandemics|Pneumonia, Viral|Positive-Pressure Respiration|Respiration, Artificial|Retrospective Studies|SARS-CoV-2|Sex Distribution|Young Adult|NA","Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy.",2020-09-23,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04360837
32252338,NCT04441814,Registry,Journal Article|Review,Vitamin D|NA,"Betacoronavirus|COVID-19|Coronavirus Infections|Dietary Supplements|Humans|Influenza, Human|Nutrition Therapy|Pandemics|Pneumonia, Viral|Risk Factors|SARS-CoV-2|Seasons|Vitamin D|Vitamin D Deficiency|NA",Evidence that Vitamin D Supplementation Could Reduce Risk of Influenza and COVID-19 Infections and Deaths.,2020-04-10,Nutrients,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04441814
32253449,NCT04494724,Registry,Journal Article|Published Erratum, , ,"Correction to: Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China.",2020-09-30,Intensive care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04494724
32255673,NCT04346264,Registry,"Comparative Study|Letter|Research Support, Non-U.S. Gov't", ,Age Factors|Cystic Fibrosis|Female|Humans|Lung|Male|Population Surveillance|Respiratory Function Tests|NA,Factors Associated with Low Lung Function in Different Age Bins in the General Population.,2020-09-04,American journal of respiratory and critical care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04346264
32257537,NCT04517162,Registry,Journal Article, , ,Transplantation of ACE2<sup>-</sup> Mesenchymal Stem Cells Improves the Outcome of Patients with COVID-19 Pneumonia.,2020-09-28,Aging and disease,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04517162
32257537,NCT04361942,Registry,Journal Article, , ,Transplantation of ACE2<sup>-</sup> Mesenchymal Stem Cells Improves the Outcome of Patients with COVID-19 Pneumonia.,2020-09-28,Aging and disease,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04361942
32259322,NCT04392323,Registry,Journal Article, ,"Adult|Betacoronavirus|COVID-19|China|Coronavirus Infections|Female|Genital Neoplasms, Female|Gynecologic Surgical Procedures|Hospitalization|Humans|Incidence|Male|Mass Screening|Medical Records|Middle Aged|Pandemics|Pneumonia, Viral|Postoperative Complications|Retrospective Studies|SARS-CoV-2|NA",Clinical Characteristics of COVID-19 After Gynecologic Oncology Surgery in Three Women: A Retrospective Review of Medical Records.,2020-06-23,The oncologist,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04392323
32259546,NCT04392323,Registry,Case Reports|Journal Article, ,"Betacoronavirus|COVID-19|Contact Tracing|Coronavirus Infections|Cross Infection|Disease Transmission, Infectious|Female|Hong Kong|Hospitals|Humans|Infection Control|Middle Aged|Pandemics|Patients' Rooms|Pneumonia, Viral|SARS-CoV-2|NA",Risk of nosocomial transmission of coronavirus disease 2019: an experience in a general ward setting in Hong Kong.,2020-06-16,The Journal of hospital infection,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04392323
32268134,NCT04374123,Registry,Letter|Comment, ,"Betacoronavirus|COVID-19|Coronavirus|Coronavirus Infections|Endoscopy, Gastrointestinal|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",Preventing the spread of COVID-19 in digestive endoscopy during the resuming period: meticulous execution of screening procedures.,2020-07-29,Gastrointestinal endoscopy,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04374123
32278361,NCT04567927,Registry,Journal Article,Anticoagulants|NA,"Anticoagulants|Attention|Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Pandemics|Pneumonia, Viral|Risk Factors|SARS-CoV-2|Venous Thromboembolism|NA",Attention should be paid to venous thromboembolism prophylaxis in the management of COVID-19.,2020-05-07,The Lancet. Haematology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04567927
32282022,NCT04480593,Registry,Journal Article|Review,Adrenal Cortex Hormones|Amides|Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme Inhibitors|Antiviral Agents|Immunoglobulins|Immunologic Factors|Indoles|Pyrazines|Oseltamivir|Lopinavir|remdesivir|Adenosine Monophosphate|Ribavirin|Hydroxychloroquine|Azithromycin|Chloroquine|umifenovir|favipiravir|Ritonavir|Alanine|NA,"Adenosine Monophosphate|Adrenal Cortex Hormones|Alanine|Amides|Angiotensin Receptor Antagonists|Angiotensin-Converting Enzyme Inhibitors|Antiviral Agents|Azithromycin|Betacoronavirus|COVID-19|Chloroquine|Coronavirus Infections|Humans|Hydroxychloroquine|Immunoglobulins|Immunologic Factors|Indoles|Lopinavir|Oseltamivir|Pandemics|Pneumonia, Viral|Pyrazines|Ribavirin|Ritonavir|SARS-CoV-2|Withholding Treatment|NA",Pharmacologic Treatments for Coronavirus Disease 2019 (COVID-19): A Review.,2020-09-23,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04480593
32283102,NCT04374123,Registry,Journal Article|Multicenter Study, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Critical Pathways|Endoscopy, Digestive System|Gastrointestinal Diseases|Humans|Infection Control|Infectious Disease Transmission, Patient-to-Professional|Infectious Disease Transmission, Professional-to-Patient|Italy|Pandemics|Personal Protective Equipment|Pneumonia, Viral|SARS-CoV-2|NA",Endoscopy Units and the Coronavirus Disease 2019 Outbreak: AÂ Multicenter Experience From Italy.,2020-08-07,Gastroenterology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04374123
32283245,NCT04368897,Registry,Journal Article,"AR protein, human|Androgens|Receptors, Androgen|Spike Glycoprotein, Coronavirus|spike protein, SARS-CoV-2|Peptidyl-Dipeptidase A|ACE2 protein, human|Angiotensin-Converting Enzyme 2|Serine Endopeptidases|TMPRSS2 protein, human|NA","Androgens|Angiotensin-Converting Enzyme 2|Betacoronavirus|COVID-19|Chromosomes, Human, X|Coronavirus Infections|Genetic Loci|Humans|Pandemics|Peptidyl-Dipeptidase A|Pneumonia, Viral|Promoter Regions, Genetic|Receptors, Androgen|SARS-CoV-2|Serine Endopeptidases|Sex Factors|Spike Glycoprotein, Coronavirus|Transcription, Genetic|Viral Load|Virus Internalization|NA",Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection is likely to be androgen mediated.,2020-06-30,Journal of the American Academy of Dermatology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368897
32285380,NCT04401540,Registry,Journal Article, ,"Adult|Betacoronavirus|COVID-19|Coronavirus Infections|Female|Humans|Infant, Newborn|Infectious Disease Transmission, Vertical|Mothers|Pandemics|Pneumonia, Viral|Pregnancy|Prospective Studies|SARS-CoV-2|Tomography, X-Ray Computed|NA",Clinical characteristics of 19 neonates born to mothers with COVID-19.,2020-05-15,Frontiers of medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04401540
32289051,NCT04407468,Registry,Journal Article, , ,"COVID-19 pneumonia manifestations at the admission on chest ultrasound, radiographs, and CT: single-center study and comprehensive radiologic literature review.",2020-12-22,European journal of radiology open,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04407468
32291463,NCT04445961,Registry,Editorial, ,"Airway Resistance|Betacoronavirus|COVID-19|Comorbidity|Coronavirus Infections|Guidelines as Topic|Humans|Hypoxia|Lung|Lung Compliance|Organ Size|Pandemics|Phenotype|Pneumonia, Viral|Radiography, Thoracic|Respiratory Dead Space|SARS-CoV-2|Severity of Illness Index|Ventilation-Perfusion Ratio|NA",COVID-19 pneumonia: different respiratory treatments for different phenotypes?,2020-06-25,Intensive care medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04445961
32292899,NCT04392323,Registry,Journal Article, , ,Clinical characteristics and outcomes of patients undergoing surgeries during the incubation period of COVID-19 infection.,2021-01-10,EClinicalMedicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04392323
32292899,NCT04661631,Registry,Journal Article, , ,Clinical characteristics and outcomes of patients undergoing surgeries during the incubation period of COVID-19 infection.,2021-01-10,EClinicalMedicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04661631
32293834,NCT04392713,Registry,Journal Article|Review,Amides|Antiviral Agents|Drug Combinations|Pyrazines|Thiazoles|lopinavir-ritonavir drug combination|Lopinavir|remdesivir|Adenosine Monophosphate|Hydroxychloroquine|Ivermectin|Chloroquine|favipiravir|Ritonavir|Alanine|nitazoxanide|NA,"Adenosine Monophosphate|Alanine|Amides|Antiviral Agents|Betacoronavirus|COVID-19|Chloroquine|Coronavirus Infections|Drug Combinations|Humans|Hydroxychloroquine|Ivermectin|Lopinavir|Pandemics|Pneumonia, Viral|Pyrazines|Ritonavir|SARS-CoV-2|Thiazoles|NA",Antiviral treatment of COVID-19,2020-04-22,Turkish journal of medical sciences,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04392713
32294297,NCT04453579,Registry,Journal Article|Comment, ,"Bariatric Surgery|Betacoronavirus|COVID-19|China|Coronavirus|Coronavirus Infections|Humans|Pandemics|Pneumonia, Viral|Quality of Life|SARS-CoV-2|NA",The Impact of Coronavirus Disease 2019 on Bariatric Surgery: Redefining Psychosocial Care.,2020-06-15,"Obesity (Silver Spring, Md.)",https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04453579
32294339,NCT04468035,Registry,Letter, ,"Adult|Aged|Betacoronavirus|Brain|Brain Diseases|COVID-19|Confusion|Coronavirus Infections|Humans|Magnetic Resonance Imaging|Middle Aged|Pandemics|Pneumonia, Viral|Respiratory Distress Syndrome|Reverse Transcriptase Polymerase Chain Reaction|SARS-CoV-2|Stroke|NA",Neurologic Features in Severe SARS-CoV-2 Infection.,2020-06-10,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04468035
32298251,NCT04530617,Registry,Published Erratum, , ,"Hospitalization Rates and Characteristics of Patients Hospitalized with Laboratory-Confirmed Coronavirus Disease 2019 - COVID-NET, 14 States, March 1-30, 2020.",2021-01-11,MMWR. Morbidity and mortality weekly report,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04530617
32301221,NCT04368897,Registry,Letter,Androgens|Biomarkers|NA,"Adult|Age Distribution|Aged|Alopecia|Androgens|Biomarkers|COVID-19|Comorbidity|Coronavirus Infections|Disease Outbreaks|Humans|Incidence|Male|Middle Aged|Pandemics|Pneumonia, Viral|Risk Assessment|Severity of Illness Index|Spain|Young Adult|NA",A preliminary observation: Male pattern hair loss among hospitalized COVID-19 patients in Spain - A potential clue to the role of androgens in COVID-19 severity.,2020-06-29,Journal of cosmetic dermatology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04368897
32302438,NCT04466670,Registry,Journal Article,Biomarkers|Inflammation Mediators|NA,"Adult|Aged|Betacoronavirus|Biomarkers|Blood Coagulation|COVID-19|Case-Control Studies|Coronavirus Infections|Host-Pathogen Interactions|Humans|Inflammation Mediators|Intensive Care Units|Middle Aged|Pandemics|Pneumonia, Viral|Predictive Value of Tests|SARS-CoV-2|Thrombelastography|Thrombophilia|Young Adult|NA",Hypercoagulability of COVID-19 patients in intensive care unit: A report of thromboelastography findings and other parameters of hemostasis.,2020-07-15,Journal of thrombosis and haemostasis : JTH,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04466670
32302462,NCT04466670,Registry,Letter|Comment, ,"Betacoronavirus|COVID-19|Coronavirus Infections|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",ISTH interim guidance on recognition and management of coagulopathy in COVID-19: A comment.,2020-08-06,Journal of thrombosis and haemostasis : JTH,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04466670
32303365,NCT04366089,Registry,Journal Article,Antioxidants|Ascorbic Acid|NA,"Antioxidants|Ascorbic Acid|Betacoronavirus|COVID-19|Coronavirus Infections|Critical Illness|Humans|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",Two known therapies could be useful as adjuvant therapy in critical patients infected by COVID-19.,2020-05-21,Revista espanola de anestesiologia y reanimacion,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04366089
32311145,NCT04526405,Registry,Letter, ,"Adult|Betacoronavirus|COVID-19|Comorbidity|Coronavirus Infections|Female|Humans|Italy|Male|Middle Aged|Pandemics|Pneumonia, Viral|Preliminary Data|SARS-CoV-2|beta-Thalassemia|NA",SARS-CoV-2 infection in beta thalassemia: Preliminary data from the Italian experience.,2020-07-22,American journal of hematology,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04526405
32312790,NCT04479202,Registry,Letter,Biomarkers|Leukocyte L1 Antigen Complex|NA,"Adult|Aged|Aged, 80 and over|Betacoronavirus|Biomarkers|COVID-19|Coronavirus Infections|Feces|Female|Humans|Inflammatory Bowel Diseases|Leukocyte L1 Antigen Complex|Male|Middle Aged|Pandemics|Pneumonia, Viral|SARS-CoV-2|NA",Faecal calprotectin indicates intestinal inflammation in COVID-19.,2020-07-16,Gut,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04479202
32313880,NCT04480593,Registry,Journal Article|Review, , ,PAK1-blockers: Potential Therapeutics against COVID-19.,2021-01-10,Medicine in drug discovery,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04480593
32314249,NCT04392323,Registry,Journal Article,Anti-Retroviral Agents|Immunosuppressive Agents|Hydroxychloroquine|NA,"Adult|Anti-Retroviral Agents|Betacoronavirus|COVID-19|Coronavirus Infections|Cough|Dyspnea|Fatigue|Female|Fever|Gastric Bypass|Humans|Hydroxychloroquine|Immunosuppressive Agents|Iran|Male|Middle Aged|Off-Label Use|Pandemics|Patient Readmission|Pneumonia, Viral|Postoperative Complications|SARS-CoV-2|NA",Bariatric Surgical Practice During the Initial Phase of COVID-19 Outbreak.,2020-08-10,Obesity surgery,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04392323
32315809,NCT04568356,Registry,Comparative Study|Journal Article, ,"Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|China|Clinical Laboratory Techniques|Coronavirus Infections|Diagnostic Tests, Routine|Female|Humans|Male|Middle Aged|Nasopharynx|Pandemics|Pneumonia, Viral|SARS-CoV-2|Young Adult|NA",Comparison of nasopharyngeal and oropharyngeal swabs for SARS-CoV-2 detection in 353 patients received tests with both specimens simultaneously.,2020-05-20,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04568356
32319029,NCT04407468,Registry,Case Reports|Letter, ,"Aged|COVID-19|Cannula|Coronavirus Infections|Humans|Male|Oxygen Inhalation Therapy|Pandemics|Pneumonia, Viral|Prone Position|NA",Patient self-proning with high-flow nasal cannula improves oxygenation in COVID-19 pneumonia.,2020-08-24,Canadian journal of anaesthesia = Journal canadien d'anesthesie,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04407468
32320003,NCT04411459,Registry,"Journal Article|Research Support, N.I.H., Extramural", ,"Adolescent|Adult|Aged|Aged, 80 and over|Betacoronavirus|COVID-19|Child|Child, Preschool|Comorbidity|Coronavirus Infections|Diabetes Complications|Female|Hospitalization|Humans|Hypertension|Infant|Infant, Newborn|Male|Middle Aged|New York City|Pandemics|Pneumonia, Viral|Risk Factors|SARS-CoV-2|Treatment Outcome|Young Adult|NA","Presenting Characteristics, Comorbidities, and Outcomes Among 5700 Patients Hospitalized With COVID-19 in the New York City Area.",2020-09-25,JAMA,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04411459
32320506,NCT04407468,Registry,Journal Article,Oxygen|NA,"Adult|Betacoronavirus|COVID-19|Cannula|Coronavirus Infections|Emergency Service, Hospital|Female|Humans|Hypoxia|Intubation, Intratracheal|Male|Middle Aged|New York City|Oximetry|Oxygen|Pandemics|Pilot Projects|Pneumonia, Viral|Prone Position|Respiration, Artificial|SARS-CoV-2|Wakefulness|NA","Early Self-Proning in Awake, Non-intubated Patients in the Emergency Department: A Single ED's Experience During the COVID-19 Pandemic.",2020-05-15,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04407468
32320517,NCT04466670,Registry,Journal Article|Multicenter Study,Anticoagulants|NA,"Aged|Anticoagulants|Betacoronavirus|Blood Coagulation|COVID-19|Coronavirus Infections|Female|France|Host-Parasite Interactions|Humans|Incidence|Male|Middle Aged|Pandemics|Pneumonia, Viral|Pulmonary Embolism|Retrospective Studies|Risk Factors|SARS-CoV-2|Severity of Illness Index|Treatment Outcome|Venous Thromboembolism|Venous Thrombosis|NA",High incidence of venous thromboembolic events in anticoagulated severe COVID-19 patients.,2020-07-15,Journal of thrombosis and haemostasis : JTH,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04466670
32322397,NCT04673214,Registry,Journal Article|Review, , ,"Potential use of hydroxychloroquine, ivermectin and azithromycin drugs in fighting COVID-19: trends, scope and relevance.",2021-01-10,New microbes and new infections,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04673214
32323460,NCT04367896,Registry,Journal Article, ,"Betacoronavirus|COVID-19|COVID-19 Testing|Clinical Laboratory Techniques|Consensus|Coronavirus Infections|Critical Care|Evidence-Based Medicine|Health Policy|Humans|Immunocompromised Host|Internationality|Living Donors|Organ Transplantation|Pandemics|Personal Protective Equipment|Pneumonia, Viral|Polymerase Chain Reaction|Radiography, Thoracic|Resource Allocation|SARS-CoV-2|Societies, Medical|Tissue Donors|Tomography, X-Ray Computed|Transplant Recipients|NA",Solid organ transplantation programs facing lack of empiric evidence in the COVID-19 pandemic: A By-proxy Society Recommendation Consensus approach.,2020-07-20,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,https://pubmed.ncbi.nlm.nih.gov/,https://clinicaltrials.gov/ct2/show/NCT04367896
