nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,mesh_term,downcase_mesh_term,intervention_type,intervention_name,description,intervention_count,status,facility_name,city,state,zip,country,site_count
"ClinicalTrials.gov processed this data on March 31, 2020",2020-03-14,NA,NA,2020-03-14,2020-03-14,2020-03-17,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"March 14, 2020",Anticipated,2020-03-14,March 2020,2020-03-31,"December 1, 2020",Anticipated,2020-12-01,"June 1, 2020",Anticipated,2020-06-01,NA,Observational,NA,,Development and Verification of a New Coronavirus Multiplex Nucleic Acid Detection System,Development and Verification of a New Coronavirus Multiplex Nucleic Acid Detection System,Not yet recruiting,NA,NA,100,Anticipated,Huashan Hospital,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-01T09:19:39Z,2020-04-01T09:19:39Z,4274500,NCT04311398,Coronavirus Infections,coronavirus infections,Diagnostic Test,New QIAstat-Dx fully automatic multiple PCR detection platform,We use the New QIAstat-Dx fully automatic multiple PCR detection platform to test the enrolled patients,1,,Huashan Hospital of Fudan University,Shanghai,Shanghai,200040,China,1
"ClinicalTrials.gov processed this data on April 09, 2020",2020-03-23,NA,NA,2020-03-30,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-03-30,2020-03-31,Actual,April 2020,Anticipated,2020-04-30,March 2020,2020-03-31,March 2022,Anticipated,2022-03-31,March 2021,Anticipated,2021-03-31,NA,Observational,NA,,Beaumont Quantitative Lung Function Imaging to Characterize Patients With SARS-COV 2,"COVID CT, Beaumont Quantitative Lung Function Imaging to Characterize Patients With SARS-COV 2",Not yet recruiting,NA,NA,25,Anticipated,William Beaumont Hospitals,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-04-10T09:16:55Z,2020-04-10T09:16:55Z,4940269,NCT04320511,Coronavirus Infections,coronavirus infections,Device,CT-V,"CT-V is an image processing-based modality that recovers changes in local tissue volumes, induced by respiratory motion, from an inspiration-expiration CT (IE-CT) scan or a standard non-contrast 4D CT scan",1,,Beaumont Health,Royal Oak,Michigan,48073,United States,1
"ClinicalTrials.gov processed this data on March 31, 2020",2020-03-13,NA,NA,2020-03-14,2020-03-14,2020-03-18,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-18,Actual,"February 1, 2020",Actual,2020-02-01,March 2020,2020-03-31,February 2021,Anticipated,2021-02-28,October 2020,Anticipated,2020-10-31,NA,Observational,SOTSPC,,Sequential Oxygen Therapy Strategy for Patients With COVID-19,Sequential Oxygen Therapy Strategy for Patients With COVID-19,Recruiting,NA,NA,30,Anticipated,Henan Provincial People's Hospital,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-04-01T09:19:34Z,2020-04-01T09:19:34Z,4274415,NCT04312100,Coronavirus Infections,coronavirus infections,Other,oxygen treatment,different kinds of oxygen treatments will be given to patients according to their state of illness,1,Recruiting,Henan Provincial People's Hospital,Zhengzhou,Henan,450000,China,1
"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-05,NA,NA,2020-02-13,2020-02-05,2020-02-07,Actual,NA,NA,NA,NA,NA,NA,2020-02-13,2020-02-17,Actual,"February 4, 2020",Actual,2020-02-04,February 2020,2020-02-29,"February 4, 2021",Anticipated,2021-02-04,"October 4, 2020",Anticipated,2020-10-04,NA,Observational,Cov-CONTACT,,Viral Excretion in Contact Subjects at High/Moderate Risk of Coronavirus 2019-nCoV Infection,Viral Excretion in Contact Subjects at High/Moderate Risk of Coronavirus 2019-nCoV Infection,Recruiting,NA,NA,300,Anticipated,"Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      Nasopharyngeal swabs
    ",NA,NA,NA,Undecided,NA,2020-04-01T09:26:21Z,2020-04-01T09:26:21Z,4280975,NCT04259892,Coronavirus Infections,coronavirus infections,Biological,2019-nCoV PCR,Nasopharyngeal swabs,1,Recruiting,CIC 1425,Paris,,75018,France,1
"ClinicalTrials.gov processed this data on April 17, 2020",2020-02-16,NA,NA,2020-04-07,2020-02-16,2020-02-18,Actual,NA,NA,NA,NA,NA,NA,2020-04-07,2020-04-08,Actual,"February 19, 2020",Actual,2020-02-19,April 2020,2020-04-30,July 2020,Anticipated,2020-07-31,"April 4, 2020",Actual,2020-04-04,NA,Observational,NA,,Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool,Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool (COV_NUTRIC),"Active, not recruiting",NA,NA,117,Actual,Peking University Third Hospital,,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-18T09:14:07Z,2020-04-18T09:14:07Z,5036434,NCT04274322,Coronavirus Infections,coronavirus infections,Other,Nutrition support,"Calories and proteins are given to patients by using ways as parenteral nutriton, enteral nutrition, oral nutrition supplement",1,,Peking University Third Hospital,Beijing,,,China,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-16,NA,NA,2020-04-16,2020-04-16,2020-04-17,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-17,Actual,"April 20, 2020",Anticipated,2020-04-20,April 2020,2020-04-30,"January 20, 2021",Anticipated,2021-01-20,"January 20, 2021",Anticipated,2021-01-20,NA,Observational,COR-DLUS,,CORonavirus (COVID-19) Diagnostic Lung UltraSound Study,CORonavirus (COVID-19) Diagnostic Lung UltraSound Study,Not yet recruiting,NA,NA,180,Anticipated,University Hospital Plymouth NHS Trust,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-27T08:58:23Z,2020-04-27T08:58:23Z,5134239,NCT04351802,Coronavirus Infections,coronavirus infections,Diagnostic Test,Lung ultrasound,Focused lung ultrasound examination,1,NA,NA,NA,NA,NA,NA,NA
"ClinicalTrials.gov processed this data on April 24, 2020",2020-03-31,NA,NA,2020-04-16,2020-04-01,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-17,Actual,April 2020,Anticipated,2020-04-30,March 2020,2020-03-31,March 2021,Anticipated,2021-03-31,March 2021,Anticipated,2021-03-31,NA,Observational,COVID-19,,An Observational Study of Patients With Coronavirus Disease 2019,An Observational Study of Patients With Coronavirus Disease 2019,Not yet recruiting,NA,NA,5000,Anticipated,"Target PharmaSolutions, Inc.",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-27T09:01:08Z,2020-04-27T09:01:08Z,5134718,NCT04331886,Coronavirus Infections,coronavirus infections,NA,NA,NA,NA,,University of Washington,Seattle,Washington,98195,United States,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-02-18,NA,NA,2020-04-15,2020-02-18,2020-02-20,Actual,NA,NA,NA,NA,NA,NA,2020-04-15,2020-04-17,Actual,"March 5, 2020",Actual,2020-03-05,October 2019,2019-10-31,"April 24, 2024",Anticipated,2024-04-24,"April 24, 2024",Anticipated,2024-04-24,NA,Observational,POPS or POP02,,"Pharmacokinetics, Pharmacodynamics, and Safety Profile of Understudied Drugs Administered to Children Per Standard of Care (POPS)","Pharmacokinetics, Pharmacodynamics, and Safety Profile of Understudied Drugs",Recruiting,NA,NA,5000,Anticipated,Duke University,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Whole blood, effluent samples, and plasma.
    ",NA,NA,NA,No,NA,2020-04-27T09:02:43Z,2020-04-27T09:02:43Z,5135048,NCT04278404,Coronavirus Infections,coronavirus infections,Drug,"The POP02 study is collecting bodily fluid samples (i.e., whole blood, effluent samples) of children prescribed the following drugs of interest per standard of care:",The prescribing of drugs to children is not part of this protocol. Participants will receive DOIs as prescribed by their treating provider.,1,Not yet recruiting|Not yet recruiting|Recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting,Arkansas Children's Hospital Research Institute|Colorado University Denver|Alfred I. DuPont Hospital for Children|University of Florida Jacksonville Shands Medical Center|Kapiolani Womens and Childrens Medical Center|Ann and Robert H. Lurie Childrens Hospital of Chicago|Riley Hospital for Children at Indiana University|University of Kansas Medical Center|Wesley Medical Center|University of Louisville Norton Childrens Hospital|Tulane University Health Science Center|Ochsner Baptist Clinical Trials Unit|University of Mississippi Medical Center|Childrens Mercy Hospital|University of Nebraska Medical Center|Dartmouth-Hitchcock Medical Center|University of New Mexico Health Science Center|Kravis Children's Hospital at Mt. Sinai|University of North Carolina at Chapel Hill|Duke University Health System|Cincinnati Childrens Hospital Medical Center|Board of Regents of the University of Oklahoma|Oregon Health and Science University|Rhode Island Hospital|Medical University of South Carolina Children's Hospital|University of South Carolina|University of South Carolina|Monroe Carell Jr. Children's Hospital at Vanderbilt|Dell Children's Medical Center of Central Texas|Seattle Children's Hospital|University Wisconsin|Medical College of Wisconsin,Little Rock|Aurora|Wilmington|Jacksonville|Honolulu|Chicago|Indianapolis|Kansas City|Wichita|Louisville|New Orleans|New Orleans|Jackson|Kansas City|Omaha|Lebanon|Albuquerque|New York|Chapel Hill|Durham|Cincinnati|Oklahoma City|Portland|Providence|Charleston|Columbia|Columbia|Nashville|Austin|Seattle|Madison|Milwaukee,Arkansas|Colorado|Delaware|Florida|Hawaii|Illinois|Indiana|Kansas|Kansas|Kentucky|Louisiana|Louisiana|Mississippi|Missouri|Nebraska|New Hampshire|New Mexico|New York|North Carolina|North Carolina|Ohio|Oklahoma|Oregon|Rhode Island|South Carolina|South Carolina|South Carolina|Tennessee|Texas|Washington|Wisconsin|Wisconsin,72202|80045|19803|32209|96826|60614|46202|66160|67214|40202|70112|70115|39216|64111|68114|03756|87131|10029|27599|27710|45229|73104|97239|02903|29425|29203|29203|37232|78723|98105|53705|53226,United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States,32
"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-13,NA,NA,2020-03-15,2020-02-20,2020-02-25,Actual,NA,NA,NA,NA,NA,NA,2020-03-15,2020-03-17,Actual,"February 21, 2020",Actual,2020-02-21,March 2020,2020-03-31,"July 30, 2020",Anticipated,2020-07-30,"May 30, 2020",Anticipated,2020-05-30,NA,Observational,NA,,Study for Novel Coronavirus Pneumonia (NCP),Study for Clinical Epidemiology and Methods of Diagnosis and Treatment of Novel Coronavirus Pneumonia (NCP),Recruiting,NA,NA,2000,Anticipated,"Wuhan Union Hospital, China",,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:23:13Z,2020-04-01T09:23:13Z,4278041,NCT04283396,Coronavirus Infections,coronavirus infections,Combination Product,systemic treatment,"Oxygen therapy, antiviral therapy, antibiotics, hormones, globulin",1,Recruiting,Union hospital,Wuhan,Hubei,430000,China,1
"ClinicalTrials.gov processed this data on April 02, 2020",2020-03-20,NA,NA,2020-03-23,2020-03-23,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-03-23,2020-03-24,Actual,"March 25, 2020",Anticipated,2020-03-25,March 2020,2020-03-31,"July 20, 2020",Anticipated,2020-07-20,"May 15, 2020",Anticipated,2020-05-15,NA,Observational,COVID-19,,"Effects of Social Isolation From Coronavirus; on Physical Activity, Quality of Life and Stress","Investigation of Physical Activity, Quality of Life and Stress Levels of Individuals Who Live in Their Homes Isolated Because of Coronavirus (COVID-19) Disease",Not yet recruiting,NA,NA,200,Anticipated,Istanbul University-Cerrahpasa,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-03T09:19:55Z,2020-04-03T09:19:55Z,4856373,NCT04319211,Coronavirus Infections,coronavirus infections,Other,"Determination of physical activity, quality of life, stress levels of isolated people at home with the danger of coronavirus.","The study will include those who isolate themselves at home for fear of contracting Coronavirus disease or suspected of having it. The last three sections of the International Physical Activity Questionnaire (IPAQ) will be used to evaluate the current physical activity level of the participants. Parameters such as housework, home care and family care, rest, sports and leisure physical activities, sitting time will be evaluated. Short Form 12 (Short Form12- SF12) quality of life scale will be used to evaluate health-related quality of life. Beck Depression Scale will be applied to investigate the stress levels of the individuals participating in our study.",1,,Istanbul University Cerrahpasa,Istanbul,,,Turkey,1
"ClinicalTrials.gov processed this data on March 31, 2020",2020-03-17,NA,NA,2020-03-18,2020-03-17,2020-03-19,Actual,NA,NA,NA,NA,NA,NA,2020-03-18,2020-03-20,Actual,"March 17, 2020",Actual,2020-03-17,March 2020,2020-03-31,"January 1, 2023",Anticipated,2023-01-01,"January 1, 2021",Anticipated,2021-01-01,NA,Observational,CovidTox,,Adverse Events Related to Treatments Used Against Coronavirus Disease 2019,Adverse Events Related to Treatments Used Against Coronavirus Disease 2019,Recruiting,NA,NA,1000,Anticipated,Groupe Hospitalier Pitie-Salpetriere,,NA,1,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,No individual data is available per se. They need to be retrieved from the World Health Organization.,2020-04-01T09:19:14Z,2020-04-01T09:19:14Z,4274060,NCT04314817,Coronavirus Infections,coronavirus infections,Drug,Any drug used to treat Covid-19,"lopinavir/ritonavir, remdesivir, interferon beta-1a, chloroquine and/or azithromycin. This list may be amended at a further date.",1,Recruiting,AP-HP Assistance Publique Hopitaux de Paris,Paris,,,France,1
"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-15,NA,NA,2020-02-20,2020-02-19,2020-02-21,Actual,NA,NA,NA,NA,NA,NA,2020-02-20,2020-02-24,Actual,"January 20, 2020",Actual,2020-01-20,February 2020,2020-02-29,"February 28, 2021",Anticipated,2021-02-28,"January 31, 2021",Anticipated,2021-01-31,NA,Observational,NA,,Clinical Features of Suspected and Confirmed Patients of 2019 Novel Coronavirus Infection,Investigation on Clinical Features of Suspected and Confirmed Patients of 2019 Novel Coronavirus Infection in Isolation Unit,Recruiting,NA,NA,100,Anticipated,"Third Affiliated Hospital, Sun Yat-Sen University",,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:23:39Z,2020-04-01T09:23:39Z,4278533,NCT04279782,Coronavirus Infections,coronavirus infections,Other,Comprehensive treatment,"Comprehensive treatment includes antiviral therapy, antibiotics therapy, symptomatic treatment, supportive therapy.",1,Recruiting,The Third Affiliated Hospital of Sun Yat-sen University,Guangzhou,Guangdong,510630,China,1
"ClinicalTrials.gov processed this data on April 22, 2020",2020-03-23,NA,NA,2020-04-09,2020-03-23,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-04-09,2020-04-13,Actual,"March 24, 2020",Actual,2020-03-24,April 2020,2020-04-30,"August 30, 2020",Anticipated,2020-08-30,"June 30, 2020",Anticipated,2020-06-30,NA,Observational,B-DT-COV2,,Biomarkers for Identification of COVID-19 Infection,Biomarkers Identification for Diagnosis and Treatment of SARS-COV-2 Infection,Recruiting,NA,NA,110,Anticipated,University of Catanzaro,,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-23T09:15:27Z,2020-04-23T09:15:27Z,5087130,NCT04322513,Coronavirus Infections,coronavirus infections,Diagnostic Test,Biomarkers expression,Evaluation in biomarkers expression between 2 groups,1,Recruiting,Luca Gallelli,Catanzaro,,88100,Italy,1
"ClinicalTrials.gov processed this data on April 02, 2020",2020-03-20,NA,NA,2020-03-23,2020-03-23,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-03-23,2020-03-24,Actual,March 2020,Anticipated,2020-03-31,March 2020,2020-03-31,April 2022,Anticipated,2022-04-30,March 2022,Anticipated,2022-03-31,NA,Observational,COVIDSOT,,Multicentric Study of Coronavirus Disease 2019 (COVID-2019) in Solid Organ Transplant Recipients,Multicentric Study of Coronavirus Disease 2019 (COVID-2019) in Solid Organ Transplant Recipients,Not yet recruiting,NA,NA,50,Anticipated,FundaciÃ³n PÃºblica Andaluza para la gestiÃ³n de la InvestigaciÃ³n en Sevilla,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      -  Biochemical analysis

        -  Hemogram

        -  Microbiological testing will be made: blood culture, pleural liquid culture, gram stain
           and culture of sputum, detection of pneumococcus and Legionella pneumophila antigen in
           urine, in cases of pneumonia.

        -  Nasopharyngeal swabs
    ",One year after the initiation of the study,Spanish Network for Research in Infectious Disease (REIPI) and Group for the Study of Infection in Transplantation and the Immunocompromised Host (GESITRA-IC),NA,Yes,Planning for the study will be shared with potential sites pertaining to Spanish Network for Research in Infectious Disease (REIPI) and Group for the Study of Infection in Transplantation and the Immunocompromised Host (GESITRA-IC) for participation. IPD is not foreseen out of this groups due to the specific characteristics of patients and sites to be candidates for study participation.,2020-04-03T09:19:56Z,2020-04-03T09:19:56Z,4856377,NCT04319172,Coronavirus Infections,coronavirus infections,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ClinicalTrials.gov processed this data on April 10, 2020",2020-03-25,NA,NA,2020-03-31,2020-03-25,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2020-03-31,2020-04-01,Actual,"March 27, 2020",Actual,2020-03-27,March 2020,2020-03-31,"December 31, 2021",Anticipated,2021-12-31,"March 27, 2021",Anticipated,2021-03-27,NA,Observational,CORIMUNO-19,,Cohort Multiple Randomized Controlled Trials Open-label of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients,Cohort Multiple Randomized Controlled Trials Open-label of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients,Recruiting,NA,NA,1000,Anticipated,Assistance Publique - HÃ´pitaux de Paris,,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,NA,2020-04-11T09:14:11Z,2020-04-11T09:14:11Z,4953572,NCT04324047,Coronavirus Infections,coronavirus infections,NA,NA,NA,NA,Recruiting|Recruiting|Recruiting,Kremlin Bictre APHP|Cochin Aphp|Hegp Aphp,Le Kremlin-BicÃªtre|Paris|Paris,Ile De France|Ile De France|Ile De France,||,France|France|France,3
