Intervention_type,intervention,Study_count
Behavioral,virtual-care cognitive behavioural therapy,1
Other,"virtual assistant first, then human coach",1
Other,virtual care at home,1
Behavioral,virtual elm,1
Behavioral,virtual family-based treatment,1
Behavioral,virtual group exercise,1
Behavioral,virtual group intervention,1
Device,virtual reality,1
Device,virtual reality therapy first,1
Device,viruxal oral,1
Device,viruxal oral/nasal spray,1
Dietary Supplement,vitamin b,1
Drug,vitamin c 500 mg oral tablet,1
Drug,vitamin c tablets,1
Drug,vitamin e,1
Dietary Supplement,vitamin k2 in the form of menaquinone-7 (mk-7),1
Dietary Supplement,vitamine d3 supplementation,1
Dietary Supplement,vitamins,1
Dietary Supplement,viusid/asbrip,1
Biological,vla2001,1
Drug,voclosporin,1
Device,volatile organic compounds analysis (e-noses),1
Device,volatile organic compounds analysis (mass spectrometry),1
Device,volatile organic compounds analysis in sweat (mass spectrometry),1
Behavioral,vr for psychoeducation,1
Behavioral,vr for psychoeducation/relaxation,1
Device,vv-ecmo / cytokine adsorption,1
Biological,vxa-cov2-1,1
Device,ward css,1
Other,water (e) mouth rinse with the solution provided,1
Device,water without an elevated level of kelea,1
Other,wearing surgical face mask sprayed with hypertonic saline,1
Other,webex physical activity program,1
Other,weekly assessment,1
Behavioral,wellness education,1
Drug,wfi water nebulization,1
Drug,wharton's jelly derived mesenchymal stem cells.,1
Behavioral,white sender in acknowledgement,1
Behavioral,white sender in informational videos,1
Behavioral,who recommendations (waiting condition),1
Device,withings scanwatch,1
Other,woebot substance use disorder,1
Other,wofb,1
Behavioral,written summary of rounds,1
Drug,xav-19,1
Drug,xc221,1
Drug,xcel-umc-beta,1
Drug,xuanfei baidu granules,1
Behavioral,yoga group,1
Drug,zanubrutinib,1
Drug,zavegepant (bhv-3500),1
Drug,zidovudine,1
Drug,zilucoplan,1
placebo,zilucoplan placebo,1
Dietary Supplement,zinc acetate,1
Dietary Supplement,zinc citrate,1
Dietary Supplement,zinc picolinate,1
Dietary Supplement,zinc sulfate 220 mg,1
Drug,zithromax,1
Biological,zofin,1
