intervention,"Active, not recruiting",Completed,Enrolling by invitation,Recruiting,Terminated,Total
inflammatory cytokines/chemokines profiles of patients with dexmedetomidine administration,0,0,0,1,0,1
information assigned in community,1,0,0,0,0,1
information on covid-19,0,1,0,0,0,1
informational sheet,0,1,0,0,0,1
inhalation,0,0,0,1,0,1
inhalation of 5% sodium chloride,0,0,0,1,0,1
"inhalation of 8,4% sodium bicarbonate",0,0,0,1,0,1
inhalation of n-acetylcysteine,0,0,0,1,0,1
inhalation of vitamin c,1,0,0,0,0,1
inhaled aviptadil,0,0,0,1,0,1
inhaled low molecular weight heparin,0,1,0,0,0,1
inhaled type i interferon,0,0,0,1,0,1
injectable placebo,0,0,0,1,0,1
injected cardiac mri,0,1,0,0,0,1
injection,0,0,0,1,0,1
injection of secretome-mscs,0,0,0,1,0,1
inm005,0,1,0,0,0,1
innova lateral flow device,0,1,0,0,0,1
ino-4700,0,0,0,1,0,1
inopulse,0,0,0,0,1,1
inspiratory,0,0,0,1,0,1
inspiratory / expiratory muscle training group,0,0,0,1,0,1
inspiratory / expiratory muscle training placebo group,0,0,0,1,0,1
inspiratory muscle traiing,0,0,0,1,0,1
inspiratory muscle trainer,0,0,0,1,0,1
inspiratory muscle training,0,0,0,1,0,1
inspiratory muscle training (imt),0,0,0,1,0,1
inspiratory muscle training group,0,0,0,1,0,1
inspiratory muscle training placebo group,0,0,0,1,0,1
instrumental activities of daily living shaping,0,0,0,1,0,1
insulin,0,1,0,0,0,1
insulin film,1,0,0,0,0,1
insurance navigation,0,0,0,1,0,1
integral communication strategy (eics),0,0,0,1,0,1
interactive,0,0,0,1,0,1
interactive/2-way sms delivery of information,0,0,0,1,0,1
interferon alfa,0,0,0,1,0,1
interferon gamma human recombinant (ifn-g),0,1,0,0,0,1
interferon/glatiramer acetate,0,0,0,1,0,1
interlukein 6,0,1,0,0,0,1
interlukein 6/procalcitonin serum levels,0,1,0,0,0,1
intermediate dose enoxaparin/ unfractionated heparin,0,1,0,0,0,1
intermittent,0,0,0,0,1,1
internal jugular vein cannulation,0,1,0,0,0,1
internet-based cognitive behavioral therapy,1,0,0,0,0,1
internet-based guided self-help based on cbt principles,0,0,0,1,0,1
internet-based self-help,0,1,0,0,0,1
internet-based self-help after 3 weeks,0,1,0,0,0,1
internet-delivered cognitive behavior therapy (icbt) for dysfunctional worry related to the covid-19 pandemic,1,0,0,0,0,1
internet cognitive behavioral therapy,0,0,0,1,0,1
internet cognitive behavioral therapy/chamindwell,0,0,0,1,0,1
intervention 1: according to dgp,0,0,0,1,0,1
"intervention 2: according to cacioppo ""e.a.s.e.""",0,0,0,1,0,1
intervention app,0,1,0,0,0,1
intervention for tecc model,0,0,0,1,0,1
intervention group coronacope,1,0,0,0,0,1
intervention group_rehabilitation program,0,0,0,1,0,1
intervention program,0,0,0,1,0,1
"intervention, tbn",0,0,0,1,0,1
intervention. early,0,0,0,1,0,1
intervention. early/integral communication strategy (eics),0,0,0,1,0,1
interview by psychologists,0,0,0,1,0,1
intramuscular injection,1,0,0,0,0,1
intranasal ivermectin spray,0,0,0,1,0,1
intranasal spray 1%,0,1,0,0,0,1
intraosseous,0,1,0,0,0,1
intravenous,0,1,0,0,0,1
intravenous antibiotics with low dose steroid.,0,1,0,0,0,1
intravenous drug,0,1,0,0,0,1
intravenous normal saline,0,1,0,0,0,1
intravenous saline injection,0,1,0,0,0,1
introductory phone call (cc,0,0,1,0,0,1
invasive mechanical ventilation using the unisabana-herons ventilator during 24 hours,0,1,0,0,0,1
investigational product - viracide,0,1,0,0,0,1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 1, single dose, intranasal drops",0,0,0,1,0,1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 2, single dose, intranasal drops",0,0,0,1,0,1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 3, single dose, intranasal drops",0,0,0,1,0,1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 3, single dose, intranasal spray",0,0,0,1,0,1
"investigational vaccine against sars-cov-2 [mv-014-212] dosage 3, two doses, intranasal drops",0,0,0,1,0,1
iodine,0,0,0,1,0,1
irl201104,0,1,0,0,0,1
is (b cell depletion therapy),0,0,0,1,0,1
is (mmf,0,0,0,1,0,1
is (mmf/mpa),0,0,0,1,0,1
is (mtx),0,0,0,1,0,1
isavuconazonium injection [cresemba],0,0,0,1,0,1
isis 721744,1,0,0,0,0,1
isoflurane inhalant product,0,0,0,1,0,1
isoquercetin,0,0,0,1,0,1
itolizumab,0,1,0,0,0,1
itraconazole,0,0,0,1,0,1
iv tocillizumab (tcz),0,1,0,0,0,1
ivermectin (iver pâ®) arm will receive ivm 600 âµg,0,1,0,0,0,1
ivermectin (iver pâ®) arm will receive ivm 600 âµg / kg once daily/standard care. control arm will receive standard care.,0,1,0,0,0,1
ivermectin / doxycycline / placebo,0,1,0,0,0,1
ivermectin / iota-carrageenan,0,1,0,0,0,1
ivermectin / placebo,0,1,0,0,0,1
ivermectin 0.4mg,0,0,0,1,0,1
ivermectin 0.4mg/kg/day for 5 days,0,0,0,1,0,1
ivermectin 06 mg oral tablet,0,0,0,1,0,1
ivermectin 3 mg,0,0,0,1,0,1
ivermectin impregnated mask,0,0,0,1,0,1
ivermectin nasal spray,0,0,0,1,0,1
ivermectin pill,0,0,0,1,0,1
ivermectin powder,0,0,0,1,0,1
"ivermectin,ribavirin ,nitazoxanide",0,0,0,1,0,1
"ivermectin,ribavirin ,nitazoxanide/zinc",0,0,0,1,0,1
ivermectin/doxycycline,0,1,0,0,0,1
ivermectin/doxycyline,0,1,0,0,0,1
ivig,0,1,0,0,0,1
ixekizumab,0,0,0,1,0,1
jing-si-herbal-tea,0,0,0,1,0,1
"jinhua qinggan (jhqg) granules, traditional chinese medicine",0,0,0,1,0,1
kamada anti-sars-cov-2,0,1,0,0,0,1
kan jang capsules,0,0,0,1,0,1
kelea water,0,0,0,1,0,1
ketamine,0,0,0,0,1,1
ketogenic diet,0,0,0,1,0,1
ketogenic diet with phytoextracts,0,0,0,1,0,1
kg 24 hours continuous infusion for 15 days,0,0,0,1,0,1
kg eb05 iv,0,0,0,1,0,1
kg once daily,0,1,0,0,0,1
kg;100mg,0,0,0,1,0,1
kg;50mg,0,0,0,1,0,1
kidney biopsy,1,0,0,0,0,1
kinesiotherapy protocol,0,0,0,1,0,1
koã§ak-19 inaktif adjuvanlä± covid-19 vaccine 4 âµg,0,0,0,1,0,1
koã§ak-19 inaktif adjuvanlä± covid-19 vaccine 4 âµg/0.5 ml vaccine,0,0,0,1,0,1
koã§ak-19 inaktif adjuvanlä± covid-19 vaccine 6 âµg,0,0,0,1,0,1
koã§ak-19 inaktif adjuvanlä± covid-19 vaccine 6 âµg/0.5 ml vaccine,0,0,0,1,0,1
kovir oral capsule,0,1,0,0,0,1
kundalini yoga,1,0,0,0,0,1
kundalini yoga/anxiety reduction training,1,0,0,0,0,1
l,0,0,0,1,0,1
l-arginine,0,0,0,1,0,1
l. reuteri dsm 17938,0,0,0,1,0,1
l. reuteri dsm 17938 / vitamin d,0,0,0,1,0,1
lab session,0,1,0,0,0,1
lactobacillus,1,0,0,0,0,1
lactobaciltus rhamnosus gg,0,1,0,0,0,1
lactoferrin,0,0,0,1,0,1
"lactoferrin, green tea extract",0,0,0,1,0,1
lambda 180 mcg s.c,0,0,0,1,0,1
lanadelumab placebo,0,1,0,0,0,1
laryngoscope,0,1,0,0,0,1
laryngoscopy,0,1,0,0,0,1
laser acupoint stimulation(laser pen),0,0,0,1,0,1
late dexamethazone,0,0,0,1,0,1
lau-7b,0,1,0,0,0,1
laughter theraphy,1,0,0,0,0,1
lay telephone coaching,0,1,0,0,0,1
leaf-4l6715,0,0,0,1,0,1
leronlimab,0,0,0,1,0,1
let it out (lio)-c,0,0,0,0,1,1
leukapheresis,0,0,0,1,0,1
leukotriene receptor antagonist,0,0,0,1,0,1
levamisole,0,0,0,1,0,1
levamisole / budesonide/formoterol,0,0,0,1,0,1
levilimab,0,1,0,0,0,1
liberase enzyme,0,0,0,1,0,1
licensed covid-19 vaccine,0,0,0,1,0,1
licensed seasonal influenza vaccine,1,0,0,0,0,1
licorice extract,0,0,0,1,0,1
lidocaine,0,0,0,1,0,1
lidocaine 2%,0,0,0,1,0,1
lifestyle (exercise),0,1,0,0,0,1
lifestyle (meditation),0,1,0,0,0,1
lifestyle change promotion program,0,0,0,1,0,1
lift,0,0,0,1,0,1
ligilactobacillus salivarius mp101,0,0,0,1,0,1
lilly bamlanivimab,0,0,0,1,0,1
lilly bamlanivimab / etesevimab,0,0,0,1,0,1
limbix spark,1,0,0,0,0,1
linagliptin,0,1,0,0,0,1
linagliptin 5 mg,0,0,0,0,1,1
linkages to medical,0,0,0,1,0,1
liposomal,0,1,0,0,0,1
liquid alpha1-proteinase inhibitor (human),0,0,0,1,0,1
listerine zero mouthwash product,0,0,0,1,0,1
"liver, lung, heart",1,0,0,0,0,1
"liver, lung, heart/kidney biopsy",1,0,0,0,0,1
longeveron mesenchymal stem cells (lmscs),0,0,0,1,0,1
longitudinally,0,0,0,1,0,1
lopinavir 200 mg,1,0,0,0,0,1
lopinavir 200 mg / ritonavir 50 mg [kaletra],1,0,0,0,0,1
lopinavir/ ritonavir/remdesivir combination,0,0,0,1,0,1
lopinavir/ritonavir / hydoxychloroquine,0,0,0,1,0,1
lopinavir/ritonavir 200 mg-50 mg oral tablet,0,0,0,1,0,1
losartan 50 mg,0,0,0,1,0,1
losartan 50 mg/spironolactone 25 mg pillules oral use,0,0,0,1,0,1
losmapimod,0,0,0,0,1,1
loss protection,0,0,1,0,0,1
lottery incentive,0,0,1,0,0,1
lovenox,0,0,0,1,0,1
low-dose placebo (18-59 years),0,0,0,1,0,1
low-dose placebo (18-59 years)/three dose regimen,0,0,0,1,0,1
low-dose placebo (18-59 years)/two dose regimen,0,0,0,1,0,1
low-dose placebo (60-85 years),0,0,0,1,0,1
low-dose placebo (60-85 years)/three dose regimen,0,0,0,1,0,1
low-dose placebo (60-85 years)/two dose regimen,0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years),0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/three dose regimen,0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/two dose regimen,0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years),0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/three dose regimen,0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/two dose regimen,0,0,0,1,0,1
low-dose recombinant sars-cov-2 vaccine (cho cell),0,0,0,1,0,1
low-field magnetic resonance imaging,0,0,0,1,0,1
low-field thoracic magnetic stimulation (lf-thms),0,0,1,0,0,1
low-intensity aerobic training,0,1,0,0,0,1
low-molecular-weight heparin,0,0,0,1,0,1
low dose,0,0,0,1,0,1
low dose aerosolized ad5-ncov,0,0,0,1,0,1
low dose bcd-250 injection,0,0,0,1,0,1
low dose low molecular weight heparin,0,0,0,1,0,1
low dose low molecular weight heparin/placebo,0,0,0,1,0,1
low dose of kbp-covid-19,0,0,0,1,0,1
low dose prednisolone,0,0,0,1,0,1
low dose rmt,0,0,0,1,0,1
low dose/high dose bcd-250 injection,0,0,0,1,0,1
low tailored message,1,0,0,0,0,1
low tailored message/covid-19 vaccine message,1,0,0,0,0,1
low/upper respiratory tract sample,0,0,0,1,0,1
lsalt peptide,1,0,0,0,0,1
"ltx-109 gel, 3%",0,0,0,1,0,1
lucinactant,0,0,0,1,0,1
lung impedance,0,0,0,1,0,1
lung low dose radiation,0,0,0,1,0,1
lung mechanics at different peep,0,1,0,0,0,1
lung ultrasonography,0,1,0,0,0,1
lung ultrasound use in patients hospitalized with covid,0,0,0,1,0,1
lus fourteen area,0,1,0,0,0,1
lus twelve area,0,1,0,0,0,1
lv-smenp-dc vaccine,0,0,0,1,0,1
lv-smenp-dc vaccine/antigen-specific ctls,0,0,0,1,0,1
ly3127804,0,0,0,0,1,1
ly3853113,1,0,0,0,0,1
lyt-100,0,0,0,1,0,1
m-m-r ii â® vaccine,1,0,0,0,0,1
m capsules 148 mg,0,1,0,0,0,1
m5049,0,1,0,0,0,1
machine learning,0,0,0,1,0,1
machine learning/ai algorithm,0,0,0,1,0,1
maf capsules 148 mg,0,1,0,0,0,1
magnesium citrate,0,0,0,1,0,1
magnesium citrate/probiotic,0,0,0,1,0,1
magnesium stearate),0,0,0,1,0,1
magnetic resonance spectroscopy (mrs).,0,0,0,1,0,1
magventure magpro system with brainsight neuronavigation device,0,0,0,1,0,1
maintenance,0,0,0,1,0,1
makair,0,0,0,1,0,1
management by a medical student,0,1,0,0,0,1
manremyc,0,0,0,1,0,1
manual acupuncture,0,0,0,1,0,1
maraviroc / currently used therapy,0,0,0,1,0,1
maraviroc experimental group,0,0,0,1,0,1
maraviroc/favipiravir/ct,0,0,0,1,0,1
mas825,0,1,0,0,0,1
masitinib,0,0,0,1,0,1
masked saline placebo,1,0,0,0,0,1
masseter inhibitory reflex,0,1,0,0,0,1
matrix-m adjuvant - phase 2,1,0,0,0,0,1
matrix-m1 adjuvant (crossover vaccination period),1,0,0,0,0,1
matrix-m1 adjuvant (initial vaccination period),1,0,0,0,0,1
matrix m1-adjuvant,1,0,0,0,0,1
maximal effort test,0,0,0,1,0,1
mcgrath videolaryngoscope,0,1,0,0,0,1
mct,0,0,0,1,0,1
me,0,1,0,0,0,1
me/my wishes,0,1,0,0,0,1
media intervention,0,0,0,1,0,1
medical evaluation,1,0,0,0,0,1
medical mask,0,0,0,1,0,1
medical record review - inpatient treatment,0,0,0,1,0,1
medical research council (mrc) dyspnea scale,0,1,0,0,0,1
medication review,1,0,0,0,0,1
meditation app usage,0,1,0,0,0,1
meditation therapy,0,0,0,1,0,1
meditation/anxiety reduction training,1,0,0,0,0,1
medium chain triglyceride oil,0,0,0,1,0,1
medium dosage inactivated sars-cov-2 vaccine on a 0-/14-day schedule,0,0,0,1,0,1
medium dose prednisolone,0,0,0,1,0,1
mefloquine as a prophylaxis against sars-cov-2 infection in household contacts of covid 19 confirmed cases,0,0,0,1,0,1
mefloquine/azithromycin/ tocilizumab,0,1,0,0,0,1
mejoracare,0,0,0,1,0,1
melatonin intravenous,0,1,0,0,0,1
melphalan,0,0,0,1,0,1
memory b-cell function,1,0,0,0,0,1
menacwy prime,0,0,0,1,0,1
menacwy prime/saline placebo boost / paracetamol,0,0,0,1,0,1
menacwy single dose,0,0,0,1,0,1
menacwy single dose / paracetamol,0,0,0,1,0,1
menacwy vaccine,1,0,0,0,0,1
mencare,0,0,1,0,0,1
mencare//bandebereho fathers'/couples' group education,0,0,1,0,0,1
mental imagery,0,0,0,1,0,1
mental well-being,0,1,0,0,0,1
"menthol 0.02%, methyl salicylate 0.05%, n- acetyl cysteine 1.2 gm%,",0,1,0,0,0,1
"menthol 0.02%, methyl salicylate 0.05%, n- acetyl cysteine 1.2 gm%,/diclofenac sodium 1gm%",0,1,0,0,0,1
merimepodib,0,0,0,0,1,1
mesenchymal stem cells transplantation,0,1,0,0,0,1
mesenchymal stromal cell-based therapy,0,0,0,1,0,1
mesenchymalÂ stem cells/heparin,0,1,0,0,0,1
mesencure,0,0,0,1,0,1
messaging,0,1,0,0,0,1
metabolic cofactor supplementation,0,0,0,1,0,1
metenkefalin,0,1,0,0,0,1
metenkefalin / tridecactide,0,1,0,0,0,1
metformin,0,0,0,1,0,1
metformin glycinate,0,1,0,0,0,1
methotrexate-lde phase 1,0,0,0,1,0,1
methotrexate-lde phase 2,0,0,0,1,0,1
methylene-blue photodisinfection,0,0,0,1,0,1
methylene blue/ vitamin c/n-acetyl cysteine,0,0,0,1,0,1
methylene blue/photodynamic therapy,0,1,0,0,0,1
methylprednisolone group,1,0,0,0,0,1
methylprednisolone injectable product,0,0,0,1,0,1
methylprednisolone injection,0,1,0,0,0,1
methylprednisolone tablet,0,0,0,1,0,1
mf59 adjuvanted sars-cov-2 sclamp vaccine,1,0,0,0,0,1
mfs,0,0,0,1,0,1
mhealth assessments,0,0,0,1,0,1
mhealth platform,0,0,0,1,0,1
microcrystalline cellulose capsule,0,0,0,1,0,1
micronized,0,1,0,0,0,1
"micronized/ultra-micronized palmitoylethanolamide (mpea/umpea, 300mg / 600mg) oral suspension",0,1,0,0,0,1
mind body syndrome therapy for long covid,0,0,0,1,0,1
mindfullness training,0,1,0,0,0,1
mindfulness-based cognitive therapy,0,0,0,1,0,1
mindfulness-based health promotion,0,0,0,1,0,1
mindfulness-based stress reduction,0,0,0,1,0,1
mindfulness based cognitive therapy for resilience during covid-19,0,0,0,1,0,1
mindfulness based cognitive therapy for resilience during covid-19/chamindwell,0,0,0,1,0,1
mindfulness practice,1,0,0,0,0,1
mindfulness rounds,0,1,0,0,0,1
mindfulness session(s),0,1,0,0,0,1
minimal attention control intervention,0,0,0,0,1,1
miniprobe alveoflex,0,0,0,1,0,1
"minus formula, huhuang detoxicity paste, baimu qingre jiedu paste",1,0,0,0,0,1
"minus formula, huhuang detoxicity paste, baimu qingre jiedu paste, fumigation",1,0,0,0,0,1
ml intravenous solution [actemra]_#1,0,0,0,0,1,1
ml intravenous solution [actemra]_#1 (2 doses),0,0,0,0,1,1
ml oral solution [calcidol],0,1,0,0,0,1
ml prefilled syringe [kineret],0,1,0,0,0,1
mls laser,0,1,0,0,0,1
mobile mental health app - 1,0,1,0,0,0,1
mobile mental health app - 2,0,1,0,0,0,1
mobile mental health app - 3,0,1,0,0,0,1
mobile mental health app - 4,0,1,0,0,0,1
moderate exercise training (age group 1; young adult 17 -30 years),0,0,0,1,0,1
moderate exercise training (age group 2; 31 to 45 years),0,0,0,1,0,1
moderate exercise training (age group 3; above 45 years),0,0,0,1,0,1
moderate intensity aerobic exercises,0,1,0,0,0,1
moderna,1,0,0,0,0,1
moderna mrna-1273,0,0,0,1,0,1
moderna mrna-1273 vaccine,0,0,0,1,0,1
modified bai he gu jin tang,0,0,0,1,0,1
modified ipac-uhn ppe,0,0,0,1,0,1
molecular hydrogen,0,0,0,1,0,1
molgramostim nebuliser solution,0,0,0,1,0,1
molixan,0,0,0,1,0,1
mometasone furoate nasal spray,0,1,0,0,0,1
mon002,0,0,0,1,0,1
monalizumab,1,0,0,0,0,1
monitoring,0,0,0,1,0,1
monitoring of the immune response,0,0,0,1,0,1
monitoring visit,0,0,0,0,1,1
monoclonal antibody,0,0,0,1,0,1
montmorrillonite,0,1,0,0,0,1
more,0,0,0,1,0,1
motivation,0,0,0,1,0,1
motivational interviewing,0,0,0,1,0,1
motivational interviewing/covid-19 symptom monitoring system,0,0,0,1,0,1
motivational messages,0,1,0,0,0,1
mout-to-mouth ventilation,0,1,0,0,0,1
mout-to-mouth ventilation with quantitative analysis,0,1,0,0,0,1
"mouthpiece b1(mouthpiece mpc-st gmdn:62534 generic name: endoscopic bite block, basic, reusable",1,0,0,0,0,1
mouthrinse with bãªta-cyclodextrin,0,1,0,0,0,1
mouthrinse with bãªta-cyclodextrin/citrox,0,1,0,0,0,1
mouthrinse without bãªta-cyclodextrin,0,1,0,0,0,1
mouthrinse without bãªta-cyclodextrin/citrox,0,1,0,0,0,1
mouthwash,0,1,0,0,0,1
mouthwash/nose rinse with the agnps solution,0,1,0,0,0,1
mouthwashes,0,1,0,0,0,1
mouthwashes/nose rinse in a conventional way,0,1,0,0,0,1
moxibustion,0,0,0,1,0,1
moxibustion/cupping,0,0,0,1,0,1
mp0420,0,0,0,1,0,1
mpa),0,0,0,1,0,1
mqfpd,0,0,0,1,0,1
mr,1,0,0,0,0,1
mr/m-m-r ii â® vaccine,1,0,0,0,0,1
mrg-001,1,0,0,0,0,1
mri,0,0,0,1,0,1
mrna-1273 sars-cov-2 vaccine,0,0,0,1,0,1
mrna-1273 sars-cov-2 vaccine from moderna,1,0,0,0,0,1
mrna-1273 vaccine,1,0,0,0,0,1
mrna-1273 vaccine (moderna),0,0,0,1,0,1
mrna-1273 vaccine (pfizer,0,0,0,1,0,1
mrna-1273 vaccine (pfizer/biontech),0,0,0,1,0,1
mrna-1273.617.2,1,0,0,0,0,1
mrna-1283,1,0,0,0,0,1
mrna covd19 vaccine,0,0,0,1,0,1
mrna covid-19 vaccine,0,0,0,1,0,1
mrna vaccine booster,1,0,0,0,0,1
msc,0,0,0,1,0,1
mstt1041a,0,1,0,0,0,1
mucodentol,0,0,0,1,0,1
multi-omics,0,0,0,1,0,1
multidisciplinary rehabilitation,0,0,0,1,0,1
multipeptide cocktail,1,0,0,0,0,1
multistem,0,0,0,1,0,1
multivitamin with 11mg of zinc,0,1,0,0,0,1
muscle-target oral nutritional supplementation,0,0,0,1,0,1
muscle biopsy,0,1,0,0,0,1
muscle relaxation therapy,0,0,0,1,0,1
museum virtual guided tours,0,1,0,0,0,1
mva-sars-2-s vaccinations (days 0,1,0,0,0,0,1
mva-sars-2-s vaccinations (days 0/28),1,0,0,0,0,1
mva-sars-2-st,0,0,0,1,0,1
mvc-cov1901,1,0,0,0,0,1
mvc-cov1901 (high-dose),1,0,0,0,0,1
mvc-cov1901(mid-dose),1,0,0,0,0,1
mw33 injection,0,0,0,1,0,1
mw33 injection placebo,0,0,0,1,0,1
my wishes,0,1,0,0,0,1
n-803,1,0,0,0,0,1
n-acetyl glucosamine (nag),1,0,0,0,0,1
n-etsd (oral capsule),1,0,0,0,0,1
n-etsd (suspension for injection),1,0,0,0,0,1
n95 respirator,0,0,0,1,0,1
na-831/atazanavir,0,0,0,1,0,1
na-831/dexamethasone,0,0,0,1,0,1
nad,0,0,0,1,0,1
nad/,0,0,0,1,0,1
nangibotide,0,0,0,1,0,1
nanocovax,0,0,0,1,0,1
naproxen,0,0,0,0,1,1
narrow band ultraviolet b-band light,0,0,0,1,0,1
narsoplimab,0,0,0,1,0,1
nasal,0,0,0,1,0,1
nasal breathing,0,0,0,1,0,1
nasal fluid sampling before,1,0,0,0,0,1
nasal lavage,0,0,1,0,0,1
nasal spray by distilled water to control group,0,0,0,1,0,1
nasal spray containing anti-sars-cov-2 antibodies derived from bovine colostrum,0,1,0,0,0,1
nasal spray to asymptomatic to mild covid-19 patient having multiple comorbidity,0,0,0,1,0,1
nasal spray to healthy volunteer,0,0,0,1,0,1
nasal spray to moderately ill covid-19 positive patient,0,0,0,1,0,1
nasopharyngeal,0,0,0,1,0,1
nasopharyngeal samples.,0,1,0,0,0,1
nasopharyngeal/throat/oropharyngeal swabs analyses by rt-pcr/ddpcr,0,0,0,1,0,1
nasopharynx,0,0,0,0,1,1
nasovax,0,0,0,0,1,1
nature,0,0,1,0,0,1
nature only,0,0,1,0,0,1
nature/mindfulness,0,0,1,0,0,1
navigation services,0,0,0,1,0,1
nbp2001 adjuvanted with alum (rbd 30î¼g,1,0,0,0,0,1
nbp2001 adjuvanted with alum (rbd 30î¼g/dose),1,0,0,0,0,1
nbp2001 adjuvanted with alum (rbd 50î¼g,1,0,0,0,0,1
nbp2001 adjuvanted with alum (rbd 50î¼g/dose),1,0,0,0,0,1
nbt-nm108,0,0,0,1,0,1
ndv-hxp-s b.1351 vaccine (group b1e),0,0,0,1,0,1
ndv-hxp-s p.1 vaccine (group b1e),0,0,0,1,0,1
ndv-hxp-s p.1 vaccine (group b2a),0,0,0,1,0,1
ndv-hxp-s p.1.351 vaccine (group b2a),0,0,0,1,0,1
ndv-hxp-s parental vaccine (group b1b),0,0,0,1,0,1
ndv-hxp-s parental vaccine (group b1c),0,0,0,1,0,1
ndv-hxp-s parental vaccine in 3 consecutive lots (group b1a),0,0,0,1,0,1
ndv-hxp-s parental vaccine simple dose (group b1d),0,0,0,1,0,1
ndv-hxp-s parental vaccine simple dose (group b1d) - 60 years old,0,0,0,1,0,1
ndv-hxp-s parental vaccine simple dose (group b1d) - 60 years old/more,0,0,0,1,0,1
ndv-hxp-s parental vaccine simple dose (group c2d),0,0,0,1,0,1
ndv-hxp-s parental vaccine simple dose (group c2d) - 60 years old,0,0,0,1,0,1
ndv-hxp-s parental vaccine simple dose (group c2d) - 60 years old/more,0,0,0,1,0,1
ndv-hxp-s vaccine based in variant,0,0,0,1,0,1
ndv-hxp-s vaccine based in variant (group c1b),0,0,0,1,0,1
ndv-hxp-s vaccine based in variant (group c1c),0,0,0,1,0,1
ndv-hxp-s vaccine based in variant (group c1c) - 60 years old,0,0,0,1,0,1
ndv-hxp-s vaccine based in variant (group c1c) - 60 years old/more,0,0,0,1,0,1
ndv-hxp-s vaccine based in variant (group c2b),0,0,0,1,0,1
ndv-hxp-s vaccine based in variant (group c2c),0,0,0,1,0,1
ndv-hxp-s vaccine based in variant / 3 consecutive lots (group c1a),0,0,0,1,0,1
ndv-hxp-s vaccine based in variant / 3 consecutive lots (group c2a),0,0,0,1,0,1
nebivolol,0,0,0,1,0,1
nebulised heparin,0,0,0,1,0,1
nebulised recombinant tissue-plasminogen activator (rt-pa) - cohort 1,0,0,0,1,0,1
nebulised recombinant tissue-plasminogen activator (rt-pa) - cohort 2 imv,0,0,0,1,0,1
nebulised recombinant tissue-plasminogen activator (rt-pa) - cohort 2 niv,0,0,0,1,0,1
nebulised unfractionated heparin (ufh),0,0,0,1,0,1
nebulized administration of zyesamiâ„¢,0,0,0,1,0,1
nebulized administration of zyesamiâ„¢/placebo,0,0,0,1,0,1
nebulized furosemide,0,0,0,1,0,1
nebulized platelet lysate,1,0,0,0,0,1
nebulized saline,0,0,0,1,0,1
nebulized sterile saline,1,0,0,0,0,1
negative control,0,0,0,1,0,1
neonatal resuscitation with ppe for the prevention of sars-cov-2 infection,0,1,0,0,0,1
neonatal resuscitation without ppe for the prevention of sars-cov-2 infection,0,1,0,0,0,1
neuro,0,1,0,0,0,1
neuro -,0,1,0,0,0,1
neuro /,0,1,0,0,0,1
neurocognitive assessment,0,0,0,1,0,1
neurology test,0,0,1,0,0,1
neuromuscular,0,0,0,1,0,1
neutral writing control,0,0,0,0,1,1
new ppe,0,1,0,0,0,1
news,0,0,0,0,1,1
news-2 score,1,0,0,0,0,1
news score,0,0,0,1,0,1
ng test,0,1,0,0,0,1
ngm621,0,0,0,1,0,1
niagen,0,0,0,1,0,1
niclosamide oral tablet,0,0,0,1,0,1
niclosamide suspension,0,0,0,1,0,1
nicorandil,0,0,0,1,0,1
nicotine 7 mg,0,0,0,1,0,1
nicotine 7 mg/ 24h transdermal patch - 24 hour,0,0,0,1,0,1
nicotine patch,0,0,0,1,0,1
nigella,0,0,0,1,0,1
nigella sativa,0,1,0,0,0,1
nigella sativa / black cumin,0,1,0,0,0,1
nigella sativa capsule twice daily,0,0,0,1,0,1
nigella sativa seed,0,0,0,1,0,1
nintedanib 150 mg [ofev],0,0,0,1,0,1
nirs (near-infrared spectroscopy),0,0,0,1,0,1
nitazoxanide/atazanavir/ritonavir,0,0,0,1,0,1
nitazoxanide/ciclã©sonide,0,0,0,1,0,1
nitrate-deplete beetroot juice,0,0,0,1,0,1
"nitric oxide lozenges, 30 mg",0,0,0,1,0,1
nitroglycerin,0,0,0,1,0,1
nk-1r antagonist,0,0,0,1,0,1
no activities of the hbcc project,1,0,0,0,0,1
no activities of the hbcc project/also no soap (pure control),1,0,0,0,0,1
no instruction regarding positioning,0,0,0,1,0,1
no intervention,0,1,0,0,0,1
no message,1,0,0,0,0,1
no messaging,1,0,0,0,0,1
no personal protective equipment (ppe),0,1,0,0,0,1
no racial inequality highlighting,0,1,0,0,0,1
no research related technology based social interactions,0,1,0,0,0,1
no rinsing,0,0,0,1,0,1
no soap,1,0,0,0,0,1
non-contact mce system,0,1,0,0,0,1
non-deceptive placebo,0,1,0,0,0,1
non-mindfulness intervention,0,1,0,0,0,1
non-operative management,0,0,0,0,1,1
