intervention,"Active, not recruiting",Completed,Enrolling by invitation,Recruiting,Terminated,Total
quantra system,0,0,1,0,0,1
quercetin phytosome,0,0,0,1,0,1
questionaire,0,1,0,0,0,1
questionnaire : preparedness for caregiving scale,0,0,0,1,0,1
"questionnaire, phone call",0,0,0,1,0,1
questionnaire/interview,0,0,0,1,0,1
"quickly avalaible clinical, biological",1,0,0,0,0,1
quinine,0,0,0,1,0,1
quinquina-stevia,0,0,1,0,0,1
quinquina-stevia/azythromycin,0,0,1,0,0,1
r tablets,1,0,0,0,0,1
racial inequality highlighted,1,0,0,0,0,1
radiological lung involvement evolution,0,0,0,1,0,1
radiological variables?,1,0,0,0,0,1
"raman analysis of saliva, characterization of the raman database",0,0,0,1,0,1
"raman analysis of saliva, characterization of the raman database/building of the classification model",0,0,0,1,0,1
ramipril,0,0,1,0,0,1
rapid-3,0,0,0,1,0,1
rapid diagnostic test vs pcr,0,0,0,1,0,1
rapid molecular test,0,0,0,1,0,1
rapid salivary test,0,1,0,0,0,1
rarefaction,0,0,0,1,0,1
rayaldee 30mcg extended-release (er) capsule,0,0,0,1,0,1
razuprotafib,0,0,0,1,0,1
razuprotafib subcutaneous solution,0,0,0,1,0,1
rbt-9 (90 mg),0,0,0,1,0,1
rdv,0,0,0,1,0,1
reactivity,0,0,0,1,0,1
reading a book,0,0,0,1,0,1
recharge,0,0,0,1,0,1
recombinant human interferon î±2b spray,1,0,0,0,0,1
recombinant human plasma gelsolin (rhu-pgsn),0,0,0,1,0,1
recombinant novel coronavirus vaccine (adenovirus type 5 vector) -placebo,0,0,0,1,0,1
recombinase,0,0,0,1,0,1
rectal swab,0,0,0,1,0,1
referral card,0,0,0,1,0,1
reginmune,0,0,0,1,0,1
registery data collection,0,0,0,1,0,1
regular care,0,0,0,1,0,1
regularly during follow up).,0,0,0,1,0,1
rehabilitation,0,1,0,0,0,1
rehabilitation of cognitive function after remission of the symptoms of covid-19,0,0,0,1,0,1
relation between frailty,0,0,0,1,0,1
relation between frailty/clinical outcomes in elderly patients with covid-19.,0,0,0,1,0,1
relationship improvement intervention.,0,0,0,1,0,1
remain covid free ssi,0,1,0,0,0,1
remdesivir-hu,1,0,0,0,0,1
remestemcel-l,0,0,0,1,0,1
remote cognitive behavioral therapy for insomnia,0,0,0,1,0,1
remote controlled exercise,0,0,0,1,0,1
remote pulmonary rehabilitation,0,0,0,1,0,1
removal of dead space filter,0,0,0,1,0,1
renin-angiotensin system inhibitors,0,0,0,1,0,1
repeat sars-cov-2 igg antibodies at 45-65 days,0,1,0,0,0,1
"reporting of anosmia, ageusia",0,1,0,0,0,1
"reporting of anosmia, ageusia/other clinical symptoms",0,1,0,0,0,1
reprocessing recent traumatic event protocol,0,0,0,1,0,1
research specific blood sample,0,0,0,1,0,1
"resp301, a nitric oxide generating solution",0,0,0,1,0,1
respiratory function rehabilitation training,0,0,0,1,0,1
respiratory mechanics measurement,0,1,0,0,0,1
respiratory monitor,0,0,0,1,0,1
respiratory physiotherapy,0,0,0,1,0,1
respiratory rehabilitation,0,0,0,1,0,1
"respiratory symptoms, symptoms of anxiety",0,0,0,1,0,1
"respiratory symptoms, symptoms of anxiety/depression,/post-traumatic stress screening",0,0,0,1,0,1
respiratory tract sample,0,0,0,1,0,1
respiratory training,0,0,0,1,0,1
resting 12 lead ecg,0,0,0,1,0,1
resveratrol,0,0,0,1,0,1
retrospective,0,0,0,1,0,1
retrospective case-control analysis,0,1,0,0,0,1
retrospective metagenomics on clinical samples collected during hospitalization,1,0,0,0,0,1
reverse transcription polymerase chain reaction,0,1,0,0,0,1
rh-dnase,0,0,0,1,0,1
rhace2,0,0,0,1,0,1
rhinopharyngeal,0,1,0,0,0,1
rhtpo,0,0,0,1,0,1
ria-device (remote investigation,0,0,0,1,0,1
ria-device (remote investigation/assessment),0,0,0,1,0,1
right lateral decubitus),0,0,0,1,0,1
rintatolimod,0,0,0,1,0,1
risankizumab,0,0,0,1,0,1
risk factors,0,1,0,0,0,1
ritonavir 50 mg [kaletra],1,0,0,0,0,1
ritonavir/oseltamivir,0,0,0,1,0,1
roactemra,0,0,0,0,1,1
robot assisted percutaneous cardiovascular intervention,0,0,0,1,0,1
rosuvastatin,0,0,0,1,0,1
routine care (no sars-covsts),0,0,0,1,0,1
rph-104,0,1,0,0,0,1
rt-qpcr test,0,0,0,1,0,1
sab-185,0,0,0,1,0,1
saline-sodium citrate (ssc) buffer,0,0,0,1,0,1
saline containing 1% human serum albuminï¼ˆsolution without uc-mscsï¼‰,0,1,0,0,0,1
saline placebo boost,0,0,0,1,0,1
saline with baby shampoo nasal irrigation,1,0,0,0,0,1
saline/standard care,0,0,0,1,0,1
saliva assay,0,0,1,0,0,1
saliva based assay: crude rna extraction,0,0,0,1,0,1
saliva test kit,0,0,0,1,0,1
saliva.,0,0,1,0,0,1
saliva/nps test,0,0,0,1,0,1
salivary,0,1,0,0,0,1
samba ii,0,0,0,1,0,1
sample,0,0,0,1,0,1
sample collection/performance evaluation (a),0,0,0,1,0,1
sample collection/performance evaluation (b),0,0,0,1,0,1
sampler skills,0,0,0,1,0,1
sar443122,0,1,0,0,0,1
sars-cov-2-test,0,0,0,1,0,1
sars-cov-2 ab,0,1,0,0,0,1
sars-cov-2 and,0,0,0,1,0,1
sars-cov-2 and/or mis-c exposure,0,0,0,1,0,1
sars-cov-2 antibody analysis,0,0,1,0,0,1
sars-cov-2 antibody based ivig therapy,0,0,0,1,0,1
sars-cov-2 antibody immunoassays,1,0,0,0,0,1
sars-cov-2 antibody testing,0,0,0,1,0,1
sars-cov-2 igg,0,0,0,1,0,1
sars-cov-2 infection,1,0,0,0,0,1
sars-cov-2 rapid diagnostic test (covid-prestoâ® igm,0,0,0,1,0,1
"sars-cov-2 rapid diagnostic test (covid-prestoâ® igm/igg, aaz, boulogne-billancourt, france)",0,0,0,1,0,1
"sars-cov-2 research in nasopharyngeal swab, sperm",0,0,0,1,0,1
"sars-cov-2 research in nasopharyngeal swab, sperm/serologics",0,0,0,1,0,1
sars-cov-2 rs/matrix m1-adjuvant,0,0,0,1,0,1
sars-cov-2 s1,0,1,0,0,0,1
sars-cov-2 s1/s2 igg,0,1,0,0,0,1
sars-cov-2 serological assessment (igg),0,0,0,1,0,1
sars-cov-2 specific t cells,0,0,0,1,0,1
sars-cov-2 vaccine formulation 1 with adjuvant 1,1,0,0,0,0,1
sars-cov-2 vaccine formulation 1 with adjuvant 2,1,0,0,0,0,1
sars-cov-2 vaccine formulation 2 with adjuvant 1,1,0,0,0,0,1
sars-cov-2 vaccine formulation 2 with adjuvant 2,1,0,0,0,0,1
sars-cov-2 vaccine formulation 2 without adjuvant,1,0,0,0,0,1
sars-cov2 infection,0,0,0,1,0,1
sars-cov2 testing,0,0,0,1,0,1
satisfaction evaluation,0,0,0,1,0,1
savr,1,0,0,0,0,1
sbi-101,0,0,0,1,0,1
scanning chest x-rays/performing ai algorithms on images,0,0,0,1,0,1
scb-2019,0,0,0,1,0,1
scb-2019 with as03 adjuvant,0,0,0,1,0,1
scb-2019 with cpg 1018 adjuvant,0,0,0,1,0,1
scb-2019 with cpg 1018 adjuvant/alum adjuvant,0,0,0,1,0,1
scd,0,0,0,1,0,1
sch intervention,0,0,1,0,0,1
scta01,0,0,0,1,0,1
sedation,0,0,0,1,0,1
self-administered questionnaire,0,1,0,0,0,1
self-care tools,0,0,1,0,0,1
self-compassion for chronic pain virtual group treatment program,0,0,0,1,0,1
self-help booklet,1,0,0,0,0,1
self-interest message,0,1,0,0,0,1
self-management booklet (switch: stay well during covid-19),0,0,0,1,0,1
self-questionnary,0,0,0,1,0,1
self-reported symptom collection,0,0,0,1,0,1
self study,0,0,0,1,0,1
selinexor,0,0,0,1,0,1
semen analysis,0,1,0,0,0,1
semen qualitative analysis,1,0,0,0,0,1
semi-structured telephone questionnaire,0,0,0,1,0,1
sending thorax ct video images via smartphone applications,0,1,0,0,0,1
senicapoc,0,0,0,1,0,1
sequencing,0,0,0,1,0,1
seraph,0,0,0,1,0,1
seraphâ®-100 microbindâ® affinity blood filter,0,0,0,1,0,1
serial seroconversion measurements in hospital employees during the covid-19 pandemic,0,0,0,1,0,1
serologic assays for antibodies to sars-cov-2,0,0,0,1,0,1
serologic immunoassays to sars-cov-2 antibodies,0,0,0,1,0,1
serology test follow-up,1,0,0,0,0,1
serology test for covid-19,0,0,0,1,0,1
seroprevalence of sars-cov-2 infection in patients with hiv infection,0,0,0,1,0,1
serum,1,0,0,0,0,1
serum neurofilaments as a marker of neurological damage.,0,0,0,1,0,1
serum neutralization,0,0,0,1,0,1
serum ngal,0,0,0,1,0,1
serum ngal/cystatin c,0,0,0,1,0,1
serum protein level analysis,0,1,0,0,0,1
service of questionnaire,0,1,0,0,0,1
sessions,1,0,0,0,0,1
severe acute respiratory syndrome coronavirus 2 detection,1,0,0,0,0,1
severity of lung involvement with covid-19.,0,1,0,0,0,1
shanshamani vati plus,0,1,0,0,0,1
shared decision making,0,0,1,0,0,1
shg,1,0,0,0,0,1
"shingrix (zoster vaccine recombinant, adjuvanted)",0,0,0,1,0,1
sildenafil,0,0,0,1,0,1
sildenafil citrate,0,0,0,1,0,1
silymarin,0,0,0,1,0,1
simha kriya,0,0,0,1,0,1
simple chest tomography,0,1,0,0,0,1
simulation of repurposed drugs for covid-19,1,0,0,0,0,1
simvastatin,0,0,0,1,0,1
single passive leg movement,0,0,0,1,0,1
sirukumab,0,0,0,1,0,1
six-minute walk test (6mwt),0,0,0,1,0,1
sledd with a l-mod,0,0,0,1,0,1
smartphone-based voice,0,0,0,1,0,1
smartphone-based voice/self-reported symptom collection,0,0,0,1,0,1
smf,0,1,0,0,0,1
sms-based support,0,0,0,1,0,1
sms message support,1,0,0,0,0,1
sng001,0,0,0,1,0,1
soc / ifx-1,0,0,0,1,0,1
soc / intravenous famotidine,0,0,0,1,0,1
social distancing,0,1,0,0,0,1
social media,0,1,0,0,0,1
social media campaigns encouraging cancer screening.,0,0,0,1,0,1
social media/news consumption,0,1,0,0,0,1
socialization,0,0,0,1,0,1
sofosbuvir/daclatasvir,0,0,0,1,0,1
soluble urokinase plasminogen activator receptor,0,0,0,1,0,1
solution-focused support program,0,0,0,1,0,1
sonclot coagulation,0,1,0,0,0,1
"sonclot coagulation/platelet function analyzer scp1, sienco, usa",0,1,0,0,0,1
SOP,0,0,0,1,0,1
sorbitol,0,0,0,1,0,1
spartan covid-19 system,0,1,0,0,0,1
spartan covid-19 test,0,0,0,1,0,1
specific anti-sars-cov-2 antibodies,0,0,0,1,0,1
specific exercise rehabilitation treatment,0,0,0,1,0,1
specimen collection,0,0,0,1,0,1
speed of processing training,0,0,0,1,0,1
speq (specific psychotic experiences questionnaire) - paranoia,0,0,0,1,0,1
speq (specific psychotic experiences questionnaire) - paranoia/grandiosity subscales,0,0,0,1,0,1
spin-chat program,0,1,0,0,0,1
"spirometry, thoracic ct, cpet, 6 minute walking test, sf-36 questionnaire",0,0,1,0,0,1
spironolactone 25 mg pillules oral use,0,0,0,1,0,1
sse educational intervention,1,0,0,0,0,1
st. george's respiratory questionnaire (sgrq),0,0,0,1,0,1
staff wellbeing centres,0,0,0,1,0,1
standard care/placebo,0,0,0,1,0,1
standard interface,0,1,0,0,0,1
standard of care thromboprophylaxis,0,0,0,1,0,1
standard oxygen delivery system,0,0,0,1,0,1
standard prophylactic dose enoxaparin,0,0,0,1,0,1
standard prophylactic dose enoxaparin/ unfractionated heparin,0,0,0,1,0,1
standard therapy protocol (stp),0,0,0,1,0,1
statins,1,0,0,0,0,1
stc-19,0,1,0,0,0,1
stellate ganglion block,0,0,0,1,0,1
stimulation test with arginine infusion in order to verify the possible existence of damage to the beta cell function induced by covid-19 infection,0,0,0,1,0,1
stools,0,0,0,1,0,1
stop processing,0,0,0,1,0,1
stp,0,0,0,1,0,1
stp / covid-19 convalescent plasma (cp),0,0,0,1,0,1
stp / standard plasma (sp),0,0,0,1,0,1
stress,0,0,0,1,0,1
stress scale,0,0,0,1,0,1
stress/anxiety questionnaire,0,0,0,1,0,1
study a,0,0,0,1,0,1
study arm,0,0,0,1,0,1
study b,0,0,0,1,0,1
study c,0,0,0,1,0,1
study d,0,0,0,1,0,1
study of immune-mediated mechanisms in patients tested positive for sars-cov-2,0,0,0,1,0,1
subacute rehabilitation,0,0,0,1,0,1
sublingual methylene blue,0,0,0,1,0,1
sudarshan kriya yoga (sky),0,0,0,1,0,1
sulfur hexafluoride lipid-type a microspheres,0,0,0,1,0,1
sulodexide,0,1,0,0,0,1
supine position,0,0,0,1,0,1
supine positioning,0,0,0,1,0,1
supportive therapy ssi,0,0,0,1,0,1
supportive tratment,0,0,0,1,0,1
supportive/symptomatic treatment,1,0,0,0,0,1
surfactant,0,0,0,1,0,1
surge capacity,0,1,0,0,0,1
surgery,0,0,0,1,0,1
"surgery: dynamic hip screw, hemiarthroplasty, hip replacement, intramedullary nail",0,1,0,0,0,1
surgical facial mask,0,1,0,0,0,1
surgical mask,0,0,0,1,0,1
surgical procedures performed under general anesthesia,0,1,0,0,0,1
survey/questionnaire,1,0,0,0,0,1
surveys/questionnaires,0,1,0,0,0,1
susceptibility to infection,0,0,0,1,0,1
suspension,0,0,0,1,0,1
suspension of heat killed (autoclaved) mycobacterium w,0,0,0,1,0,1
suspension/maintenance of angiotensin receptor blockers/angiotensin-converting enzyme inhibitors,0,0,0,1,0,1
swab,0,0,0,1,0,1
swallowing evaluation with the eat-10,0,0,0,1,0,1
swallowing evaluation with the eat-10/the volume-viscosity swallowing test (v-vst),0,0,0,1,0,1
sweat samples (covidog ancillary study),0,0,0,1,0,1
symbicort,0,0,0,1,0,1
symptom,1,0,0,0,0,1
symptom/exposure surveys,1,0,0,0,0,1
symptomatic drugs,0,0,0,1,0,1
symptomatic treatment,1,0,0,0,0,1
symptomatic treatment (paracetamol,0,0,0,1,0,1
symptomatic treatment (paracetamol),0,0,0,1,0,1
symptomatic treatment (paracetamol/best symptomatic treatment based on doctor recommendations),0,0,0,1,0,1
"symptomatology, treatment. daily activities",0,0,0,1,0,1
symptoms,0,0,0,1,0,1
synthetic neutralising antibodies,0,0,0,1,0,1
systemic,0,0,0,1,0,1
t cell derived exosom,1,0,0,0,0,1
t memory cells,0,0,0,1,0,1
t memory cells/nk cells,0,0,0,1,0,1
t3 solution,0,0,0,1,0,1
tacrolimus,0,0,0,1,0,1
taking biological samples,0,0,0,1,0,1
tape-software,0,0,0,1,0,1
taste/olfactory function evaluation,0,0,0,1,0,1
tavr,1,0,0,0,0,1
tavr/savr,1,0,0,0,0,1
tazobactam,0,0,0,1,0,1
tcc-covid mhealth,0,0,0,1,0,1
tcm,0,1,0,0,0,1
td139,0,0,0,1,0,1
tears swab,0,1,0,0,0,1
technology based social interactions,0,0,1,0,0,1
tele-interventions related to diabetes management,0,1,0,0,0,1
tele-interventions related to diabetes management/mental well-being,0,1,0,0,0,1
teleconsultation,1,0,0,0,0,1
teleconsultation either by phone,0,1,0,0,0,1
teleconsultation either by phone/by computer consultation,0,1,0,0,0,1
telehealth monitoring,0,0,0,1,0,1
telehealth/counselling,1,0,0,0,0,1
telephone consult,0,0,0,1,0,1
telephone follow-up,0,0,0,1,0,1
telephone interview,1,0,0,0,0,1
telepsychoeducation,0,0,1,0,0,1
telepsychoeducation with personalized videos,0,0,1,0,0,1
telepsychoeducation without personalized videos,0,0,1,0,0,1
telesimulation,0,0,0,1,0,1
tem-tpa,0,0,0,1,0,1
tenecteplase,0,0,0,1,0,1
tenofovir,0,0,0,1,0,1
tenofovir disoproxil,0,0,0,1,0,1
test,0,0,0,1,0,1
test group: experimental - uvc therapy applied,1,0,0,0,0,1
test rt-pcr,0,0,0,1,0,1
tested for sars-cov-2 (regardless of the result),0,0,0,1,0,1
testing,0,0,0,1,0,1
testing for sars-cov-2,1,0,0,0,0,1
testing sensitivity for sars-cov-2 virus in symptomatic individuals,0,1,0,0,0,1
tetrandrine,0,0,1,0,0,1
"the demographic, clinical, laboratory,",0,0,0,1,0,1
"the demographic, clinical, laboratory,/instrumental data",0,0,0,1,0,1
the management of severe covid-19 cases,0,0,0,1,0,1
the placenta,0,0,0,1,0,1
the use of the mentalplusâ® digital game for assessment,0,0,0,1,0,1
the use of the mentalplusâ® digital game for assessment/rehabilitation of cognitive function after remission of the symptoms of covid-19,0,0,0,1,0,1
therapeutic exercise,0,0,1,0,0,1
therapeutic exercise/education,0,0,1,0,0,1
theraputic heparin,0,0,0,1,0,1
therapy intervention,0,0,0,1,0,1
there is no intervention in this study,0,0,0,1,0,1
thoracic ct,0,0,0,1,0,1
thoracic ct-scan,0,0,0,1,0,1
thoracic lung ultrasound,0,0,0,1,0,1
thoraxic computed tomography,0,0,0,1,0,1
three dose regimen,0,0,0,1,0,1
"three doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28",0,0,0,1,0,1
"three doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28",0,0,0,1,0,1
"three doses of placebo at the schedule of day 0, 14, 28 #high-dose group#",0,0,0,1,0,1
"three doses of placebo at the schedule of day 0, 14, 28 #middle-dose group#",0,0,0,1,0,1
throat swab sample for measuring current infection with sars-cov-2,0,0,0,1,0,1
thrombin,0,0,0,1,0,1
thromboprofylaxis protocol,0,1,0,0,0,1
thymalfasin,0,0,0,1,0,1
thymosin,0,0,0,1,0,1
thyroidectomy,0,1,0,0,0,1
tigeraseâ®,0,1,0,0,0,1
tigeraseâ®/best available care,0,1,0,0,0,1
tirofiban,0,1,0,0,0,1
titanium blood test,0,0,0,1,0,1
tj003234,0,0,0,1,0,1
tlrs activation measurement,0,0,0,1,0,1
tm5614,0,0,0,1,0,1
tnkase,1,0,0,0,0,1
tociliuzumab,0,1,0,0,0,1
tocilizumab 20 mg/ml intravenous solution [actemra]_#1,0,0,0,1,0,1
tocilizumab 20 mg/ml intravenous solution [actemra]_#1 (2 doses),0,0,0,1,0,1
tof protocol,0,1,0,0,0,1
tomography angiography,0,1,0,0,0,1
tracheostomy,0,0,0,1,0,1
tracheostomy with aerosol box in covid-19 positive patients,0,1,0,0,0,1
tracheotomy,0,0,0,1,0,1
tradipitant,0,0,1,0,0,1
traditional proning arm,0,0,0,1,0,1
training clinicians in basic critical care,0,0,0,1,0,1
training clinicians in basic critical care/the management of severe covid-19 cases,0,0,0,1,0,1
"training for awareness, resilience,",0,1,0,0,0,1
"training for awareness, resilience,/action (tara)",0,1,0,0,0,1
training load,1,0,0,0,0,1
"training of youth, community health assistants",0,0,0,1,0,1
"training of youth, community health assistants/community health workers.",0,0,0,1,0,1
training session adressing information,0,0,0,1,0,1
training session adressing information/health literacy,0,0,0,1,0,1
tranexamic acid,0,0,0,1,0,1
trans sodium crocetinate,0,0,0,1,0,1
transcutaneous auricular vagus nerve stimulation,0,0,0,1,0,1
transfer package from ci therapy,0,0,0,1,0,1
transfusion of sars-cov-2 convalescent plasma.,0,0,0,1,0,1
transfusion of standard plasma.,0,0,0,1,0,1
transplant patient,1,0,0,0,0,1
transpulmonary pressure measurements,0,0,0,1,0,1
transpulmonary thermodilution,0,0,0,1,0,1
trauma-informed yoga video recording,0,0,0,1,0,1
trauma informed psychotherapy,0,0,0,1,0,1
trauma informed yoga,0,0,0,1,0,1
travelan otc,1,0,0,0,0,1
treamid,1,0,0,0,0,1
treated with hyperimmune plasma,0,0,0,1,0,1
treatment,0,1,0,0,0,1
treatment for covid-19,0,0,0,1,0,1
treatment/prophylaxis,0,1,0,0,0,1
triazavirin (riamilovir),0,0,0,1,0,1
tridecactide,1,0,0,0,0,1
trier social stress test,0,0,0,1,0,1
trimodulin,0,0,0,1,0,1
trimoxazole,0,0,0,1,0,1
trust in science message,0,1,0,0,0,1
trv027,0,0,0,1,0,1
tsvf,0,0,0,1,0,1
tuberculin,0,0,0,1,0,1
turkish physicians,0,1,0,0,0,1
two covid-19 vaccine candidate (tmv-083) administrations - high dose,0,0,0,1,0,1
two covid-19 vaccine candidate (tmv-083) administrations - low dose,0,0,0,1,0,1
two dose menacwy vaccine min. 4 weeks apart,0,0,0,1,0,1
two dose regimen,0,0,0,1,0,1
"two doses of commercial scale inactivated sars-cov-2 vaccine at the schedule of day 0,14",0,0,0,1,0,1
"two doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",0,0,0,1,0,1
"two doses of high dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28",1,0,0,0,0,1
"two doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",0,0,0,1,0,1
"two doses of pilot scale inactivated sars-cov-2 vaccine at the schedule of day 0,14",0,0,0,1,0,1
"two doses of pilot scale inactivated sars-cov-2 vaccine at the schedule of day 0,14 in elderly",0,0,0,1,0,1
"two doses of placebo at the schedule of day 0, 14 #high-dose group#",0,0,0,1,0,1
"two doses of placebo at the schedule of day 0, 14 #middle-dose group#",0,0,0,1,0,1
txa127,0,0,0,1,0,1
ty027,1,0,0,0,0,1
ub-612,0,0,0,1,0,1
ultra-micronized palmitoylethanolamide (mpea,0,0,0,1,0,1
ultra brief online mindfulness-based intervention,0,1,0,0,0,1
umifenovir,0,0,1,0,0,1
"umpea, 300mg",0,0,0,1,0,1
unavailable covid test result - hypothetical scenario,0,1,0,0,0,1
unfractionated heparin iv,0,0,0,1,0,1
unfractionated heparin sc,0,0,0,1,0,1
uni911 inhalation,0,0,0,1,0,1
unified protocol for covid-19 parenting stress (up-covid),1,0,0,0,0,1
unsupervised physical activities,0,0,0,1,0,1
"urinary ngal, timp-2, igfbp7, il-6, viral load",0,0,0,1,0,1
"urinary ngal, timp-2, igfbp7, il-6, viral load/metabolomic",0,0,0,1,0,1
usability,0,0,0,1,0,1
use,0,1,0,0,0,1
use of social media during covid-19,0,1,0,0,0,1
"use of the pinpointiq solution (physiq, inc.)",0,0,1,0,0,1
use/exposure to disinfectants during the coronavirus pandemic,0,1,0,0,0,1
usual antibiotic treatment,0,0,0,1,0,1
usual care positioning with no instructions,1,0,0,0,0,1
usual practice / symbicort rapihaler,0,0,0,1,0,1
utooth btc),0,0,0,1,0,1
uttr1147a,0,0,0,1,0,1
uv light treatment,0,0,0,1,0,1
v-sars,1,0,0,0,0,1
v/q spect-ct,0,0,0,1,0,1
v/q vest,0,0,1,0,0,1
v590,0,0,0,1,0,1
v591,0,0,0,1,0,1
vaccinated with polio vaccine (ipv),0,0,0,1,0,1
vaccine therapy,0,0,0,1,0,1
vaccine: recombinant new coronavirus vaccine (cho cell) low-dose group,0,0,0,1,0,1
vaccine: recombinant new coronavirus vaccine (cho cells) high-dose group,0,0,0,1,0,1
vadadustat,0,0,0,1,0,1
validation of the lamp assays,0,0,0,1,0,1
validation of the ngs method,0,0,0,1,0,1
validation of the poct antigen tests,0,0,0,1,0,1
vcpm,0,0,0,1,0,1
vehicle,0,1,0,0,0,1
vehicle / heparin along with best supportive care,0,1,0,0,0,1
vehicle control,0,0,0,1,0,1
venipuncture in peripheral vein,0,0,0,1,0,1
venous draw,0,0,0,1,0,1
venous draw/testing,0,0,0,1,0,1
verapamil,0,0,0,1,0,1
veru-111,0,0,0,1,0,1
vib7734,0,0,0,1,0,1
vibrolung,0,0,0,1,0,1
video-based intervention,0,0,0,1,0,1
video chat,1,0,0,0,0,1
video chat / basic feedback,1,0,0,0,0,1
video chat /personalized feedback,1,0,0,0,0,1
video dance classes,0,0,0,1,0,1
videofluoroscopy,0,0,0,1,0,1
vielight rx plus,0,0,0,1,0,1
views,0,0,0,1,0,1
vir-7831,0,0,0,1,0,1
virgin coconut oil (vco),0,0,0,1,0,1
virtual care at home,0,0,0,1,0,1
virtual elm,1,0,0,0,0,1
virtual group exercise,0,0,0,1,0,1
virtual group intervention,0,1,0,0,0,1
virtual reality,0,0,0,1,0,1
virtual reality therapy first,1,0,0,0,0,1
viruxal oral,0,0,0,1,0,1
viruxal oral/nasal spray,0,0,0,1,0,1
visual prompts,0,1,0,0,0,1
vitamin b,0,0,0,1,0,1
vitamin c tablets,0,0,0,1,0,1
vitamin e,1,0,0,0,0,1
vitamins,0,0,0,1,0,1
vitros anti-sars-cov-2 igg test,0,0,1,0,0,1
viusid,0,0,0,1,0,1
viusid/asbrip,0,0,0,1,0,1
voice symptom scale (voiss),0,0,0,1,0,1
volume rapid test,0,0,0,1,0,1
vxa-cov2-1,1,0,0,0,0,1
walk test,0,0,0,1,0,1
water without an elevated level of kelea,0,0,0,1,0,1
wearing surgical face mask sprayed with hypertonic saline,0,0,0,1,0,1
web-based redcap survey,0,0,0,1,0,1
web application users,0,0,0,1,0,1
web based questionnaire,0,0,1,0,0,1
weck-cel swab collection,0,0,1,0,0,1
weekly assessment,0,0,0,1,0,1
white sender in acknowledgement,1,0,0,0,0,1
white sender in informational videos,1,0,0,0,0,1
who recommendations (waiting condition),0,0,0,1,0,1
whoqol-bref,0,0,0,1,0,1
withings scanwatch,0,0,0,1,0,1
woebot substance use disorder,0,0,0,1,0,1
written summary of rounds,0,0,0,1,0,1
x-ray,0,0,0,1,0,1
xav-19,0,0,0,1,0,1
xc221,0,1,0,0,0,1
xcel-umc-beta,0,0,0,1,0,1
yoga group,1,0,0,0,0,1
zanubrutinib,0,0,0,1,0,1
zaritt burden interview,0,0,0,1,0,1
zavegepant (bhv-3500),0,0,0,1,0,1
zidovudine,0,1,0,0,0,1
zilucoplanâ®,0,0,0,1,0,1
zinc citrate,0,0,0,1,0,1
zinc picolinate,0,0,0,1,0,1
zithromax,0,0,0,1,0,1
zofin,0,0,0,1,0,1
