nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,intervention_type,intervention_name,description,status,facility_name,city,state,zip,country,site_count
NCT04261270,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-04,NA,NA,2020-03-14,2020-02-06,2020-02-07,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"February 1, 2020",Actual,2020-02-01,March 2020,2020-03-31,"July 1, 2020",Anticipated,2020-07-01,"May 1, 2020",Anticipated,2020-05-01,NA,Interventional,NA,,"A Randomized,Open,Controlled Clinical Study to Evaluate the Efficacy of ASC09F and Ritonavir for 2019-nCoV Pneumonia","A Randomized,Open,Controlled Small Sample Clinical Study to Evaluate the Efficacy and Safety of ASC09/Ritonavir Compound Tablets and Ritonavir for 2019-nCoV Pneumonia",Recruiting,NA,Phase 3,60,Anticipated,Tongji Hospital,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:26:11Z,2020-04-01T09:26:11Z,4326284,Drug,ASC09F+Oseltamivir,"ASC09F tablets:one tablet(400mg/tablet)twice a day for 14 days;Oseltamivir tablet:75mg,once a day",Recruiting,Department and Institute of Infectious Disease,Wuhan,Hubei,430030,China,1
NCT04261270,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-04,NA,NA,2020-03-14,2020-02-06,2020-02-07,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"February 1, 2020",Actual,2020-02-01,March 2020,2020-03-31,"July 1, 2020",Anticipated,2020-07-01,"May 1, 2020",Anticipated,2020-05-01,NA,Interventional,NA,,"A Randomized,Open,Controlled Clinical Study to Evaluate the Efficacy of ASC09F and Ritonavir for 2019-nCoV Pneumonia","A Randomized,Open,Controlled Small Sample Clinical Study to Evaluate the Efficacy and Safety of ASC09/Ritonavir Compound Tablets and Ritonavir for 2019-nCoV Pneumonia",Recruiting,NA,Phase 3,60,Anticipated,Tongji Hospital,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:26:11Z,2020-04-01T09:26:11Z,4326285,Drug,Ritonavir+Oseltamivir,"Ritonavir tablet:three tablets(100mg/tablet)twice a day for 14 days;Oseltamivir tablet:75mg,once a day",Recruiting,Department and Institute of Infectious Disease,Wuhan,Hubei,430030,China,1
NCT04261270,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-04,NA,NA,2020-03-14,2020-02-06,2020-02-07,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"February 1, 2020",Actual,2020-02-01,March 2020,2020-03-31,"July 1, 2020",Anticipated,2020-07-01,"May 1, 2020",Anticipated,2020-05-01,NA,Interventional,NA,,"A Randomized,Open,Controlled Clinical Study to Evaluate the Efficacy of ASC09F and Ritonavir for 2019-nCoV Pneumonia","A Randomized,Open,Controlled Small Sample Clinical Study to Evaluate the Efficacy and Safety of ASC09/Ritonavir Compound Tablets and Ritonavir for 2019-nCoV Pneumonia",Recruiting,NA,Phase 3,60,Anticipated,Tongji Hospital,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:26:11Z,2020-04-01T09:26:11Z,4326286,Drug,Oseltamivir,"75mg ,once a day",Recruiting,Department and Institute of Infectious Disease,Wuhan,Hubei,430030,China,1
NCT04331613,"ClinicalTrials.gov processed this data on April 10, 2020",2020-02-06,NA,NA,2020-03-31,2020-03-31,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-03-31,2020-04-02,Actual,"January 27, 2020",Actual,2020-01-27,January 2020,2020-01-31,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,NA,Interventional,NA,,Safety and Efficacy of CAStem for Severe COVID-19 Associated With/Without ARDS,Safety and Efficacy Study of Human Embryonic Stem Cells Derived M Cells (CAStem) for the Treatment of Severe COVID-19 Associated With or Without Acute Respiratory Distress Syndrome (ARDS),Recruiting,NA,Phase 1/Phase 2,9,Anticipated,Chinese Academy of Sciences,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-12T09:06:30Z,2020-04-12T09:06:30Z,5024332,Biological,CAStem,CAStem will be administered intravenously.,Recruiting,"Beijing YouAn Hospital, Capital Medical University",Beijing,"Beijing, China",100000,China,1
NCT04275245,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-06,NA,NA,2020-02-16,2020-02-16,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-02-16,2020-02-19,Actual,"February 3, 2020",Actual,2020-02-03,February 2020,2020-02-29,"December 31, 2020",Anticipated,2020-12-31,"December 31, 2020",Anticipated,2020-12-31,NA,Interventional,NA,,Clinical Study of Anti-CD147 Humanized Meplazumab for Injection to Treat With 2019-nCoV Pneumonia,"Single Center, Single Arm, Open Clinical Study to Access Safety and Initial Efficacy of Anti-CD147 Humanized Meplazumab for Injection to Treat With 2019-nCoV Pneumonia",Recruiting,NA,Phase 1/Phase 2,20,Anticipated,Tang-Du Hospital,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-01T09:24:15Z,2020-04-01T09:24:15Z,4324575,Drug,Meplazumab for Injection,humanized MAb against CD147,Recruiting,Tangdu Hospital,Xi'an,Shaanxi,710032,China,1
NCT04261907,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-06,NA,NA,2020-02-06,2020-02-06,2020-02-10,Actual,NA,NA,NA,NA,NA,NA,2020-02-06,2020-02-10,Actual,"February 7, 2020",Anticipated,2020-02-07,February 2020,2020-02-29,"June 30, 2020",Anticipated,2020-06-30,"May 31, 2020",Anticipated,2020-05-31,NA,Interventional,NA,,Evaluating and Comparing the Safety and Efficiency of ASC09/Ritonavir and Lopinavir/Ritonavir for Novel Coronavirus Infection,"A Randomized, Open-label, Multi-centre Clinical Trial Evaluating and Comparing the Safety and Efficiency of ASC09/Ritonavir and Lopinavir/Ritonavir for Confirmed Cases of Pneumonia Caused by Novel Coronavirus Infection",Not yet recruiting,NA,N/A,160,Anticipated,First Affiliated Hospital of Zhejiang University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-01T09:26:07Z,2020-04-01T09:26:07Z,4326203,Drug,ASC09/ritonavir group,"ASC09/ritonavir(300mg/100mg tablet), one tablet each time, twice daily, for 14 days, +conventional standardized treatment",NA,NA,NA,NA,NA,NA,NA
NCT04261907,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-06,NA,NA,2020-02-06,2020-02-06,2020-02-10,Actual,NA,NA,NA,NA,NA,NA,2020-02-06,2020-02-10,Actual,"February 7, 2020",Anticipated,2020-02-07,February 2020,2020-02-29,"June 30, 2020",Anticipated,2020-06-30,"May 31, 2020",Anticipated,2020-05-31,NA,Interventional,NA,,Evaluating and Comparing the Safety and Efficiency of ASC09/Ritonavir and Lopinavir/Ritonavir for Novel Coronavirus Infection,"A Randomized, Open-label, Multi-centre Clinical Trial Evaluating and Comparing the Safety and Efficiency of ASC09/Ritonavir and Lopinavir/Ritonavir for Confirmed Cases of Pneumonia Caused by Novel Coronavirus Infection",Not yet recruiting,NA,N/A,160,Anticipated,First Affiliated Hospital of Zhejiang University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-01T09:26:07Z,2020-04-01T09:26:07Z,4326204,Drug,lopinavir/ritonavir group,"Lopinavir/ritonavir tablets(200mg / 50mg tablet), two tablets each time, twice daily, for 14 days, +conventional standardized treatment",NA,NA,NA,NA,NA,NA,NA
NCT04260594,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-06,NA,NA,2020-02-06,2020-02-06,2020-02-07,Actual,NA,NA,NA,NA,NA,NA,2020-02-06,2020-02-07,Actual,"February 7, 2020",Anticipated,2020-02-07,February 2020,2020-02-29,"December 30, 2020",Anticipated,2020-12-30,"July 1, 2020",Anticipated,2020-07-01,NA,Interventional,NA,,Clinical Study of Arbidol Hydrochloride Tablets in the Treatment of Pneumonia Caused by Novel Coronavirus,"Randomized, Open, Multicenter Study on the Efficacy and Safety of Arbidol Hydrochloride Tablets in Treating Pneumonia in Patients Infected With Novel Coronavirus (2019-ncov).",Not yet recruiting,NA,Phase 4,380,Anticipated,Ruijin Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-01T09:26:15Z,2020-04-01T09:26:15Z,4326371,Drug,Arbidol,"Arbidol tablets: take 2 tablets/time, 3 times/day for 14-20 days",NA,NA,NA,NA,NA,NA,NA
NCT04260594,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-06,NA,NA,2020-02-06,2020-02-06,2020-02-07,Actual,NA,NA,NA,NA,NA,NA,2020-02-06,2020-02-07,Actual,"February 7, 2020",Anticipated,2020-02-07,February 2020,2020-02-29,"December 30, 2020",Anticipated,2020-12-30,"July 1, 2020",Anticipated,2020-07-01,NA,Interventional,NA,,Clinical Study of Arbidol Hydrochloride Tablets in the Treatment of Pneumonia Caused by Novel Coronavirus,"Randomized, Open, Multicenter Study on the Efficacy and Safety of Arbidol Hydrochloride Tablets in Treating Pneumonia in Patients Infected With Novel Coronavirus (2019-ncov).",Not yet recruiting,NA,Phase 4,380,Anticipated,Ruijin Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-01T09:26:15Z,2020-04-01T09:26:15Z,4326372,Other,basic treatment,basic treatment,NA,NA,NA,NA,NA,NA,NA
NCT04261517,"ClinicalTrials.gov processed this data on April 22, 2020",2020-02-06,NA,NA,2020-04-09,2020-02-06,2020-02-07,Actual,NA,NA,NA,NA,NA,NA,2020-04-09,2020-04-13,Actual,"February 6, 2020",Actual,2020-02-06,April 2020,2020-04-30,"February 25, 2020",Actual,2020-02-25,"February 25, 2020",Actual,2020-02-25,NA,Interventional,NA,,Efficacy and Safety of Hydroxychloroquine for Treatment of COVID-19,Efficacy and Safety of Hydroxychloroquine for Treatment of COVID-19,Completed,NA,Phase 3,30,Actual,Shanghai Public Health Clinical Center,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-23T09:17:30Z,2020-04-23T09:17:30Z,5151520,Drug,Hydroxychloroquine,"Subjects take hydroxychloroquine 400 mg per day for 5 days, also take conventional treatments",|,Shanghai Public Health Clinical Center|Shanghai Public Health Clinical Center,Shanghai|Shanghai,Shanghai|Shanghai,201508|,China|China,2
NCT04269525,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-07,NA,NA,2020-02-12,2020-02-12,2020-02-13,Actual,NA,NA,NA,NA,NA,NA,2020-02-12,2020-02-17,Actual,"February 6, 2020",Actual,2020-02-06,February 2020,2020-02-29,"September 30, 2020",Anticipated,2020-09-30,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Umbilical Cord(UC)-Derived Mesenchymal Stem Cells(MSCs) Treatment for the 2019-novel Coronavirus(nCOV) Pneumonia,Clinical Research Regarding the Availability and Safety of UC-MSCs Treatment for Serious Pneumonia and Critical Pneumonia Caused by the 2019-nCOV Infection,Recruiting,NA,Phase 2,10,Anticipated,Zhongnan Hospital,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-01T09:25:03Z,2020-04-01T09:25:03Z,4325229,Biological,UC-MSCs,"After enrollment, each subject will receive UC-MSCs infusion intravenously on day 1, day 3, day 5, and day 7.",Recruiting,Zhongnan Hospital of Wuhan University,Wuhan,Hubei,430000,China,1
NCT04268537,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-08,NA,NA,2020-02-12,2020-02-12,2020-02-13,Actual,NA,NA,NA,NA,NA,NA,2020-02-12,2020-02-13,Actual,"February 10, 2020",Anticipated,2020-02-10,February 2020,2020-02-29,"October 31, 2020",Anticipated,2020-10-31,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Immunoregulatory Therapy for 2019-nCoV,Immunoregulatory Therapy for 2019-nCoV-induced Severe Pneumonia Patients,Not yet recruiting,NA,Phase 2,120,Anticipated,"Southeast University, China",,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:25:10Z,2020-04-01T09:25:10Z,4325337,Drug,PD-1 blocking antibody+standard treatment,"After randomization, PD-1 blocking antibody 200mg iv, one time. Standard treatment is according to the protocol of treatment of 2019-nCoV infection",NA,NA,NA,NA,NA,NA,NA
NCT04268537,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-08,NA,NA,2020-02-12,2020-02-12,2020-02-13,Actual,NA,NA,NA,NA,NA,NA,2020-02-12,2020-02-13,Actual,"February 10, 2020",Anticipated,2020-02-10,February 2020,2020-02-29,"October 31, 2020",Anticipated,2020-10-31,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Immunoregulatory Therapy for 2019-nCoV,Immunoregulatory Therapy for 2019-nCoV-induced Severe Pneumonia Patients,Not yet recruiting,NA,Phase 2,120,Anticipated,"Southeast University, China",,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:25:10Z,2020-04-01T09:25:10Z,4325338,Drug,Thymosin+standard treatment,"Thymosin 1.6 mg sc qd, last for 5 days. Standard treatment is according to the protocol of treatment of 2019-nCoV infection",NA,NA,NA,NA,NA,NA,NA
NCT04268537,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-08,NA,NA,2020-02-12,2020-02-12,2020-02-13,Actual,NA,NA,NA,NA,NA,NA,2020-02-12,2020-02-13,Actual,"February 10, 2020",Anticipated,2020-02-10,February 2020,2020-02-29,"October 31, 2020",Anticipated,2020-10-31,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Immunoregulatory Therapy for 2019-nCoV,Immunoregulatory Therapy for 2019-nCoV-induced Severe Pneumonia Patients,Not yet recruiting,NA,Phase 2,120,Anticipated,"Southeast University, China",,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:25:10Z,2020-04-01T09:25:10Z,4325339,Other,standard treatment,Standard treatment is according to the protocol of treatment of 2019-nCoV infection,NA,NA,NA,NA,NA,NA,NA
NCT04264858,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-08,NA,NA,2020-03-13,2020-02-08,2020-02-11,Actual,NA,NA,NA,NA,NA,NA,2020-03-13,2020-03-17,Actual,"March 17, 2020",Anticipated,2020-03-17,March 2020,2020-03-31,"May 31, 2020",Anticipated,2020-05-31,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Treatment of Acute Severe 2019-nCoV Pneumonia With Immunoglobulin From Cured Patients,An Exploratory Clinical Study on the Treatment of Acute Severe 2019-nCoV Pneumonia With Immunoglobulin From Cured 2019-nCoV Pneumonia Patients,Not yet recruiting,NA,N/A,10,Anticipated,"Wuhan Union Hospital, China",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-01T09:25:37Z,2020-04-01T09:25:37Z,4325849,Drug,Immunoglobulin of cured patients,"0.2g/kg, ivdrip, once a day, for 3 days",,"Department of Cardiology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Wuhan,Hubei,430022,China,1
NCT04264858,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-08,NA,NA,2020-03-13,2020-02-08,2020-02-11,Actual,NA,NA,NA,NA,NA,NA,2020-03-13,2020-03-17,Actual,"March 17, 2020",Anticipated,2020-03-17,March 2020,2020-03-31,"May 31, 2020",Anticipated,2020-05-31,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Treatment of Acute Severe 2019-nCoV Pneumonia With Immunoglobulin From Cured Patients,An Exploratory Clinical Study on the Treatment of Acute Severe 2019-nCoV Pneumonia With Immunoglobulin From Cured 2019-nCoV Pneumonia Patients,Not yet recruiting,NA,N/A,10,Anticipated,"Wuhan Union Hospital, China",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-01T09:25:37Z,2020-04-01T09:25:37Z,4325850,Drug,Î³-Globulin,"0.2g/kg, ivdrip, once a day, for 3 days",,"Department of Cardiology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Wuhan,Hubei,430022,China,1
NCT04282902,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-10,NA,NA,2020-02-21,2020-02-21,2020-02-25,Actual,NA,NA,NA,NA,NA,NA,2020-02-21,2020-02-25,Actual,"February 4, 2020",Actual,2020-02-04,February 2020,2020-02-29,"June 1, 2020",Anticipated,2020-06-01,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,A Study to Evaluate the Efficacy and Safety of Pirfenidone With Novel Coronavirus Infection,"A Randomized, Open-label Study to Evaluate the Efficacy and Safety of Pirfenidone in Patients With Severe and Critical Novel Coronavirus Infection",Recruiting,NA,Phase 3,294,Anticipated,Tongji Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-01T09:23:17Z,2020-04-01T09:23:17Z,4323698,Drug,pirfenidone,"Pirfenidone is administered orally 3 times a day, 2 tablets each time, for a period of 4 weeks or longer",Recruiting,Tongji hospital affiliated to huazhong university of science and technology,Wuhan,Hubei,,China,1
NCT04276688,"ClinicalTrials.gov processed this data on April 24, 2020",2020-02-11,NA,NA,2020-04-13,2020-02-17,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-04-13,2020-04-15,Actual,"February 10, 2020",Actual,2020-02-10,April 2020,2020-04-30,"March 31, 2020",Actual,2020-03-31,"March 30, 2020",Actual,2020-03-30,NA,Interventional,NA,,"Lopinavir/ Ritonavir, Ribavirin and IFN-beta Combination for nCoV Treatment","An Open-label Randomized Controlled Trial on Lopinavir/ Ritonavir, Ribavirin and Interferon Beta 1b Combination Versus Lopinavir/ Ritonavir Alone, as Treatment for 2019 Novel Coronavirus Infection",Completed,NA,Phase 2,127,Actual,The University of Hong Kong,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:20:36Z,2020-04-25T09:20:36Z,5176687,Drug,Lopinavir/ritonavir,400mg/100mg twice daily for 14 days,,"University of Hong Kong, Queen Mary Hospital",Hong Kong,,,Hong Kong,1
NCT04276688,"ClinicalTrials.gov processed this data on April 24, 2020",2020-02-11,NA,NA,2020-04-13,2020-02-17,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-04-13,2020-04-15,Actual,"February 10, 2020",Actual,2020-02-10,April 2020,2020-04-30,"March 31, 2020",Actual,2020-03-31,"March 30, 2020",Actual,2020-03-30,NA,Interventional,NA,,"Lopinavir/ Ritonavir, Ribavirin and IFN-beta Combination for nCoV Treatment","An Open-label Randomized Controlled Trial on Lopinavir/ Ritonavir, Ribavirin and Interferon Beta 1b Combination Versus Lopinavir/ Ritonavir Alone, as Treatment for 2019 Novel Coronavirus Infection",Completed,NA,Phase 2,127,Actual,The University of Hong Kong,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:20:36Z,2020-04-25T09:20:36Z,5176688,Drug,Ribavirin,400mg twice daily for 14 days,,"University of Hong Kong, Queen Mary Hospital",Hong Kong,,,Hong Kong,1
NCT04276688,"ClinicalTrials.gov processed this data on April 24, 2020",2020-02-11,NA,NA,2020-04-13,2020-02-17,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-04-13,2020-04-15,Actual,"February 10, 2020",Actual,2020-02-10,April 2020,2020-04-30,"March 31, 2020",Actual,2020-03-31,"March 30, 2020",Actual,2020-03-30,NA,Interventional,NA,,"Lopinavir/ Ritonavir, Ribavirin and IFN-beta Combination for nCoV Treatment","An Open-label Randomized Controlled Trial on Lopinavir/ Ritonavir, Ribavirin and Interferon Beta 1b Combination Versus Lopinavir/ Ritonavir Alone, as Treatment for 2019 Novel Coronavirus Infection",Completed,NA,Phase 2,127,Actual,The University of Hong Kong,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:20:36Z,2020-04-25T09:20:36Z,5176689,Drug,Interferon Beta-1B,0.25mg subcutaneous injection alternate day for 3 days,,"University of Hong Kong, Queen Mary Hospital",Hong Kong,,,Hong Kong,1
NCT04280224,"ClinicalTrials.gov processed this data on April 22, 2020",2020-02-13,NA,NA,2020-04-11,2020-02-20,2020-02-21,Actual,NA,NA,NA,NA,NA,NA,2020-04-11,2020-04-14,Actual,"February 15, 2020",Actual,2020-02-15,February 2020,2020-02-29,"December 30, 2020",Anticipated,2020-12-30,"September 30, 2020",Anticipated,2020-09-30,NA,Interventional,NA,,NK Cells Treatment for COVID-19,Clinical Investigation of Natural Killer Cells Treatment in Pneumonia Patients Infected With 2019 Novel Coronavirus,Recruiting,NA,Phase 1,30,Anticipated,Xinxiang medical university,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-24T09:09:48Z,2020-04-24T09:09:48Z,5164319,Biological,NK Cells,twice a week of NK cells (0.1-2*10E7 cells/kg body weight),Recruiting,The First Affiliated Hospital of Xinxiang Medical University,Xinxiang,Henan,453000,China,1
NCT04304313,"ClinicalTrials.gov processed this data on March 31, 2020",2020-02-14,NA,NA,2020-03-14,2020-03-10,2020-03-11,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"February 9, 2020",Actual,2020-02-09,March 2020,2020-03-31,"November 9, 2020",Anticipated,2020-11-09,"March 1, 2020",Actual,2020-03-01,NA,Interventional,NA,,A Pilot Study of Sildenafil in COVID-19,A Pilot Study of Sildenafi in the Treatment of COVID-19,Recruiting,NA,Phase 3,10,Anticipated,Tongji Hospital,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-01T09:20:35Z,2020-04-01T09:20:35Z,4321094,Drug,Sildenafil citrate tablets,0.1g/day for 14 days,Recruiting,Department and Institute of Infectious Disease,Wuhan,Hubei,430030,China,1
