nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,name,downcase_name
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-25,NA,NA,2020-12-15,2020-03-25,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2020-12-15,2020-12-17,Actual,"June 1, 2020",Actual,2020-06-01,December 2020,2020-12-31,December 2021,Anticipated,2021-12-31,March 2021,Anticipated,2021-03-31,NA,Observational,EC-COVID-PCS,,Early CPAP in COVID-19 Patients With Respiratory Failure. A Prospective Cohort Study.,EC-COVID-PCS - Early CPAP in COVID Patients With Respiratory Failure. A Prospective Cohort Study.,Recruiting,NA,NA,3000,Anticipated,Mario Negri Institute for Pharmacological Research,,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:50:33Z,2021-09-26T02:50:33Z,15338454,NCT04323878,Early CPAP Ventilation in COVID-19 Patients,early cpap ventilation in covid-19 patients
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-24,NA,NA,2020-07-09,2020-03-24,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-07-09,2020-07-10,Actual,"April 20, 2020",Actual,2020-04-20,July 2020,2020-07-31,"December 21, 2020",Anticipated,2020-12-21,"December 20, 2020",Anticipated,2020-12-20,NA,Interventional,ColCOVID-19,,Colchicine Counteracting Inflammation in COVID-19 Pneumonia,Colchicine to Counteract Inflammatory Response in COVID-19 Pneumonia,Recruiting,NA,Phase 2,310,Anticipated,Azienda Ospedaliero-Universitaria di Parma,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,Data will be avaliable from July 2020 and documentation will be shared for 10 years,The sponsor recognizes the importance of communicating study data and will disclose and publish the results in a suitable form regardless of outcome. The sponsor will publish the results of this study in scientific journals,NA,Yes,NA,2021-09-26T02:50:49Z,2021-09-26T02:50:49Z,15338636,NCT04322565,Coronavirus Infections,coronavirus infections
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2020-09-11,2020-03-23,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-09-11,2020-09-16,Actual,"March 24, 2020",Actual,2020-03-24,September 2020,2020-09-30,"December 30, 2020",Anticipated,2020-12-30,"June 30, 2020",Actual,2020-06-30,NA,Observational,B-DT-COV2,,Biomarkers for Identification of COVID-19 Infection,Biomarkers Identification for Diagnosis and Treatment of SARS-COV-2 Infection,Recruiting,NA,NA,110,Anticipated,University of Catanzaro,,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:50:50Z,2021-09-26T02:50:50Z,15338643,NCT04322513,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2020-04-15,2020-03-24,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-04-15,2020-04-17,Actual,"April 8, 2020",Actual,2020-04-08,April 2020,2020-04-30,"January 15, 2021",Anticipated,2021-01-15,"December 31, 2020",Anticipated,2020-12-31,NA,Observational,LUSCOVID19,,"Simple, Safe, Same: Lung Ultrasound for COVID-19","Proposal for International Standardization of the Use of Lung Ultrasound for COVID-19 Patients; a Simple, Quantitative, Reproducible Method",Recruiting,NA,NA,100,Anticipated,Catholic University of the Sacred Heart,,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T02:50:50Z,2021-09-26T02:50:50Z,15338645,NCT04322487,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2020-09-18,2020-03-24,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-09-18,2020-09-22,Actual,"September 1, 2020",Actual,2020-09-01,September 2020,2020-09-30,"December 30, 2020",Anticipated,2020-12-30,"December 1, 2020",Anticipated,2020-12-01,NA,Interventional,ONSCOVID19,,Anti-inflammatory/Antioxidant Oral Nutrition Supplementation in COVID-19,Anti-inflammatory/Antioxidant Oral Nutrition Supplementation on the Cytokine Storm and Progression of COVID-19: A Randomized Controlled Trial,Recruiting,NA,Phase 2/Phase 3,40,Anticipated,King Saud University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,starting 6 months after publication.,Access will be available for any researcher interested in this type of research on considerable consent.,NA,Yes,all IPD that underlie results in a publication will be shared,2021-09-26T02:50:42Z,2021-09-26T02:50:42Z,15338542,NCT04323228,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2020-09-11,2020-03-23,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-09-11,2020-09-16,Actual,"March 23, 2020",Actual,2020-03-23,September 2020,2020-09-30,"December 30, 2020",Anticipated,2020-12-30,"June 30, 2020",Actual,2020-06-30,NA,Interventional,add-on-COV2,,Escin in Patients With Covid-19 Infection,Efficacy and Safety of Escin as add-on Treatment in Covid-19 Infected Patients,Recruiting,NA,Phase 2/Phase 3,120,Anticipated,University of Catanzaro,,3,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-09-26T02:50:52Z,2021-09-26T02:50:52Z,15338671,NCT04322344,Coronavirus Infections,coronavirus infections
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-24,NA,NA,2020-10-14,2020-03-24,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2020-10-14,2020-10-19,Actual,"March 20, 2020",Actual,2020-03-20,October 2020,2020-10-31,"March 31, 2024",Anticipated,2024-03-31,"March 31, 2024",Anticipated,2024-03-31,12 Months,Observational [Patient Registry],PRIORITY,,COVID-19 PRIORITY (Pregnancy CoRonavIrus Outcomes RegIsTrY),PRIORITY (Pregnancy Coronavirus Outcomes Registry),Enrolling by invitation,NA,NA,2000,Anticipated,"University of California, San Francisco",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:50:33Z,2021-09-26T02:50:33Z,15338462,NCT04323839,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-24,NA,NA,2020-05-20,2020-03-24,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-05-20,2020-05-22,Actual,"March 9, 2020",Actual,2020-03-09,March 2020,2020-03-31,"June 1, 2021",Anticipated,2021-06-01,"March 1, 2021",Anticipated,2021-03-01,NA,Observational,NA,,Factors Associated With a Positive SARS-CoV-2 Serology in Contact Subjects at High/Moderate Risk of Coronavirus SARS-CoV-2 Infection. COVID19.,Factors Associated With a Positive SARS-CoV-2 Serology in Contact Subjects at High/Moderate Risk of Coronavirus SARS-CoV-2 Infection. (CoV-CONTACT-SERO),Recruiting,NA,NA,300,Anticipated,"Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France",,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood samples
    ",NA,NA,NA,Undecided,NA,2021-09-26T02:50:53Z,2021-09-26T02:50:53Z,15338682,NCT04322279,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-24,NA,NA,2021-04-06,2020-03-26,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2021-04-06,2021-04-08,Actual,"June 10, 2020",Actual,2020-06-10,March 2021,2021-03-31,January 2023,Anticipated,2023-01-31,"December 31, 2022",Anticipated,2022-12-31,NA,Interventional,CSSC-001,,Convalescent Plasma to Stem Coronavirus (CSSC-001),"Convalescent Plasma to Stem Coronavirus: A Randomized, Blinded Phase 2 Study Comparing the Efficacy and Safety Human Coronavirus Immune Plasma (HCIP) vs. Control (SARS-CoV-2 Non-immune Plasma) Among Adults Exposed to COVID-19","Active, not recruiting",NA,Phase 2,500,Anticipated,Johns Hopkins University,,2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,Sharing is governed by Johns Hopkins University Institutional Guidelines,2021-09-26T02:50:33Z,2021-09-26T02:50:33Z,15338465,NCT04323800,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-24,NA,NA,2020-05-28,2020-03-25,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-05-28,2020-06-01,Actual,"March 19, 2020",Actual,2020-03-19,May 2020,2020-05-31,"May 8, 2020",Actual,2020-05-08,"May 8, 2020",Actual,2020-05-08,NA,Observational,SISCO,,An Observational Study of the Use of Siltuximab (SYLVANT) in Patients Diagnosed With COVID-19 Infection Who Have Developed Serious Respiratory Complications,An Observational Study of the Use of Siltuximab (SYLVANT) in Patients Diagnosed With COVID-19 Infection Who Have Developed Serious Respiratory Complications,Completed,NA,NA,220,Actual,A.O. Ospedale Papa Giovanni XXIII,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T02:50:54Z,2021-09-26T02:50:54Z,15338696,NCT04322188,Severe Acute Respiratory Syndrome (ARDS) Secondary to SARS-COV-2 Infection,severe acute respiratory syndrome (ards) secondary to sars-cov-2 infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-24,NA,NA,2021-04-15,2020-03-24,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2021-04-15,2021-04-19,Actual,"April 1, 2020",Actual,2020-04-01,April 2021,2021-04-30,"August 30, 2021",Anticipated,2021-08-30,"August 30, 2020",Actual,2020-08-30,NA,Interventional,Coalition-I,,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),"An Open-label, Randomized Controlled Trial of Hydroxychloroquine and Azithromycin for COVID-19 Infection on Hospitalized, Noncritical Patients","Active, not recruiting",NA,Phase 3,630,Anticipated,Hospital do Coracao,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:50:54Z,2021-09-26T02:50:54Z,15338705,NCT04322123,Coronavirus Infections,coronavirus infections
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2020-05-27,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-05-27,2020-05-28,Actual,"March 17, 2020",Actual,2020-03-17,May 2020,2020-05-31,"May 7, 2020",Actual,2020-05-07,"April 28, 2020",Actual,2020-04-28,NA,Interventional,COV19-PLASMA,,Hyperimmune Plasma for Critical Patients With COVID-19,Plasma From Donors Recovered From New Coronavirus 2019 As Therapy For Critical Patients With Covid-19,Completed,NA,N/A,49,Actual,Foundation IRCCS San Matteo Hospital,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,will be decided,2021-09-26T02:51:00Z,2021-09-26T02:51:00Z,15338789,NCT04321421,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-24,NA,NA,2021-07-22,2020-03-25,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2021-07-22,2021-07-23,Actual,"March 30, 2020",Actual,2020-03-30,July 2021,2021-07-31,"December 31, 2022",Anticipated,2022-12-31,"April 30, 2022",Anticipated,2022-04-30,NA,Observational,COVID-19,,Viral Infection and Respiratory Illness Universal Study[VIRUS]: COVID-19 Registry,Viral Infection and Respiratory Illness Universal Study[VIRUS]: COVID-19 Registry and Validation of C2D2 (Critical Care Data Dictionary),Recruiting,NA,NA,50000,Anticipated,Mayo Clinic,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:50:33Z,2021-09-26T02:50:33Z,15338467,NCT04323787,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2021-01-15,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2021-01-15,2021-01-20,Actual,"March 28, 2020",Actual,2020-03-28,March 2020,2020-03-31,"June 14, 2020",Actual,2020-06-14,"June 14, 2020",Actual,2020-06-14,NA,Interventional,NA,,Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-CoV2 Virus (Coalition Covid-19 Brasil II),Evaluation of the Safety and Clinical Efficacy of Hydroxychloroquine Associated With Azithromycin in Patients With Pneumonia Caused by Infection by the SARS-CoV2 Virus - Coalition COVID-19 Brasil II - SEVERE - Patients,Completed,NA,Phase 3,440,Actual,Hospital Israelita Albert Einstein,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-09-26T02:51:01Z,2021-09-26T02:51:01Z,15338809,NCT04321278,Coronavirus Infections,coronavirus infections
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-24,NA,NA,2020-07-22,2020-03-24,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-07-22,2020-07-24,Actual,"April 17, 2020",Actual,2020-04-17,July 2020,2020-07-31,March 2022,Anticipated,2022-03-31,February 2022,Anticipated,2022-02-28,NA,Interventional,NA,,Treatment of Moderate to Severe Coronavirus Disease (COVID-19) in Hospitalized Patients,Treatment of Moderate to Severe Coronavirus Disease (COVID-19) in Hospitalized Patients,Recruiting,NA,Phase 2,800,Anticipated,Nova Scotia Health Authority,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T02:50:55Z,2021-09-26T02:50:55Z,15338715,NCT04321993,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-20,NA,NA,2020-06-05,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-06-05,2020-06-09,Actual,"April 1, 2020",Actual,2020-04-01,June 2020,2020-06-30,"August 21, 2021",Anticipated,2021-08-21,"April 21, 2021",Anticipated,2021-04-21,NA,Interventional,PROACTIVE-19,,Personalized Health Education Against the Health Damage of Novel Coronavirus (COVID-19) Outbreak in Hungary,Personalized Health Education Against the Health Damage of COVID-19 Epidemic in Hungary (PROACTIVE-19),Recruiting,NA,N/A,7576,Anticipated,University of Pecs,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:50:56Z,2021-09-26T02:50:56Z,15338725,NCT04321928,2019-nCoV,2019-ncov
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-18,NA,NA,2020-04-17,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-04-17,2020-04-21,Actual,"April 17, 2020",Actual,2020-04-17,April 2020,2020-04-30,"March 31, 2022",Anticipated,2022-03-31,"March 31, 2021",Anticipated,2021-03-31,NA,Interventional,CORIPREV-LR,,COVID-19 Ring-based Prevention Trial With Lopinavir/Ritonavir,COVID-19 Ring-based Prevention Trial With Lopinavir/Ritonavir,Recruiting,NA,Phase 3,1220,Anticipated,Unity Health Toronto,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,Undecided,TBA,2021-09-26T02:51:02Z,2021-09-26T02:51:02Z,15338828,NCT04321174,Coronavirus Infections,coronavirus infections
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-25,NA,NA,2020-05-11,2020-03-25,2020-03-26,Actual,NA,NA,NA,NA,NA,NA,2020-05-11,2020-05-12,Actual,"January 1, 2020",Actual,2020-01-01,May 2020,2020-05-31,"September 30, 2020",Anticipated,2020-09-30,"September 30, 2020",Anticipated,2020-09-30,NA,Observational,CovidSurg,,Outcomes of Surgery in COVID-19 Infection: International Cohort Study (CovidSurg),Outcomes of Surgery in COVID-19 Infection: International Cohort Study (CovidSurg),Recruiting,NA,NA,1000,Anticipated,University of Birmingham,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,No individual participant data will be available to other researchers,2021-09-26T02:50:36Z,2021-09-26T02:50:36Z,15338485,NCT04323644,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2021-04-27,2020-03-24,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2021-04-27,2021-04-30,Actual,"April 4, 2020",Actual,2020-04-04,April 2021,2021-04-30,"May 1, 2022",Anticipated,2022-05-01,"January 31, 2022",Anticipated,2022-01-31,NA,Interventional,CamoCO-19,,The Impact of Camostat Mesilate on COVID-19 Infection,"The Impact of Camostat Mesilate on COVID-19 Infection: An Investigator-initiated Randomized, Placebo-controlled, Phase IIa Trial",Recruiting,NA,Phase 1/Phase 2,580,Anticipated,University of Aarhus,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,Access to the data sharing will be given to researchers who provide a methodologically sound proposal for any type of analysis and requires IRB/Ethics committee approval (if applicable). Proposals should be addressed to olesoega@rm.dk.,NA,Yes,"Data sharing plan: Individual deidentified participant data (including data dictionaries) will be shared following the publication of the primary and secondary endpoints as outlined in this protocol. Data to be shared includes deidentified data points in published, peer-reviewed articles. Additional, related documents will also be available (study protocol, informed consent form, statistical analysis plan). Data will become available following publication with no planned end date.",2021-09-26T02:51:02Z,2021-09-26T02:51:02Z,15338838,NCT04321096,Corona Virus Infection,corona virus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2021-02-09,2020-03-24,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2021-02-09,2021-02-10,Actual,"March 21, 2020",Actual,2020-03-21,February 2021,2021-02-28,"March 20, 2022",Anticipated,2022-03-20,"February 9, 2021",Actual,2021-02-09,1 Year,Observational [Patient Registry],BEAT19,,"Behavior, Environment And Treatments for Covid-19",A PATIENT-CENTRIC OUTCOMES REGISTRY OF PATIENTS WITH KNOWN OR SUSPECTED NOVEL CORONAVIRUS INFECTION SARS-COV-2 (COVID-19),"Active, not recruiting",NA,NA,100000,Anticipated,xCures,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,De-identified datasets will be made available to qualified researchers in accordance with the study protocol.,2021-09-26T02:50:57Z,2021-09-26T02:50:57Z,15338736,NCT04321811,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2020-04-10,2020-03-24,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"March 28, 2020",Actual,2020-03-28,April 2020,2020-04-30,November 2020,Anticipated,2020-11-30,August 2020,Anticipated,2020-08-31,NA,Interventional,NA,,The Efficacy of Different Anti-viral Drugs in COVID 19 Infected Patients,The (Norwegian) NOR Solidarity Multicenter Trial on the Efficacy of Different Anti-viral Drugs in SARS-CoV-2 Infected Patients,Recruiting,NA,Phase 2/Phase 3,700,Anticipated,Oslo University Hospital,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,The study will end according the requirements to WHO,WHO COVID 19 investigators,NA,Yes,All patients included in this study will automatically be included in the WHO COVID 19 protocol,2021-09-26T02:50:58Z,2021-09-26T02:50:58Z,15338764,NCT04321616,COVID 19,covid 19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2021-09-16,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2021-09-16,2021-09-17,Actual,"April 3, 2020",Actual,2020-04-03,September 2021,2021-09-30,"April 30, 2021",Actual,2021-04-30,"April 30, 2021",Actual,2021-04-30,NA,Observational,NA,,COVID-19 Pandemic Response Network,Pandemic Response Network: Duke Community Health Watch,Completed,NA,NA,9207,Actual,Duke University,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:51:05Z,2021-09-26T02:51:05Z,15338903,NCT04320862,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-19,2020-05-21,NA,2020-06-23,2020-03-24,2020-03-26,Actual,2020-05-28,2020-06-04,Actual,NA,NA,NA,2020-06-23,2020-06-24,Actual,"March 23, 2020",Actual,2020-03-23,June 2020,2020-06-30,"May 10, 2020",Actual,2020-05-10,"May 10, 2020",Actual,2020-05-10,4 Weeks,Observational [Patient Registry],MP-C19,,Methylprednisolone for Patients With COVID-19 Severe Acute Respiratory Syndrome,Prolonged Low Doses of Methylprednisolone for Patients With COVID-19 Severe Acute Respiratory Syndrome,Completed,NA,NA,173,Actual,University of Trieste,,NA,2,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,None Retained,"
      Previous specific informed consent, blood samples of some patients treated with
      methylprednisolone were collected, in order to have the possibility to do
    ",NA,NA,NA,No,Anonymised data will be available only to data manager who can visualise clinical chart anytime when is needed,2021-09-26T02:50:37Z,2021-09-26T02:50:37Z,15338491,NCT04323592,Coronavirus Infections,coronavirus infections
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-16,NA,NA,2020-04-03,2020-03-20,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-03,2020-04-07,Actual,"March 11, 2020",Actual,2020-03-11,April 2020,2020-04-30,"April 16, 2020",Anticipated,2020-04-16,"April 1, 2020",Actual,2020-04-01,NA,Observational,NA,,Social Media Effect on Knowledge Dissemination During COVID-19 Virus Outbreak,Impact of Social Media on Knowledge Dissemination Between Physicians During COVID-19 Virus Outbreak,Recruiting,NA,NA,400,Anticipated,Assiut University,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T02:51:18Z,2021-09-26T02:51:18Z,15339106,NCT04319315,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2020-06-24,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-06-24,2020-06-25,Actual,"March 27, 2020",Actual,2020-03-27,June 2020,2020-06-30,"March 20, 2030",Anticipated,2030-03-20,"March 27, 2022",Anticipated,2022-03-27,NA,Observational,NA,,Risk Factors for Community- and Workplace Transmission of COVID-19,Risk Factors for Community- and Workplace Transmission of COVID-19,Recruiting,NA,NA,250000,Anticipated,Oslo University Hospital,,NA,5,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood and upper repiratory samples will be collected from some participants.
    ",NA,NA,NA,No,"European GDPR regulations severely limits IPD, but the study will share data to the largest extent possible within GDPR.",2021-09-26T02:51:06Z,2021-09-26T02:51:06Z,15338917,NCT04320732,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,2021-06-23,NA,2021-06-28,2020-03-23,2020-03-25,Actual,2021-06-28,2021-06-30,Actual,NA,NA,NA,2021-06-28,2021-06-30,Actual,"April 3, 2020",Actual,2020-04-03,June 2021,2021-06-30,"July 28, 2020",Actual,2020-07-28,"June 24, 2020",Actual,2020-06-24,NA,Interventional,COVACTA,,A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia",Completed,NA,Phase 3,452,Actual,Hoffmann-La Roche,,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Qualified researchers may request access to individual patient level data through the clinical study data request platform https://vivli.org.
Further details on Roche's criteria for eligible studies are available here: https://vivli.org.
For further details on Roche's Global Policy on the Sharing of Clinical Information and how to request access to related clinical study documents, see here: (https://www.roche.com/research_and_development/who_we_are_how_we_work/clinical_trials/our_commitment_to_data_sharing.htm",2021-09-26T02:51:07Z,2021-09-26T02:51:07Z,15338928,NCT04320615,COVID-19 Pneumonia,covid-19 pneumonia
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-23,NA,NA,2021-08-05,2020-03-23,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2021-08-05,2021-08-09,Actual,"June 24, 2020",Actual,2020-06-24,August 2021,2021-08-31,June 2022,Anticipated,2022-06-30,October 2021,Anticipated,2021-10-31,NA,Observational,NA,,Beaumont Quantitative Lung Function Imaging to Characterize Patients With SARS-COV 2,"COVID CT, Beaumont Quantitative Lung Function Imaging to Characterize Patients With SARS-COV 2",Recruiting,NA,NA,25,Anticipated,William Beaumont Hospitals,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-09-26T02:51:09Z,2021-09-26T02:51:09Z,15338938,NCT04320511,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-03-21,NA,NA,2020-03-30,2020-03-21,2020-03-24,Actual,NA,NA,NA,NA,NA,NA,2020-03-30,2020-03-31,Actual,"January 21, 2020",Actual,2020-01-21,March 2020,2020-03-31,June 2020,Anticipated,2020-06-30,May 2020,Anticipated,2020-05-31,NA,Interventional,NA,,Experimental Trial of rhIFNÎ± Nasal Drops to Prevent 2019-nCOV in Medical Staff,An Clinic Trial of Recombinant Human Interferon Alpha Nasal Drops to Prevent Coronavirus Disease 2019 in Medical Staff in Epidemic Area,Recruiting,NA,Phase 3,2944,Anticipated,Shanghai Jiao Tong University School of Medicine,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T02:51:11Z,2021-09-26T02:51:11Z,15338971,NCT04320238,2019 Novel Coronavirus Infection,2019 novel coronavirus infection
