nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,mesh_term,downcase_mesh_term,mesh_type
NA,2020-04-29,NA,NA,2020-07-20,2020-05-01,2020-05-05,Actual,NA,NA,NA,NA,NA,NA,2020-07-20,2020-07-22,Actual,"May 9, 2020",Actual,2020-05-09,July 2020,2020-07-31,"August 9, 2021",Anticipated,2021-08-09,"August 9, 2021",Anticipated,2021-08-09,NA,Interventional,NA,NA,Assess the Safety and Efficacy of Convalescent Plasma to Limit COVID-19 Associated Complications,"A Phase II, Open Label, Randomized Controlled Trial to Assess the Safety and Efficacy of Convalescent Plasma to Limit COVID-19 Associated Complications","Active, not recruiting",NA,Phase 2,100,Actual,Max Healthcare Insititute Limited,NA,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:15:55Z,2021-10-12T07:15:55Z,1197194,NCT04374487,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-05-02,NA,NA,2020-07-01,2020-05-02,2020-05-05,Actual,NA,NA,NA,NA,NA,NA,2020-07-01,2020-07-07,Actual,"April 29, 2020",Actual,2020-04-29,May 2020,2020-05-31,"August 29, 2021",Anticipated,2021-08-29,"May 5, 2021",Anticipated,2021-05-05,NA,Interventional,REP-COVID,NA,Plasma Exchange in Patients With COVID-19 Disease and Invasive Mechanical Ventilation: a Randomized Controlled Trial,Plasma Exchange in Patients With COVID-19 Disease and Invasive Mechanical Ventilation: a Randomized Controlled Trial,Recruiting,NA,Phase 2,116,Anticipated,Fundacion Clinic per a la Recerca BiomÃ©dica,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:15:55Z,2021-10-12T07:15:55Z,1197201,NCT04374539,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-30,NA,NA,2021-01-08,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-01-08,2021-01-11,Actual,"March 3, 2020",Actual,2020-03-03,April 2020,2020-04-30,"May 1, 2020",Actual,2020-05-01,"April 30, 2020",Actual,2020-04-30,NA,Observational,COVID-APE,NA,Incidence of Acute Pulmonary Embolism in Covid-19 Patients on CT Angiography and Relationship to D-dimer Levels,Incidence of Acute Pulmonary Embolism in Covid-19 Patients on CT Angiography and Relationship to D-dimer Levels,Completed,NA,NA,160,Actual,"University Hospital, Strasbourg, France",NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:04Z,2021-10-12T07:16:04Z,1197961,NCT04373486,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-28,NA,NA,2020-04-30,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-04-30,2020-05-01,Actual,"April 22, 2020",Actual,2020-04-22,April 2020,2020-04-30,"February 22, 2021",Anticipated,2021-02-22,"October 22, 2020",Anticipated,2020-10-22,NA,Interventional,PredictCovid-D,NA,Blood Biomarkers as Predictors of COVID-19 Disease Progression in Recently Infected Chronic Haemodialysis Patients,Blood Innate Biomarkers as Predictors of COVID-19 Disease Progression in Recently Infected Chronic Haemodialysis Patients,Recruiting,NA,Not Applicable,115,Anticipated,Centre Hospitalier Universitaire de Nice,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T07:16:17Z,2021-10-12T07:16:17Z,1199134,NCT04371510,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2021-01-07,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-01-07,2021-01-11,Actual,"December 7, 2020",Actual,2020-12-07,April 2020,2020-04-30,"October 31, 2021",Anticipated,2021-10-31,"August 31, 2021",Anticipated,2021-08-31,NA,Interventional,NA,NA,Enhanced Hood PPE to Minimize COVID-19 Transmission to Front-line Health Care Workers,Development of a Novel Hood Shield to Enhance PPE Security and Minimize COVID-19 Transmission to Front-line Health Care Workers Performing High-risk Procedures,Recruiting,NA,Not Applicable,42,Anticipated,"University Health Network, Toronto",NA,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:05Z,2021-10-12T07:16:05Z,1198209,NCT04373096,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-20,NA,NA,2020-07-27,2020-05-02,2020-05-05,Actual,NA,NA,NA,NA,NA,NA,2020-07-27,2020-07-28,Actual,"April 20, 2020",Actual,2020-04-20,July 2020,2020-07-31,"June 15, 2020",Actual,2020-06-15,"May 20, 2020",Actual,2020-05-20,NA,Observational,NA,NA,COVID-19 Serology Screening and Strict Protocol in the Endoscopy Unit,COVID-19 Serologic Screening and a Strict Protocol in the Management of a Referral Gastrointestinal Endoscopy Unit: a Prospective Study,Completed,NA,NA,111,Actual,Instituto Ecuatoriano de Enfermedades Digestivas,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T07:15:57Z,2021-10-12T07:15:57Z,1197482,NCT04374123,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-28,NA,NA,2021-06-04,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2021-06-04,2021-06-07,Actual,"April 28, 2020",Actual,2020-04-28,June 2021,2021-06-30,"December 9, 2020",Actual,2020-12-09,"September 9, 2020",Actual,2020-09-09,NA,Interventional,COVISLEEP,NA,Impact of Neck Inspiratory Muscle Activation During Sleep in ICU Patients After a COVID 19 ARDS,Impact of Neck Inspiratory Muscle Activation During Sleep in ICU Patients After a COVID 19 ARDS,Completed,NA,Not Applicable,17,Actual,"University Hospital, Bordeaux",NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:23Z,2021-10-12T07:16:23Z,1199644,NCT04371029,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-26,NA,NA,2021-08-19,2020-05-01,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-08-19,2021-08-20,Actual,"April 16, 2020",Actual,2020-04-16,August 2021,2021-08-31,"December 31, 2021",Anticipated,2021-12-31,"July 13, 2021",Actual,2021-07-13,NA,Observational,COVENTRY,NA,One-Year Quality of Life and Functional Prognosis of COVID-19 Patients in Post-ICU Setting,Quality of Life and Functional Prognosis at One Year of Patients With COVID-19 Admitted in Post-ICU Setting,"Active, not recruiting",NA,NA,65,Actual,Groupe Hospitalier Paris Saint Joseph,NA,NA,3,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Data will be available at publication of the results.,Data openly available in a public repository that issues datasets with DOIs,NA,Yes,"The data that support the findings of this study will be openly available in ""figshare"".",2021-10-12T07:15:59Z,2021-10-12T07:15:59Z,1197600,NCT04373811,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2020-05-01,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-05-01,2020-05-05,Actual,"March 1, 2020",Actual,2020-03-01,April 2020,2020-04-30,"April 15, 2020",Actual,2020-04-15,"March 31, 2020",Actual,2020-03-31,NA,Observational,NA,NA,Predicting Death and ICU Admission in COVID-19 Patients in ED,Predicting ICU Admission and Death for COVID-19 Patients in the Emergency Department. Comparison of Five Scoring Systems.,Completed,NA,NA,300,Actual,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:20Z,2021-10-12T07:16:20Z,1199391,NCT04371562,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2020-04-30,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2020-04-30,2020-05-04,Actual,"April 16, 2020",Actual,2020-04-16,April 2020,2020-04-30,August 2020,Anticipated,2020-08-31,August 2020,Anticipated,2020-08-31,NA,Observational,NA,NA,Epidemiology and Outcome of Ventilator-associated Pneumonia Among Critically Ill COVID-19 Patients,Epidemiology and Outcome of Ventilator-associated Pneumonia Among Critically Ill COVID-19 Patients,Recruiting,NA,NA,30,Anticipated,Semmelweis University,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:11Z,2021-10-12T07:16:11Z,1198551,NCT04372576,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-28,NA,NA,2021-08-30,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2021-08-30,2021-09-01,Actual,"August 12, 2020",Actual,2020-08-12,August 2021,2021-08-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Observational,NA,NA,COHIVE: Coronavirus (COVID-19) Outcomes in HIV Evaluation in Resource Limited Settings,"COVID-19 in People Living With HIV: Evaluation of Risk Factors and Outcomes in Resource-limited Settings. A Pooled Substudy of ADVANCE, DÂ²EFT, DolPHIN2 and NAMSAL","Active, not recruiting",NA,NA,596,Actual,Kirby Institute,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T07:16:15Z,2021-10-12T07:16:15Z,1198944,NCT04371835,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-30,NA,NA,2021-01-13,2020-05-02,2020-05-05,Actual,NA,NA,NA,NA,NA,NA,2021-01-13,2021-01-14,Actual,"April 30, 2020",Actual,2020-04-30,January 2021,2021-01-31,"June 18, 2020",Actual,2020-06-18,"June 17, 2020",Actual,2020-06-17,1 Month,Observational [Patient Registry],COVIDANS,NA,Testing for Dysautonomia in Patients Hospitalized for SARS-CoV-2 Infection (COVID-19) : COVIDANS Study,Testing for Dysautonomia in Patients Hospitalized for SARS-CoV-2 Infection (COVID-19) : COVIDANS Study,Completed,NA,NA,50,Actual,Centre Hospitalier Universitaire de Saint Etienne,NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:15:59Z,2021-10-12T07:15:59Z,1197678,NCT04374045,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2021-05-21,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-05-21,2021-05-25,Actual,"October 12, 2020",Actual,2020-10-12,May 2021,2021-05-31,"April 30, 2022",Anticipated,2022-04-30,"November 30, 2021",Anticipated,2021-11-30,NA,Interventional,NA,NA,Duvelisib to Combat COVID-19,A Pilot Study of Duvelisib to Combat COVID-19,Recruiting,NA,Phase 2,28,Anticipated,Washington University School of Medicine,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:09Z,2021-10-12T07:16:09Z,1198443,NCT04372602,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2021-09-02,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2021-09-02,2021-09-05,Actual,"May 5, 2020",Actual,2020-05-05,"August 31, 2021",2021-08-31,"June 1, 2025",Anticipated,2025-06-01,"June 1, 2025",Anticipated,2025-06-01,NA,Observational,NA,NA,Genetics of COVID-19 Susceptibility and Manifestations,Genetics of COVID-19 Susceptibility and Manifestations,Recruiting,NA,NA,2500,Anticipated,National Institutes of Health Clinical Center (CC),NA,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:17Z,2021-10-12T07:16:17Z,1199071,NCT04371432,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-28,NA,NA,2021-08-31,2020-04-28,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2021-08-31,2021-09-08,Actual,"April 27, 2020",Actual,2020-04-27,August 2021,2021-08-31,"December 27, 2021",Anticipated,2021-12-27,"June 14, 2021",Actual,2021-06-14,NA,Observational,NA,NA,Outcomes of Covid-19 Protective Measures in Endoscopy,Outcomes After Implementation of a Protective Protocol for Covid-19 in Large Spanish Endoscopy Units.,"Active, not recruiting",NA,NA,100,Anticipated,Fundacion Miguel Servet,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:19Z,2021-10-12T07:16:19Z,1199244,NCT04371354,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-27,NA,NA,2020-11-06,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-11-06,2020-11-10,Actual,"May 4, 2020",Actual,2020-05-04,April 2020,2020-04-30,"May 29, 2020",Actual,2020-05-29,"May 29, 2020",Actual,2020-05-29,NA,Observational,TeleCoviDiab,NA,Management of Diabetic Patients With Telemedicine in the Context of the Covid-19 Epidemic,Management of Diabetic Patients With Telemedicine in the Context of the Covid-19 Epidemic: Prospective Observational Study,Completed,NA,NA,610,Actual,"University Hospital, Strasbourg, France",NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:28Z,2021-10-12T07:16:28Z,1200016,NCT04370171,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2020-06-24,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-06-24,2020-06-25,Actual,"March 1, 2020",Actual,2020-03-01,June 2020,2020-06-30,"April 30, 2020",Actual,2020-04-30,"April 30, 2020",Actual,2020-04-30,NA,Observational,STC-19,NA,Covid-19 Pandemic Triage Score,Covid-19 Pandemic Triage Score in Patients With Known or Suspected SARS-CoV-2 Infection,Completed,NA,NA,50,Actual,Groupe Hospitalier de la Rochelle RÃ© Aunis,NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Data will be made available with publication and up to 15 years after the end of the study,On Mendeley repository A Digital Object Identifier will be provided,NA,Yes,"Data will be made available with publication. A Digital Object Identifier will be used. Keyword are SARS-Cov2, Covid-19, cortisol, systemic inflammation, hypotension, complete blood count.

The only available version will be the locked database. With the exception of dates, all data will be made available. Dates will only be collected to verify the quality of the clinical trial execution. They do not add to the clinical question, and may be a means of indirectly identifying patients.

The database will be made available through Mendeley Data. Mendeley Data is an open research data repository accessible online, where researchers can upload and share their research data.

Medical Subject Headings (MESH) terms will be used to describe clinical data. Methodology for calculating the STC-19 score will be provided in the publication.

International standard unit will be used.",2021-10-12T07:16:19Z,2021-10-12T07:16:19Z,1199269,NCT04371471,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-22,NA,NA,2021-06-28,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-06-28,2021-06-29,Actual,"May 25, 2020",Actual,2020-05-25,June 2021,2021-06-30,"September 25, 2022",Anticipated,2022-09-25,"September 25, 2022",Anticipated,2022-09-25,NA,Interventional,HARMONICOV,NA,Human Ab Response & immunoMONItoring of COVID-19 Patients,Human Ab Response & immunoMONItoring of COVID-19 Patients,Recruiting,NA,Not Applicable,75,Anticipated,Rennes University Hospital,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T07:16:06Z,2021-10-12T07:16:06Z,1198248,NCT04373200,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-27,NA,NA,2021-08-20,2020-04-29,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2021-08-20,2021-08-24,Actual,"May 9, 2020",Actual,2020-05-09,August 2021,2021-08-31,"June 5, 2024",Anticipated,2024-06-05,"June 5, 2024",Anticipated,2024-06-05,4 Years,Observational [Patient Registry],CHAMPS,NA,"COVID-19 CHAMPS Study of Healthcare, First Responder and Service Workers","COVID-19 CHAMPS Study of Healthcare, First Responder and Service Workers","Active, not recruiting",NA,NA,2600,Anticipated,Villanova University,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:22Z,2021-10-12T07:16:22Z,1199500,NCT04370821,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-13,NA,NA,2021-10-01,2020-05-04,2020-05-05,Actual,NA,NA,NA,NA,NA,NA,2021-10-01,2021-10-04,Actual,"April 22, 2020",Actual,2020-04-22,October 2021,2021-10-31,"April 30, 2021",Actual,2021-04-30,"April 30, 2021",Actual,2021-04-30,NA,Observational,COVHECBEHO,NA,COVID-19 Among Healthcare Workers in Belgian Hospitals,"SARS-COV-2 Prevalence, Seroprevalence and Seroconversion Among Healthcare Workers in Belgium During the 2020 COVID-19 Outbreak",Completed,NA,NA,850,Actual,Sciensano,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:15:59Z,2021-10-12T07:15:59Z,1197624,NCT04373889,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-28,NA,NA,2021-04-22,2020-04-28,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2021-04-22,2021-04-23,Actual,"June 15, 2020",Actual,2020-06-15,April 2021,2021-04-30,"July 9, 2020",Actual,2020-07-09,"July 9, 2020",Actual,2020-07-09,NA,Observational,EXPOCOVIA,NA,Prevalence of COVID-19 Infection Among HCW in a French University Hospital,Prevalence of SARS-Cov2 Infection Among HCW in Lille University Hospital,Completed,NA,NA,900,Actual,"University Hospital, Lille",NA,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:15Z,2021-10-12T07:16:15Z,1198991,NCT04371692,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2021-10-06,2020-04-29,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2021-10-06,2021-10-08,Actual,"March 13, 2020",Actual,2020-03-13,October 2021,2021-10-31,"June 30, 2020",Actual,2020-06-30,"June 5, 2020",Actual,2020-06-05,1 Month,Observational [Patient Registry],RECOP,NA,Emergency Management in a Dedicated Respiratory Unit of Patients With a Possible COVID-19 Infection,"Emergency Management in a Dedicated Respiratory Unit of Patients With a Possible COVID-19 Infection (Unit ""COVID Possible"")",Completed,NA,NA,1860,Actual,"University Hospital, Toulouse",NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,2021-10-12T07:16:19Z,2021-10-12T07:16:19Z,1199325,NCT04371328,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-26,NA,NA,2021-04-24,2020-04-29,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2021-04-24,2021-04-28,Actual,"August 1, 2020",Actual,2020-08-01,April 2021,2021-04-30,"January 31, 2021",Actual,2021-01-31,"January 1, 2021",Actual,2021-01-01,NA,Observational,VITACOV,NA,VITACOV: Vitamin D Polymorphisms and Severity of COVID-19 Infection,VITACOV: Vitamin D-related Polymorphisms and Vitamin D Levels as Risk Biomarkers of COVID-19 Infection Severity,Completed,NA,NA,517,Actual,University of Lisbon,NA,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Undecided,NA,2021-10-12T07:16:23Z,2021-10-12T07:16:23Z,1199679,NCT04370808,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2020-04-30,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-04-30,2020-05-04,Actual,"April 19, 2020",Actual,2020-04-19,April 2020,2020-04-30,"September 21, 2020",Anticipated,2020-09-21,"September 20, 2020",Anticipated,2020-09-20,NA,Interventional,Covid-19,NA,Clinical Application of Methylene Blue for Treatment of Covid-19 Patients,The Clinical Trial of Application of Methylene Blue Vial for Treatment of Covid-19 Patients,Recruiting,NA,Phase 1,20,Anticipated,Mashhad University of Medical Sciences,NA,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,2021-10-12T07:16:29Z,2021-10-12T07:16:29Z,1200103,NCT04370288,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-03-25,NA,NA,2020-04-30,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-04-30,2020-05-01,Actual,"March 1, 2020",Actual,2020-03-01,March 2020,2020-03-31,"December 31, 2022",Anticipated,2022-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Interventional,NA,NA,Safety and Effectiveness of Mesenchymal Stem Cells in the Treatment of Pneumonia of Coronavirus Disease 2019,Safety and Effectiveness of Mesenchymal Stem Cells in the Treatment of Pneumonia of Coronavirus Disease 2019,"Active, not recruiting",NA,Early Phase 1,60,Actual,Fuzhou General Hospital,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:16Z,2021-10-12T07:16:16Z,1199033,NCT04371601,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-28,2021-05-28,NA,2021-07-24,2020-04-28,2020-05-01,Actual,2021-07-24,2021-07-27,Actual,NA,NA,NA,2021-07-24,2021-07-27,Actual,"May 13, 2020",Actual,2020-05-13,July 2021,2021-07-31,"May 26, 2020",Actual,2020-05-26,"May 24, 2020",Actual,2020-05-24,NA,Interventional,NA,Any intervention was indeed an arm that included each sub arm of different types of message that we tested against a control and pre-specified in our study protocol and analysis plan to combine arms for analysis.,COVID-19 Health Messaging to Underserved Communities,COVID-19 Health Messaging to Underserved Communities,Completed,NA,Not Applicable,14267,Actual,"National Bureau of Economic Research, Inc.",NA,17,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,"Generally, social scientists post code and de-identified data when the findings are published","To be determined, if published alongside the paper data and code may be gated.",NA,Yes,"Generally, economists will post code and de-identified data when the findings are published",2021-10-12T07:16:19Z,2021-10-12T07:16:19Z,1199473,NCT04371419,Coronavirus Infections,coronavirus infections,mesh-list
NA,2020-04-30,NA,NA,2020-10-11,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2020-10-11,2020-10-14,Actual,"May 8, 2020",Actual,2020-05-08,October 2020,2020-10-31,March 2021,Anticipated,2021-03-31,February 2021,Anticipated,2021-02-28,NA,Interventional,UC-COVID,NA,"Understanding Community Considerations, Opinions, Values, Impacts, and Decisions for COVID-19",A Study to Evaluate Health Behavior and Access Impacts Due to COVID-19 and for Community Engagement of Stakeholders Surrounding Scarce Resource Allocation Policy.,"Active, not recruiting",NA,Not Applicable,2500,Actual,"University of California, Los Angeles",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Within 4 months of study closure,Reasonable request to investigators,NA,Yes,Data requests for analysis may be approved by the investigators upon reasonable request.,2021-10-12T07:16:05Z,2021-10-12T07:16:05Z,1198167,NCT04373135,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-29,NA,NA,2020-04-29,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-04-29,2020-04-30,Actual,"March 3, 2020",Actual,2020-03-03,April 2020,2020-04-30,"April 30, 2020",Anticipated,2020-04-30,"April 30, 2020",Anticipated,2020-04-30,NA,Observational,Stroke-Covid19,NA,Covid-19 Epidemic on Acute Stroke Management,Impact of th Covid-19 Epidemic on Acute Stroke Management,Recruiting,NA,NA,300,Anticipated,"University Hospital, Strasbourg, France",NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:26Z,2021-10-12T07:16:26Z,1199862,NCT04370197,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-05-01,NA,NA,2021-10-07,2020-05-01,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-10-07,2021-10-08,Actual,"May 18, 2020",Actual,2020-05-18,October 2021,2021-10-31,"October 1, 2021",Actual,2021-10-01,"July 31, 2021",Actual,2021-07-31,NA,Interventional,NA,NA,Using BCG Vaccine to Protect Health Care Workers in the COVID-19 Pandemic,Using BCG Vaccine to Enhance Non-specific Protection of Health Care Workers During the COVID-19 Pandemic. A Randomized Controlled Multi-center Trial,Completed,NA,Phase 3,1293,Actual,Bandim Health Project,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,When follow-up has been completed and the dataset have been closed,Non-identifiable individual data can be shared on the basis of a data sharing proposal sent to cbenn@health.sdu.dk,NA,Yes,Non-identifiable individual data can be shared on the basis of a data sharing proposal sent to cbenn@health.sdu.dk,2021-10-12T07:16:02Z,2021-10-12T07:16:02Z,1197913,NCT04373291,Coronavirus Infections,coronavirus infections,mesh-ancestor
NA,2020-04-30,NA,NA,2021-05-18,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2021-05-18,2021-05-21,Actual,"May 11, 2020",Actual,2020-05-11,May 2021,2021-05-31,"June 30, 2021",Anticipated,2021-06-30,"June 30, 2021",Anticipated,2021-06-30,NA,Observational,NA,NA,Screening of Cancer Patients to Assess Impact of COVID-19,A Research Platform to Screen Patients in Oncology and Assess Impact - RESPONSE,Recruiting,NA,NA,1000,Anticipated,"University Health Network, Toronto",NA,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-10-12T07:16:05Z,2021-10-12T07:16:05Z,1198181,NCT04373005,Coronavirus Infections,coronavirus infections,mesh-ancestor
