nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,intervention_type,intervention_name,description,n.x,status,facility_name,city,state,zip,country,n.y
NCT04303507,"ClinicalTrials.gov processed this data on March 20, 2020",2020-03-06,NA,NA,2020-03-10,2020-03-10,2020-03-11,Actual,NA,NA,NA,NA,NA,NA,2020-03-10,2020-03-11,Actual,May 2020,Anticipated,2020-05-31,March 2020,2020-03-31,May 2022,Anticipated,2022-05-31,May 2022,Anticipated,2022-05-31,NA,Interventional,COPCOV,,Chloroquine Prevention of Coronavirus Disease (COVID-19) in the Healthcare Setting,"Chloroquine Prevention of Coronavirus Disease (COVID-19) in the Healthcare Setting; a Randomised, Placebo-controlled Prophylaxis Study (COPCOV)",Not yet recruiting,NA,N/A,10000,Anticipated,University of Oxford,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,https://www.tropmedres.ac/units/moru-bangkok/bioethics-engagement/data-sharing,Yes,"With participant's consent, suitably anonymised clinical data and results from blood analyses stored in the database may be shared according to the terms defined in the MORU data sharing policy with other researchers to use in the future.",2020-03-21T09:12:41Z,2020-03-21T09:12:41Z,Drug|Drug,Chloroquine|Placebo,A loading dose of 10 mg base/ kg followed by 150 mg daily (250mg chloroquine phosphate salt) will be taken for 3 months|Placebo,2,NA,NA,NA,NA,NA,NA,NA
NCT04306055,"ClinicalTrials.gov processed this data on March 20, 2020",2020-03-08,NA,NA,2020-03-10,2020-03-10,2020-03-12,Actual,NA,NA,NA,NA,NA,NA,2020-03-10,2020-03-12,Actual,"March 12, 2020",Anticipated,2020-03-12,March 2020,2020-03-31,"April 9, 2020",Anticipated,2020-04-09,"March 19, 2020",Anticipated,2020-03-19,NA,Interventional,NA,,Blood Donor Recruitment During Epidemic of COVID-19,"Blood Donor Recruitment During Epidemic of COVID-19 in Guangzhou, China",Not yet recruiting,NA,N/A,1500,Anticipated,Guangzhou Blood Center,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-22T09:03:37Z,2020-03-22T09:03:37Z,Other|Other,Questionnaire with precaution information|Experimental: Questionnaire without precaution information,Ever blood donors in this group would receive a questionnaire which includes some information about how donors can donate safely and how blood center will protect the blood donors during the epidemic of COVID-19.|Ever blood donors in this group would receive a questionnaire which dose not include the information above.,2,NA,NA,NA,NA,NA,NA,NA
NCT04305106,"ClinicalTrials.gov processed this data on March 20, 2020",2020-03-09,NA,NA,2020-03-09,2020-03-09,2020-03-12,Actual,NA,NA,NA,NA,NA,NA,2020-03-09,2020-03-12,Actual,"March 12, 2020",Anticipated,2020-03-12,March 2020,2020-03-31,"May 31, 2020",Anticipated,2020-05-31,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Bevacizumab in Severe or Critical Patients With COVID-19 Pneumonia-RCT,The Efficacy and Safety of Bevacizumab in Severe or Critical Patients With COVID-19 Pneumonia--a Multi-Centered Randomized ControlledClinical Trial,Not yet recruiting,NA,N/A,118,Anticipated,Qilu Hospital of Shandong University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-03-22T09:04:11Z,2020-03-22T09:04:11Z,Drug,Bevacizumab,"Bevacizumab 500mg + 0.9% NaCl 100ml, intravenous drip",1,,Qilu Hospital of Shandong University,Jinan,Shandong,250012,China,1
NCT04305457,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-09,NA,NA,2020-03-17,2020-03-11,2020-03-12,Actual,NA,NA,NA,NA,NA,NA,2020-03-17,2020-03-19,Actual,"March 13, 2020",Anticipated,2020-03-13,March 2020,2020-03-31,"April 1, 2022",Anticipated,2022-04-01,"April 1, 2021",Anticipated,2021-04-01,NA,Interventional,NoCovid,,Nitric Oxide Gas Inhalation Therapy for Mild/Moderate COVID-19,Nitric Oxide Gas Inhalation Therapy in Spontaneous Breathing Patients With Mild/Moderate COVID-19: a Randomized Clinical Trial,Not yet recruiting,NA,Phase 2,240,Anticipated,Massachusetts General Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2020-03-24T08:55:59Z,2020-03-24T08:55:59Z,Drug,Nitric Oxide,"Nitric Oxide (NO) will be delivered together with the standard of care for a period of 20-30 minutes 2 times per day for 14 consecutive days from time of enrollment. Targeted No inhaled concentration will be maintained between 140 and 180 ppm. The gas will be delivered through a CPAP circuit ensuring an end-expiratory pressure between 2 and 10 cmH2O or through a non-rebreathing mask without positive end-expiratory pressure, depending on the clinical needs of the patient.",1,NA,NA,NA,NA,NA,NA,NA
NCT04304690,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-09,NA,NA,2020-03-17,2020-03-09,2020-03-11,Actual,NA,NA,NA,NA,NA,NA,2020-03-17,2020-03-19,Actual,"March 16, 2020",Actual,2020-03-16,March 2020,2020-03-31,"October 16, 2020",Anticipated,2020-10-16,"July 16, 2020",Anticipated,2020-07-16,NA,Interventional,SEROCOV,,"Sars-CoV2 Seroconversion Among Front Line Medical and Paramedical Staff in Emergency, Intensive Care Units and Infectious Disease Departments During the 2020 Epidemic","Sars-CoV2 Seroconversion Among Medical and Paramedical Staff in Emergency, ICU and Infectious Disease Services During the 2020 Epidemic",Recruiting,NA,N/A,1000,Anticipated,Assistance Publique - HÃ´pitaux de Paris,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:56:04Z,2020-03-24T08:56:04Z,Other,blood sample,2 blood samples at T0 and 3 months,1,Recruiting,Hopital PitiÃ© SalpetriÃ¨re,Paris,,75013,France,1
NCT04307693,"ClinicalTrials.gov processed this data on March 20, 2020",2020-03-10,NA,NA,2020-03-12,2020-03-12,2020-03-13,Actual,NA,NA,NA,NA,NA,NA,2020-03-12,2020-03-13,Actual,"March 11, 2020",Actual,2020-03-11,March 2020,2020-03-31,May 2020,Anticipated,2020-05-31,May 2020,Anticipated,2020-05-31,NA,Interventional,NA,,Comparison of Lopinavir/Ritonavir or Hydroxychloroquine in Patients With Mild Coronavirus Disease (COVID-19),Randomized Controlled Clinical Trials of Lopinavir/Ritonavir or Hydroxychloroquine in Patients With Mild Coronavirus Disease (COVID-19),Recruiting,NA,Phase 2,150,Anticipated,Asan Medical Center,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-23T08:53:53Z,2020-03-23T08:53:53Z,Drug|Drug,Lopinavir/ritonavir|Hydroxychloroquine sulfate,Lopinavir / Ritonavir tablet|Hydroxychloroquine sulfate tablet,2,Recruiting,"Asan Medical Center, University of Ulsan College of Medicine",Seoul,,138-736,"Korea, Republic of",1
NCT04306393,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-10,NA,NA,2020-03-16,2020-03-10,2020-03-12,Actual,NA,NA,NA,NA,NA,NA,2020-03-16,2020-03-18,Actual,"March 10, 2020",Anticipated,2020-03-10,March 2020,2020-03-31,"March 10, 2022",Anticipated,2022-03-10,"March 10, 2021",Anticipated,2021-03-10,NA,Interventional,NOSARSCOVID,,Nitric Oxide Gas Inhalation in Severe Acute Respiratory Syndrome in COVID-19,Nitric Oxide Gas Inhalation Therapy for Mechanically Ventilated Patients With Severe Acute Respiratory Syndrome Caused by SARS-CoV2: a Randomized Clinical Trial.,Not yet recruiting,NA,Phase 2,200,Anticipated,Massachusetts General Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-03-24T08:55:54Z,2020-03-24T08:55:54Z,Drug,Nitric Oxide Gas,"80 ppm of inhaled nitric oxide for 48 hours, followed by 40 ppm, followed by weaning before stop.
Weaning criteria: maintenance of a PaO2/FiO2 ratio >/= 300 for at least 24 hours consecutively.",1,NA,NA,NA,NA,NA,NA,NA
NCT04308668,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-11,NA,NA,2020-03-19,2020-03-11,2020-03-16,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-23,Estimate,"March 17, 2020",Anticipated,2020-03-17,March 2020,2020-03-31,May 2021,Anticipated,2021-05-31,May 2021,Anticipated,2021-05-31,NA,Interventional,NA,,Post-exposure Prophylaxis for SARS-Coronavirus-2,Post-exposure Prophylaxis for SARS-Coronavirus-2: A Pragmatic Randomized Clinical Trial,Recruiting,NA,Phase 2/Phase 3,1500,Anticipated,University of Minnesota,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:55:24Z,2020-03-24T08:55:24Z,Drug|Other,Hydroxychloroquine|Placebo,"200mg tablet; 800 mg orally once, followed in 6 to 8 hours by 600 mg, then 600mg once a day for 4 consecutive days|4 placebo tablets once, followed in 6 to 8 hours by 3 tablets, then 3 tablets once-a-day for 4 consecutive days",2,Recruiting,University of Minnesota,Minneapolis,Minnesota,55455,United States,1
NCT04316377,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-13,NA,NA,2020-03-18,2020-03-18,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-03-18,2020-03-20,Actual,"March 23, 2020",Anticipated,2020-03-23,March 2020,2020-03-31,"March 3, 2025",Anticipated,2025-03-03,"April 1, 2021",Anticipated,2021-04-01,NA,Interventional,NO COVID-19,,Norwegian Coronavirus Disease 2019 Study,Norwegian Coronavirus Disease 2019 Study: An Open Labeled Randomized Controlled Pragmatic Trial to Evaluate the Antiviral Effect of Chloroquine in Adult Patients With SARS-CoV-2 Infection,Not yet recruiting,NA,Phase 4,202,Anticipated,"University Hospital, Akershus",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2020-03-24T08:50:47Z,2020-03-24T08:50:47Z,Drug,Hydroxychloroquine Sulfate,400 mg hydroxychloroquine sulphate (equalling 310 mg base) twice daily for seven days,1,NA,NA,NA,NA,NA,NA,NA
NCT04315948,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-13,NA,NA,2020-03-18,2020-03-18,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-03-18,2020-03-20,Actual,March 2020,Anticipated,2020-03-31,March 2020,2020-03-31,March 2023,Anticipated,2023-03-31,March 2023,Anticipated,2023-03-31,NA,Interventional,DisCoVeRy,,Trial of Treatments for COVID-19 in Hospitalized Adults,"Multi-centre, Adaptive, Randomized Trial of the Safety and Efficacy of Treatments of COVID-19 in Hospitalized Adults",Not yet recruiting,NA,Phase 3,3200,Anticipated,"Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France",,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-24T08:51:02Z,2020-03-24T08:51:02Z,Drug|Drug|Drug|Other,Remdesivir|Lopinavir/ritonavir|Interferon Beta-1A|Standard of care,"The lyophilized formulation of Remdesivir is a preservative-free, white to off-white or yellow, lyophilized solid containing 150 mg of Remdesivir to be reconstituted with 29 mL of sterile water for injection and diluted into IV infusion fluids prior to IV infusion. Following reconstitution, each vial contains a 5 mg/mL Remdesivir concentrated solution with sufficient volume to allow withdrawal of 30 mL (150 mg of Remdesivir). It is supplied as a sterile product in a single-use, 50 mL, Type 1 clear glass vial.|The oral tablets of lopinavir/ritonavir contain 200 mg lopinavir, 50 mg ritonavir. They have a yellow colour, film-coated, ovaloid shape debossed with the ""a"" logo and the code KA. The oral solution for patients who cannot swallow is a light yellow to orange colored liquid containing 400 mg lopinavir and 100 mg ritonavir per 5 mL (80 mg lopinavir and 20 mg ritonavir per mL).|IFN-ÃŸ-1a is supplied as a sterile solution containing no preservative available in a prefilled syringe. It will be provided as a single-dose prefilled graduated syringe with 44 Âµg per 0.5 mL. The liquid should be clear to slightly yellow. Do not use if the liquid is cloudy, discolored or contains particles. Use a different syringe.|Standard of care.",4,NA,NA,NA,NA,NA,NA,NA
NCT04312009,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-13,NA,NA,2020-03-19,2020-03-13,2020-03-17,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-23,Estimate,"March 16, 2020",Anticipated,2020-03-16,March 2020,2020-03-31,"April 1, 2021",Anticipated,2021-04-01,"April 1, 2021",Anticipated,2021-04-01,NA,Interventional,NA,,Losartan for Patients With COVID-19 Requiring Hospitalization,Randomized Controlled Trial of Losartan for Patients With COVID-19 Requiring Hospitalization,Not yet recruiting,NA,Phase 2,200,Anticipated,University of Minnesota,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-03-24T08:53:19Z,2020-03-24T08:53:19Z,Drug|Other,Losartan|Placebo,"Losartan; 25 mg daily; oral administration|Placebo (microcrystalline methylcellulose, gelatin capsule); oral administration",2,||,Hennepin County Medical Center|M Health Fairview University of Minnesota Medical Center|University of Minnesota,Minneapolis|Minneapolis|Minneapolis,Minnesota|Minnesota|Minnesota,55415|55455|55455,United States|United States|United States,3
NCT04311177,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-13,NA,NA,2020-03-19,2020-03-13,2020-03-17,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-23,Estimate,"March 16, 2020",Anticipated,2020-03-16,March 2020,2020-03-31,"April 1, 2021",Anticipated,2021-04-01,"April 1, 2021",Anticipated,2021-04-01,NA,Interventional,NA,,Losartan for Patients With COVID-19 Not Requiring Hospitalization,Randomized Controlled Trial of Losartan for Patients With COVID-19 Not Requiring Hospitalization,Not yet recruiting,NA,Phase 2,516,Anticipated,University of Minnesota,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-03-24T08:53:53Z,2020-03-24T08:53:53Z,Drug|Other,Losartan|Placebo,"Losartan; 25 mg daily; oral administration|Placebo (microcrystalline methylcellulose, gelatin capsule); oral administration",2,||,Hennepin County Medical Center|M Health Fairview University of Minnesota Medical Center|University of Minnesota,Minneapolis|Minneapolis|Minneapolis,Minnesota|Minnesota|Minnesota,55415|55455|55455,United States|United States|United States,3
NCT04316728,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-14,NA,NA,2020-03-19,2020-03-19,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-20,Actual,March 2020,Anticipated,2020-03-31,March 2020,2020-03-31,November 2020,Anticipated,2020-11-30,September 2020,Anticipated,2020-09-30,NA,Interventional,NA,,Clinical Performance of the VivaDiag â„¢ COVID-19 lgM / IgG Rapid Test in Early Detecting the Infection of COVID-19,Clinical Performance of the VivaDiag â„¢ COVID-19 lgM / IgG Rapid Test in a Cohort of Negative Patients for Coronavirus Infection for the Early Detection of Positive Antibodies for COVID-19,Not yet recruiting,NA,N/A,200,Anticipated,"Centro Studi Internazionali, Italy",,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,12 months,Still under development,NA,Yes,Still under development,2020-03-24T08:50:35Z,2020-03-24T08:50:35Z,Device,VivaDiagâ„¢ COVID-19 lgM/IgG Rapid Test,"VivaDiagâ„¢ COVID-19 lgM/IgG Rapid Test is an in vitro diagnostic for the qualitative determination of COVID-19 IgM and IgG antibodies in human whole blood (from vein or fingertip), serum or plasma",1,,"UnitÃ ' Complesse di cure primarie (UCCP), ASP Catanzaro",Catanzaro,,88100,Italy,1
NCT04315480,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-14,NA,NA,2020-03-18,2020-03-18,2020-03-19,Actual,NA,NA,NA,NA,NA,NA,2020-03-18,2020-03-19,Actual,March 2020,Anticipated,2020-03-31,March 2020,2020-03-31,May 2020,Anticipated,2020-05-31,April 2020,Anticipated,2020-04-30,NA,Interventional,NA,,Tocilizumab for SARS-CoV2 Severe Pneumonitis,Tocilizumab (RoActemra) as Early Treatment of Patients Affected by SARS-CoV2 Infection With Severe Multifocal Interstitial Pneumonia,Not yet recruiting,NA,Phase 2,30,Anticipated,UniversitÃ  Politecnica delle Marche,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-03-24T08:51:17Z,2020-03-24T08:51:17Z,Drug,Tocilizumab,single intravenous administration 8mg/Kg,1,,UniversitÃ  Politecnica delle Marche,Ancona,AN,60020,Italy,1
NCT04311697,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-14,NA,NA,2020-03-16,2020-03-14,2020-03-17,Actual,NA,NA,NA,NA,NA,NA,2020-03-16,2020-03-18,Actual,April 2020,Anticipated,2020-04-30,March 2020,2020-03-31,September 2020,Anticipated,2020-09-30,August 2020,Anticipated,2020-08-31,NA,Interventional,COVID-AIV,,Intravenous Aviptadil for COVID-19 Associated Acute Respiratory Distress,Intravenous Aviptadil for COVID-19 Associated Acute Respiratory Distress,Not yet recruiting,NA,Phase 2,20,Anticipated,"NeuroRx, Inc.",,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,NA,2020-03-24T08:53:33Z,2020-03-24T08:53:33Z,Drug|Drug,Aviptadil by intravenous infusion|Aviptadil by endotracheal nebulization,Aviptadil by intravenous infusion|Aviptadil by endotracheal nebulization,2,|,Research Facility|Rambam Health Care Campus,New York|Haifa,New York|,10016|3109601,United States|Israel,2
NCT04315298,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-15,NA,NA,2020-03-17,2020-03-17,2020-03-19,Actual,NA,NA,NA,NA,NA,NA,2020-03-17,2020-03-19,Actual,"March 16, 2020",Actual,2020-03-16,March 2020,2020-03-31,"March 16, 2021",Anticipated,2021-03-16,"March 16, 2021",Anticipated,2021-03-16,NA,Interventional,NA,,Evaluation of the Efficacy and Safety of Sarilumab in Hospitalized Patients With COVID-19,"An Adaptive Phase 2/3, Randomized, Double-Blind, Placebo-Controlled Study Assessing Efficacy and Safety of Sarilumab for Hospitalized Patients With COVID-19",Recruiting,NA,Phase 2/Phase 3,400,Anticipated,Regeneron Pharmaceuticals,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,"Individual anonymized participant data will be considered for sharing once the indication has been approved by a regulatory body, if there is legal authority to share the data and there is not a reasonable likelihood of participant re-identification","Qualified researchers may request access to anonymized patient level data or aggregate study data when Regeneron has received marketing authorization from major health authorities (e.g., FDA, EMA, PMDA, etc) for the product and indication, has the legal authority to share the data, and has made the study results publicly available (eg, scientific publication, scientific conference, clinical trial registry).",https://errs.regeneron.com/external,Yes,All IPD that underlie publicly available results will be considered for sharing,2020-03-24T08:51:24Z,2020-03-24T08:51:24Z,Drug|Drug,Sarilumab|Placebo,Single intravenous (IV) dose of sarilumab|Single intravenous (IV) dose of placebo to match sarilumab administration,2,Recruiting,Regeneron Study Site,New York,New York,10029,United States,1
NCT04313322,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-15,NA,NA,2020-03-15,2020-03-15,2020-03-18,Actual,NA,NA,NA,NA,NA,NA,2020-03-15,2020-03-18,Actual,"March 16, 2020",Anticipated,2020-03-16,March 2020,2020-03-31,"September 30, 2020",Anticipated,2020-09-30,"June 30, 2020",Anticipated,2020-06-30,NA,Interventional,NA,,Treatment of COVID-19 Patients Using Wharton's Jelly-Mesenchymal Stem Cells,Treatment of COVID-19 Patients Using Wharton's Jelly-Mesenchymal Stem Cells,Recruiting,NA,Phase 1,5,Anticipated,Stem Cells Arabia,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:52:32Z,2020-03-24T08:52:32Z,Biological,WJ-MSCs,"WJ-MSCs will be derived from cord tissue of newborns, screened for HIV1/2, HBV, HCV, CMV, Mycoplasma, and cultured to enrich for MSCs.
WJ-MSCs will be counted and suspended in 25 ml of Saline solution containing 0.5% human serum Albumin, and will be given to patient intravenously.",1,Recruiting,Stem Cells Arabia,Amman,,11953,Jordan,1
NCT04313127,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-15,NA,NA,2020-03-17,2020-03-17,2020-03-18,Actual,NA,NA,NA,NA,NA,NA,2020-03-17,2020-03-18,Actual,"March 19, 2020",Anticipated,2020-03-19,March 2020,2020-03-31,"December 20, 2022",Anticipated,2022-12-20,"December 30, 2020",Anticipated,2020-12-30,NA,Interventional,PICTHA,,Phase I Clinical Trial in Healthy Adult,"A Single-center,Open-labelï¼ŒDose-escalating Phase I Clinical Trial to Evaluate Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) in Healthy Adults Aged 18-60 Years Old",Not yet recruiting,NA,Phase 1,108,Anticipated,CanSino Biologics Inc.,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:52:39Z,2020-03-24T08:52:39Z,Biological,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Intramuscular other name:Ad5-nCoV,1,NA,NA,NA,NA,NA,NA,NA
NCT04312243,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-15,NA,NA,2020-03-16,2020-03-16,2020-03-18,Actual,NA,NA,NA,NA,NA,NA,2020-03-16,2020-03-18,Actual,"March 20, 2020",Anticipated,2020-03-20,March 2020,2020-03-31,"March 20, 2022",Anticipated,2022-03-20,"March 20, 2021",Anticipated,2021-03-20,NA,Interventional,NOpreventCOVID,,NO Prevention of COVID-19 for Healthcare Providers,Nitric Oxide Gas Inhalation for Prevention of COVID-19 in Healthcare Providers,Not yet recruiting,NA,Phase 2,460,Anticipated,Massachusetts General Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-03-24T08:53:11Z,2020-03-24T08:53:11Z,Drug,Inhaled nitric oxide gas,"Observational group: a SARS-CoV2 rt-PCR will be performed if symptoms arise. Treatment group: the subjects will breathe NO at the beginning of the shift and before leaving the hospital. Inspired NO will be delivered at 160 parts per million (ppm) for 15 minutes in each cycle. A SARS-CoV-2 rt-PCR will be performed if symptoms arise. Safety: Oxygenation and methemoglobin levels will be monitored via a non-invasive CO-oximeter. If methemoglobin levels rise above 5% at any point of the gas delivery, inhaled NO will be halvened. NO2 gas will be monitored and maintained below 5 ppm.",1,NA,NA,NA,NA,NA,NA,NA
NCT04310865,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-15,NA,NA,2020-03-15,2020-03-15,2020-03-17,Actual,NA,NA,NA,NA,NA,NA,2020-03-15,2020-03-17,Actual,"March 20, 2020",Anticipated,2020-03-20,March 2020,2020-03-31,"June 30, 2021",Anticipated,2021-06-30,"March 30, 2021",Anticipated,2021-03-30,NA,Interventional,NA,,Yinhu Qingwen Granula for the Treatment of Severe CoVID-19,"An Adaptive, Randomized, Double-blind, Parallel-controlled Clinical Trial of Yinhu Qingwen Granula for the Treatment of Severe CoVID-19",Not yet recruiting,NA,Phase 2/Phase 3,116,Anticipated,China Academy of Chinese Medical Sciences,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-24T08:54:03Z,2020-03-24T08:54:03Z,Drug|Drug|Other,Yinhu Qingwen Granula|Yin Hu Qing Wen Granula(low does)|standard medical treatment,"Yinhu Qingwen Granula is a kind of herbal granula made from ""Yinhu Qingwen Decoction"", which consits of 11 Chinese herbal medicine as Honeysuckle, Polygonum cuspidatum, Schizonepeta, Longspur epimedium, etc. The granula will be dissolved into 600ml decoction and divided to 3 times (once with 200ml). It will be given a 200ml per time, three times a day, for 10 days.|This intervention is given as 10% dose of YinHu QingWen Granula.The granula will be dissolved into 600ml decoction and divided to 3 times (once with 200ml).|Standard medical treatment is adhered to the protocol of the treatment for the severe CoVID-19 according to the guideline approved by National Health Commission of China.",3,|||,Wuhan No.7 Hospital/Jizhong Energy Fengfeng Group Hospital|Wuhan No.7 Hospital/North China University of Science and Technology Affiliated Hospital|Zhongnan Hospital of Wuhan University/Tanshan People's Hospital|Wuhan Leishenshan (Thunder God Mountain) Hospital/The First Affiliated Hospital of Dalian Medical University,Wuhan|Wuhan|Wuhan|Wuhan,Hubei|Hubei|Hubei|Hubei,430071|430071|430071|430200,China|China|China|China,4
NCT04313023,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-16,NA,NA,2020-03-16,2020-03-16,2020-03-18,Actual,NA,NA,NA,NA,NA,NA,2020-03-16,2020-03-18,Actual,April 2020,Anticipated,2020-04-30,March 2020,2020-03-31,October 2020,Anticipated,2020-10-31,September 2020,Anticipated,2020-09-30,NA,Interventional,NA,,The Use PUL-042 Inhalation Solution to Prevent COVID-19 in Adults Exposed to SARS-CoV-2,A Phase 2 Multiple Dose Study to Evaluate the Efficacy and Safety of PUL-042 Inhalation Solution in Reducing COVID-19 Infection in Adults Exposed to COVID-19,Not yet recruiting,NA,Phase 2,200,Anticipated,"Pulmotect, Inc.",,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:52:43Z,2020-03-24T08:52:43Z,Drug|Drug,PUL-042 Inhalation Solution|Placebo,"20.3 Âµg Pam2 : 29.8 Âµg ODN/mL (50 Âµg PUL-042) PUL-042 Inhalation Solution will be given by nebulization on study days 1, 3, 6, and 10|Sterile normal saline for inhalation",2,NA,NA,NA,NA,NA,NA,NA
